,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph14-40_3-1-3,True,no,False,True,57.576,20.9,-36.676,10,10.0,"{18, 20, 37}","[25, 28, 37]",{7},[20],"{27, 4, 28}","[4, 7, 27]"
002,rndgraph14-40_3-1-3,True,no,False,False,5.151,11.81,6.659000000000001,11,11.0,"{26, 27, 38}","[26, 27, 38]",{12},[12],"{17, 11, 22}","[11, 17, 22]"
003,rndgraph14-40_3-1-3,True,no,False,False,56.966,134.86,77.894,9,9.0,"{28, 37, 36}","[33, 36, 37]",{8},[23],"{16, 33, 11}","[11, 16, 28]"
004,rndgraph14-40_3-1-3,True,no,False,False,59.749,67.23,7.481000000000002,9,9.0,"{32, 33, 19}","[12, 27, 31]",{36},[26],"{26, 4, 5}","[4, 5, 36]"
005,rndgraph14-40_3-1-3,True,no,False,False,46.574,228.77,182.19600000000003,9,9.0,"{11, 20, 23}","[11, 20, 23]",{1},[14],"{8, 37, 39}","[8, 37, 39]"
006,rndgraph14-40_3-1-3,True,no,False,False,32.082,172.95,140.868,10,10.0,"{9, 27, 39}","[4, 31, 35]",{1},[27],"{40, 2, 34}","[2, 34, 40]"
007,rndgraph14-40_3-1-3,False,no,False,False,9.287,25.47,16.183,10,9.999999999999998,"{20, 5, 39}","[9, 10, 39]",{23},[16],"{10, 18, 31}","[5, 18, 31]"
008,rndgraph14-40_3-1-3,True,no,False,False,40.622,4333.44,4292.817999999999,9,9.0,"{27, 28, 5}","[18, 32, 40]",{40},[5],"{17, 4, 31}","[4, 17, 31]"
009,rndgraph14-40_3-1-3,True,no,False,False,19.854,452.66,432.80600000000004,9,9.0,"{26, 5, 15}","[17, 26, 40]",{1},[31],"{40, 12, 36}","[12, 25, 36]"
010,rndgraph14-40_3-1-3,True,no,False,True,46.097,16.52,-29.577,9,9.0,"{11, 30, 7}","[3, 30, 36]",{36},[2],"{2, 13, 6}","[6, 7, 13]"
011,rndgraph14-40_3-1-3,True,no,False,False,4.353,168.3,163.947,10,10.0,"{24, 26, 29}","[24, 26, 29]",{1},[13],"{33, 20, 23}","[20, 23, 33]"
012,rndgraph14-40_3-1-3,True,no,False,False,54.291,133.64,79.34899999999999,9,9.0,"{33, 23, 7}","[6, 7, 19]",{1},[28],"{10, 21, 14}","[14, 20, 27]"
013,rndgraph14-40_3-1-3,True,no,False,True,22.847,21.52,-1.3270000000000017,11,11.0,"{5, 30, 23}","[28, 30, 39]",{39},[5],"{40, 25, 6}","[27, 32, 40]"
014,rndgraph14-40_3-1-3,True,no,False,False,5.647,658.72,653.073,9,9.0,"{3, 5, 23}","[3, 5, 23]",{1},[39],"{40, 10, 13}","[10, 13, 40]"
015,rndgraph14-40_3-1-3,True,no,False,True,37.095,20.06,-17.035,9,9.0,"{2, 10, 39}","[10, 13, 17]",{9},[31],"{8, 22, 31}","[9, 22, 39]"
016,rndgraph14-40_3-1-3,True,no,False,False,5.261,64.29,59.029,10,10.0,"{25, 2, 20}","[2, 29, 30]",{40},[13],"{33, 12, 29}","[12, 33, 36]"
017,rndgraph14-40_3-1-3,True,no,False,False,3.427,12.1,8.673,10,10.0,"{34, 19, 22}","[8, 17, 33]",{1},[23],"{8, 17, 3}","[1, 22, 34]"
018,rndgraph14-40_3-1-3,True,no,False,True,221.714,93.83,-127.884,9,9.0,"{3, 5, 23}","[9, 13, 22]",{32},[16],"{25, 37, 21}","[25, 27, 31]"
019,rndgraph14-40_3-1-3,True,no,False,False,56.79,273.57,216.78,10,10.0,"{24, 32, 30}","[23, 38, 40]",{1},[13],"{8, 4, 39}","[8, 19, 35]"
020,rndgraph14-40_3-1-3,True,no,False,True,42.284,28.62,-13.663999999999998,10,10.0,"{32, 36, 14}","[32, 36, 37]",{38},[38],"{25, 39, 23}","[23, 25, 39]"
