,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph15-40_2-2-2,False,False,True,True,20.435,4.31,-16.125,5.0,5.0,"[13, 30]","{5, 30}","[7, 9]","{34, 4}","[4, 11]","{32, 7}"
002,rndgraph15-40_2-2-2,False,False,True,True,119.117,9.01,-110.107,5.0,5.0,"[14, 31]","{16, 6}","[5, 6]","{9, 35}","[3, 35]","{3, 5}"
003,rndgraph15-40_2-2-2,False,False,True,True,83.86,20.33,-63.53,5.0,5.0,"[23, 26]","{34, 7}","[15, 38]","{38, 14}","[14, 21]","{21, 23}"
004,rndgraph15-40_2-2-2,False,False,True,True,22.823,3.64,-19.183,5.0,5.0,"[27, 32]","{12, 36}","[8, 37]","{8, 15}","[12, 36]","{40, 14}"
005,rndgraph15-40_2-2-2,False,False,True,True,90.26,5.49,-84.77000000000001,5.0,5.0,"[6, 18]","{26, 4}","[4, 5]","{1, 33}","[7, 9]","{38, 7}"
006,rndgraph15-40_2-2-2,False,False,True,True,33.545,8.02,-25.525000000000002,5.0,5.0,"[1, 33]","{3, 36}","[31, 37]","{1, 21}","[6, 32]","{17, 13}"
007,rndgraph15-40_2-2-2,False,False,True,True,17.23,9.68,-7.550000000000001,5.0,5.0,"[16, 21]","{3, 13}","[13, 24]","{8, 24}","[18, 28]","{18, 28}"
008,rndgraph15-40_2-2-2,False,False,True,True,19.913,10.94,-8.973,5.0,5.0,"[11, 12]","{36, 5}","[9, 10]","{1, 23}","[32, 33]","{2, 7}"
009,rndgraph15-40_2-2-2,False,False,True,True,6.926,0.76,-6.166,5.0,5.0,"[28, 38]","{24, 13}","[19, 30]","{1, 28}","[3, 18]","{3, 38}"
010,rndgraph15-40_2-2-2,False,False,False,True,38.126,16.8,-21.325999999999997,5.0,4.0,"[21, 31]","{34, 7}","[1, 36]","{19, 11}","[11, 15]","{1, 29}"
011,rndgraph15-40_2-2-2,False,False,True,True,9.01,5.52,-3.49,5.0,5.0,"[15, 38]","{10, 35}","[34, 40]","{32, 38}","[14, 18]","{18, 14}"
012,rndgraph15-40_2-2-2,False,False,True,False,6.135,13.29,7.154999999999999,5.0,5.0,"[15, 21]","{35, 36}","[14, 34]","{1, 2}","[25, 38]","{38, 14}"
013,rndgraph15-40_2-2-2,False,False,True,True,14.311,3.6,-10.711,5.0,5.0,"[23, 38]","{8, 28}","[7, 8]","{16, 7}","[21, 39]","{21, 39}"
014,rndgraph15-40_2-2-2,,False,,,,,,,,,,,,,
015,rndgraph15-40_2-2-2,False,False,True,True,26.974,6.67,-20.304000000000002,5.0,5.0,"[7, 37]","{9, 17}","[15, 23]","{16, 1}","[29, 39]","{27, 19}"
016,rndgraph15-40_2-2-2,False,False,True,True,38.991,3.82,-35.171,5.0,5.0,"[2, 15]","{19, 6}","[7, 31]","{1, 3}","[4, 24]","{2, 4}"
017,rndgraph15-40_2-2-2,False,False,True,True,42.3,6.43,-35.87,5.0,5.0,"[27, 30]","{40, 14}","[16, 34]","{2, 3}","[5, 40]","{1, 5}"
018,rndgraph15-40_2-2-2,False,False,True,True,8.481,2.2,-6.281,5.0,5.0,"[17, 32]","{35, 5}","[5, 12]","{1, 2}","[39, 40]","{24, 26}"
019,rndgraph15-40_2-2-2,False,False,False,True,13.739,4.05,-9.689,5.0,5.000000000000002,"[10, 38]","{33, 38}","[37, 39]","{1, 2}","[12, 26]","{32, 3}"
020,rndgraph15-40_2-2-2,False,False,True,True,17.93,6.4,-11.53,5.0,5.0,"[6, 30]","{16, 5}","[4, 26]","{1, 3}","[5, 35]","{2, 15}"
