,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph08-40_1-1-1_001,False,no,yes,True,True,0.45,0.931,-0.481,10,10,{19},[19],{15},[15],[17],[17]
002,rndgraph08-40_1-1-1_002,False,no,yes,True,True,1.123,2.397,-1.274,7,7,{7},[7],{24},[24],[37],[37]
003,rndgraph08-40_1-1-1_003,False,no,yes,True,True,1.365,2.109,-0.744,6,6,{39},[39],{3},[3],[32],[32]
004,rndgraph08-40_1-1-1_004,False,no,yes,True,True,0.38,0.77,-0.39,8,8,{11},[40],{1},[37],[15],[15]
005,rndgraph08-40_1-1-1_005,False,no,yes,False,True,0.655,1.206,-0.551,7,7,{17},[29],{35},[13],[29],[17]
006,rndgraph08-40_1-1-1_006,False,no,yes,True,False,0.525,0.419,0.106,7,7,{34},[32],{1},[19],[39],[39]
007,rndgraph08-40_1-1-1_007,False,no,yes,True,True,0.418,0.68,-0.262,7,7,{13},[13],{40},[40],[38],[38]
008,rndgraph08-40_1-1-1_008,False,no,yes,True,True,0.221,0.499,-0.278,7,7,{8},[8],{1},[36],[35],[35]
009,rndgraph08-40_1-1-1_009,False,no,yes,False,True,0.67,1.278,-0.608,5,5,{12},[11],{15},[35],[35],[15]
010,rndgraph08-40_1-1-1_010,False,no,yes,False,True,0.207,0.472,-0.265,7,7,{19},[29],{2},[3],[1],[40]
011,rndgraph08-40_1-1-1_011,False,no,yes,True,True,0.674,0.821,-0.147,9,9,{34},[34],{18},[18],[35],[35]
012,rndgraph08-40_1-1-1_012,False,no,yes,True,True,0.501,2.558,-2.057,6,6,{17},[12],{1},[17],[4],[4]
013,rndgraph08-40_1-1-1_013,False,no,yes,True,True,0.522,0.947,-0.425,5,5,{25},[25],{38},[38],[23],[23]
014,rndgraph08-40_1-1-1_014,False,no,yes,False,True,0.722,1.22,-0.498,7,7,{13},[3],{16},[18],[18],[16]
015,rndgraph08-40_1-1-1_015,False,no,NO,True,True,0.54,1.085,-0.545,6,5,{5},[5],{21},[21],[28],[28]
016,rndgraph08-40_1-1-1_016,False,no,yes,False,True,0.228,0.637,-0.409,7,7,{10},[38],{1},[12],[39],[36]
017,rndgraph08-40_1-1-1_017,False,no,yes,True,True,0.681,1.186,-0.505,8,8,{36},[36],{39},[39],[9],[9]
018,rndgraph08-40_1-1-1_018,False,no,yes,False,True,0.259,0.549,-0.29,6,6,{14},[8],{40},[31],[31],[34]
019,rndgraph08-40_1-1-1_019,False,no,yes,True,False,0.426,0.417,0.009,8,8,{21},[1],{1},[35],[22],[22]
020,rndgraph08-40_1-1-1_020,False,no,NO,False,True,0.449,0.687,-0.238,7,6,{39},[19],{34},[23],[23],[34]
