,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph13-40_2-2-2,False,False,True,False,5.8,9.6,3.8,6.0,6.0,"[4, 33]","{9, 11}","[8, 40]","{33, 30}","[20, 30]","{19, 20}"
002,rndgraph13-40_2-2-2,False,False,True,True,66.139,10.03,-56.108999999999995,5.0,5.0,"[16, 17]","{38, 6}","[7, 13]","{27, 13}","[31, 35]","{28, 7}"
003,rndgraph13-40_2-2-2,False,False,False,True,243.55,10.61,-232.94,6.0,5.0,"[29, 30]","{9, 17}","[7, 39]","{35, 21}","[23, 38]","{31, 7}"
004,rndgraph13-40_2-2-2,False,False,True,True,214.116,5.28,-208.836,6.0,6.0,"[26, 34]","{18, 30}","[5, 21]","{26, 6}","[4, 24]","{24, 33}"
005,rndgraph13-40_2-2-2,,False,,,,,,,,,,,,,
006,rndgraph13-40_2-2-2,False,False,True,True,15.052,6.35,-8.702,6.0,6.0,"[7, 30]","{16, 31}","[31, 36]","{1, 11}","[28, 33]","{33, 28}"
007,rndgraph13-40_2-2-2,False,False,True,False,10.337,15.3,4.963000000000001,6.0,6.0,"[2, 36]","{35, 30}","[4, 18]","{1, 2}","[10, 30]","{37, 5}"
008,rndgraph13-40_2-2-2,False,False,False,True,1804.0,16.28,-1787.72,6.0,5.0,"[6, 23]","{34, 14}","[15, 34]","{19, 37}","[8, 24]","{1, 6}"
009,rndgraph13-40_2-2-2,False,False,True,True,70.674,10.32,-60.354000000000006,5.0,5.0,"[10, 28]","{30, 39}","[25, 40]","{2, 3}","[11, 14]","{1, 21}"
010,rndgraph13-40_2-2-2,False,False,True,True,197.837,9.56,-188.277,6.0,6.0,"[1, 15]","{1, 15}","[6, 9]","{9, 14}","[10, 12]","{10, 12}"
011,rndgraph13-40_2-2-2,False,False,True,True,17.574,6.34,-11.234000000000002,6.0,6.0,"[1, 19]","{10, 37}","[15, 33]","{1, 21}","[20, 30]","{19, 20}"
012,rndgraph13-40_2-2-2,False,False,False,True,353.83,13.4,-340.43,8.0,7.0,"[1, 28]","{28, 15}","[19, 36]","{11, 36}","[9, 32]","{19, 38}"
013,rndgraph13-40_2-2-2,False,False,True,True,5.407,2.42,-2.987,7.0,7.0,"[2, 5]","{29, 39}","[1, 32]","{32, 11}","[12, 29]","{1, 12}"
014,rndgraph13-40_2-2-2,False,False,True,True,344.373,13.19,-331.183,6.0,6.0,"[2, 10]","{40, 23}","[13, 23]","{5, 38}","[6, 37]","{37, 14}"
015,rndgraph13-40_2-2-2,False,False,True,True,1034.78,8.65,-1026.1299999999999,5.0,5.0,"[2, 7]","{4, 14}","[10, 14]","{1, 36}","[19, 34]","{16, 38}"
016,rndgraph13-40_2-2-2,False,False,True,True,429.275,6.73,-422.54499999999996,6.0,6.0,"[4, 19]","{19, 4}","[2, 24]","{24, 23}","[13, 38]","{2, 13}"
017,rndgraph13-40_2-2-2,False,False,True,True,19.345,8.06,-11.284999999999998,6.0,6.0,"[8, 14]","{35, 38}","[21, 35]","{24, 40}","[12, 17]","{12, 14}"
018,rndgraph13-40_2-2-2,False,False,True,False,10.687,11.92,1.2330000000000005,6.0,6.0,"[32, 35]","{29, 7}","[21, 26]","{1, 3}","[2, 12]","{2, 21}"
019,rndgraph13-40_2-2-2,False,False,True,True,14.665,3.28,-11.385,6.0,6.0,"[32, 34]","{18, 3}","[9, 15]","{34, 29}","[10, 12]","{10, 12}"
020,rndgraph13-40_2-2-2,False,False,True,True,264.796,11.16,-253.636,5.0,5.0,"[16, 27]","{3, 30}","[24, 37]","{1, 37}","[23, 26]","{24, 26}"
