,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-60_1-1-1,True,no,False,False,1.533,2.1,0.5670000000000002,9,9.0,{2},[4],{3},[13],{19},[16]
002,rndgraph05-60_1-1-1,True,no,False,True,0.772,0.47,-0.30200000000000005,11,11.0,{51},[30],{1},[46],{30},[36]
003,rndgraph05-60_1-1-1,True,no,False,True,1.118,0.8,-0.31800000000000006,9,9.0,{43},[43],{41},[41],{25},[25]
004,rndgraph05-60_1-1-1,True,no,False,True,1.743,0.29,-1.453,10,10.0,{33},[24],{1},[1],{57},[33]
005,rndgraph05-60_1-1-1,True,no,False,True,4.322,3.44,-0.8820000000000001,10,10.0,{15},[15],{57},[57],{11},[11]
006,rndgraph05-60_1-1-1,True,no,False,True,0.793,0.54,-0.253,8,8.0,{4},[34],{1},[4],{34},[50]
007,rndgraph05-60_1-1-1,True,no,False,True,1.73,1.15,-0.5800000000000001,16,16.0,{23},[23],{6},[6],{21},[21]
008,rndgraph05-60_1-1-1,True,no,False,True,1.922,0.91,-1.012,10,10.0,{41},[41],{30},[37],{37},[30]
009,rndgraph05-60_1-1-1,True,no,False,True,2.334,1.12,-1.214,8,8.0,{41},[41],{54},[54],{60},[60]
010,rndgraph05-60_1-1-1,True,no,False,False,0.745,3.0,2.255,8,8.0,{12},[29],{1},[37],{15},[55]
011,rndgraph05-60_1-1-1,True,no,False,True,1.937,1.3,-0.637,9,9.0,{43},[23],{60},[44],{23},[43]
012,rndgraph05-60_1-1-1,True,no,False,True,2.308,1.32,-0.9879999999999998,9,9.0,{1},[50],{38},[11],{11},[38]
013,rndgraph05-60_1-1-1,True,no,False,True,0.666,0.27,-0.396,10,10.0,{50},[28],{1},[19],{28},[50]
014,rndgraph05-60_1-1-1,False,no,False,True,1.297,0.43,-0.867,7,7.000000000000003,{51},[51],{1},[22],{34},[34]
015,rndgraph05-60_1-1-1,True,no,False,True,2.292,1.06,-1.2319999999999998,8,8.0,{30},[30],{8},[8],{43},[43]
016,rndgraph05-60_1-1-1,True,no,False,True,2.528,1.27,-1.258,7,7.0,{54},[48],{1},[18],{35},[35]
017,rndgraph05-60_1-1-1,True,no,False,True,1.086,1.06,-0.026000000000000023,8,8.0,{9},[33],{1},[13],{48},[56]
018,rndgraph05-60_1-1-1,True,no,False,False,0.785,0.8,0.015000000000000013,11,11.0,{12},[12],{1},[54],{44},[44]
019,rndgraph05-60_1-1-1,True,no,False,True,1.724,0.87,-0.854,12,12.0,{47},[59],{43},[43],{56},[56]
020,rndgraph05-60_1-1-1,True,no,False,True,1.987,0.46,-1.5270000000000001,9,9.0,{20},[20],{39},[39],{1},[1]
