,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph13-40_1-1-1,False,False,True,True,0.862,0.31,-0.552,3,3.0,[3],{7},[40],{1},[28],{28}
002,rndgraph13-40_1-1-1,False,False,True,True,1.716,1.0,-0.716,3,3.0,[8],{8},[23],{23},[27],{27}
003,rndgraph13-40_1-1-1,False,False,True,True,0.874,0.58,-0.29400000000000004,3,3.0,[2],{11},[14],{40},[25],{25}
004,rndgraph13-40_1-1-1,False,False,True,False,2.33,3.39,1.06,3,3.0,[19],{9},[9],{26},[25],{19}
005,rndgraph13-40_1-1-1,False,False,True,True,0.879,0.39,-0.489,5,5.0,[39],{40},[14],{1},[25],{2}
006,rndgraph13-40_1-1-1,False,False,True,True,0.569,0.46,-0.10899999999999993,4,4.0,[15],{11},[17],{1},[35],{15}
007,rndgraph13-40_1-1-1,False,False,True,True,1.763,0.51,-1.253,3,3.0,[7],{7},[14],{14},[12],{12}
008,rndgraph13-40_1-1-1,False,False,True,False,7.188,8.57,1.3820000000000006,2,2.0,[5],{19},[36],{7},[28],{17}
009,rndgraph13-40_1-1-1,False,False,True,True,1.327,1.27,-0.05699999999999994,4,4.0,[26],{26},[11],{11},[18],{18}
010,rndgraph13-40_1-1-1,False,False,True,True,0.417,0.29,-0.127,3,3.0,[40],{6},[17],{1},[24],{40}
011,rndgraph13-40_1-1-1,False,False,True,False,0.386,0.41,0.023999999999999966,3,3.0,[1],{2},[25],{1},[11],{11}
012,rndgraph13-40_1-1-1,False,False,True,True,3.36,2.26,-1.1,4,4.0,[11],{6},[25],{9},[9],{25}
013,rndgraph13-40_1-1-1,False,False,True,True,4.975,3.37,-1.6049999999999995,3,3.0,[2],{11},[7],{37},[31],{5}
014,rndgraph13-40_1-1-1,False,False,True,True,0.952,0.31,-0.6419999999999999,4,4.0,[9],{3},[4],{1},[30],{30}
015,rndgraph13-40_1-1-1,False,False,True,True,1.545,0.55,-0.9949999999999999,3,3.0,[7],{11},[27],{21},[21],{27}
016,rndgraph13-40_1-1-1,False,False,False,True,1.971,0.25,-1.721,2,2.999999999999999,[8],{8},[22],{22},[39],{39}
017,rndgraph13-40_1-1-1,False,False,True,True,0.49,0.2,-0.29,4,4.0,[23],{12},[4],{1},[7],{7}
018,rndgraph13-40_1-1-1,False,False,True,True,0.866,0.44,-0.426,3,3.0,[4],{11},[24],{1},[25],{25}
019,rndgraph13-40_1-1-1,False,False,True,True,1.051,0.43,-0.621,3,3.0,[7],{5},[33],{1},[24],{24}
020,rndgraph13-40_1-1-1,False,False,True,True,8.102,3.97,-4.132,2,2.0,[2],{16},[13],{3},[40],{6}
