,graph name,og fail,v2 time,v2 obj,v2 X,v2 Y,sols match,v2 faster,og time,time diff,og obj,og X,og Y,og Z,v2 Z
001,rndgraph13-40_1-1-1,False,0.32,3.0,{7},{1},True,True,0.862,-0.542,3,[3],[40],[28],{28}
002,rndgraph13-40_1-1-1,False,0.97,3.0,{8},{23},True,True,1.716,-0.746,3,[8],[23],[27],{27}
003,rndgraph13-40_1-1-1,False,0.51,3.0,{11},{40},True,True,0.874,-0.364,3,[2],[14],[25],{25}
004,rndgraph13-40_1-1-1,False,3.56,3.0,{9},{26},True,False,2.33,1.23,3,[19],[9],[25],{19}
005,rndgraph13-40_1-1-1,False,0.4,5.0,{40},{1},True,True,0.879,-0.479,5,[39],[14],[25],{2}
006,rndgraph13-40_1-1-1,False,0.45,4.0,{11},{1},True,True,0.569,-0.11899999999999994,4,[15],[17],[35],{15}
007,rndgraph13-40_1-1-1,False,0.53,3.0,{7},{14},True,True,1.763,-1.2329999999999999,3,[7],[14],[12],{12}
008,rndgraph13-40_1-1-1,False,13.97,2.0,{19},{7},True,False,7.188,6.782000000000001,2,[5],[36],[28],{17}
009,rndgraph13-40_1-1-1,False,1.28,4.0,{26},{11},True,True,1.327,-0.04699999999999993,4,[26],[11],[18],{18}
010,rndgraph13-40_1-1-1,False,0.29,3.0,{6},{1},True,True,0.417,-0.127,3,[40],[17],[24],{40}
011,rndgraph13-40_1-1-1,False,0.42,3.0,{2},{1},True,False,0.386,0.033999999999999975,3,[1],[25],[11],{11}
012,rndgraph13-40_1-1-1,False,2.42,4.0,{6},{9},True,True,3.36,-0.94,4,[11],[25],[9],{25}
013,rndgraph13-40_1-1-1,False,3.68,3.0,{11},{37},True,True,4.975,-1.2949999999999995,3,[2],[7],[31],{5}
014,rndgraph13-40_1-1-1,False,0.31,4.0,{3},{1},True,True,0.952,-0.6419999999999999,4,[9],[4],[30],{30}
015,rndgraph13-40_1-1-1,False,0.61,3.0,{11},{21},True,True,1.545,-0.9349999999999999,3,[7],[27],[21],{27}
016,rndgraph13-40_1-1-1,False,0.24,2.999999999999999,{8},{22},False,True,1.971,-1.731,2,[8],[22],[39],{39}
017,rndgraph13-40_1-1-1,False,0.19,4.0,{12},{1},True,True,0.49,-0.3,4,[23],[4],[7],{7}
018,rndgraph13-40_1-1-1,False,0.44,3.0,{11},{1},True,True,0.866,-0.426,3,[4],[24],[25],{25}
019,rndgraph13-40_1-1-1,False,0.42,3.0,{5},{1},True,True,1.051,-0.631,3,[7],[33],[24],{24}
020,rndgraph13-40_1-1-1,False,4.16,2.0,{16},{3},True,True,8.102,-3.942,2,[2],[13],[40],{6}
