,graph name,og fail,v2 time,v2 obj,v2 X,v2 Y,sols match,v2 faster,og time,time diff,og obj,og X,og Y,og Z,v2 Z
001,rndgraph05-40_1-1-1,False,0.37,17.0,{38},{3},True,True,0.424,-0.05399999999999999,17,[24],[18],[26],{26}
002,rndgraph05-40_1-1-1,False,0.36,18.0,{23},{4},True,True,0.374,-0.014000000000000012,18,[5],[13],[2],{2}
003,rndgraph05-40_1-1-1,False,0.82,23.0,{30},{38},True,False,0.585,0.235,23,[30],[38],[9],{9}
004,rndgraph05-40_1-1-1,False,0.84,23.0,{29},{12},True,False,0.349,0.491,23,[4],[21],[12],{21}
005,rndgraph05-40_1-1-1,False,0.27,16.0,{19},{7},True,True,0.494,-0.22399999999999998,16,[36],[19],[24],{36}
006,rndgraph05-40_1-1-1,False,0.49,19.0,{5},{34},True,False,0.4,0.08999999999999997,19,[5],[34],[36],{36}
007,rndgraph05-40_1-1-1,False,0.3,21.0,{15},{1},True,True,0.818,-0.518,21,[15],[34],[10],{10}
008,rndgraph05-40_1-1-1,False,0.5,30.0,{23},{24},True,False,0.478,0.02200000000000002,30,[23],[24],[32],{32}
009,rndgraph05-40_1-1-1,False,0.93,22.0,{19},{23},True,False,0.438,0.49200000000000005,22,[19],[23],[8],{8}
010,rndgraph05-40_1-1-1,False,0.9,24.0,{22},{34},True,False,0.447,0.453,24,[22],[34],[17],{17}
011,rndgraph05-40_1-1-1,False,0.85,27.0,{23},{17},True,False,0.672,0.17799999999999994,27,[23],[17],[9],{9}
012,rndgraph05-40_1-1-1,False,0.32,22.0,{3},{2},True,True,0.622,-0.302,22,[3],[2],[38],{38}
013,rndgraph05-40_1-1-1,False,0.71,29.0,{4},{27},True,False,0.488,0.22199999999999998,29,[26],[27],[2],{2}
014,rndgraph05-40_1-1-1,False,1.07,16.0,{36},{21},True,False,0.833,0.2370000000000001,16,[36],[21],[29],{29}
015,rndgraph05-40_1-1-1,False,0.53,20.0,{23},{4},True,True,0.752,-0.22199999999999998,20,[23],[4],[33],{33}
016,rndgraph05-40_1-1-1,False,0.38,24.0,{2},{40},True,True,0.475,-0.09499999999999997,24,[40],[2],[4],{4}
017,rndgraph05-40_1-1-1,False,0.75,24.0,{26},{35},True,False,0.386,0.364,24,[26],[35],[7],{7}
018,rndgraph05-40_1-1-1,False,0.27,26.0,{29},{5},True,True,0.557,-0.28700000000000003,26,[29],[5],[1],{1}
019,rndgraph05-40_1-1-1,False,0.37,21.0,{27},{10},True,True,0.476,-0.10599999999999998,21,[27],[10],[5],{5}
020,rndgraph05-40_1-1-1,False,0.9,23.0,{27},{30},True,False,0.693,0.20700000000000007,23,[26],[9],[27],{26}
