,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-40_1-1-1,False,False,True,True,0.424,0.36,-0.064,17,17.0,[24],{38},[18],{3},[26],{26}
002,rndgraph05-40_1-1-1,False,False,True,True,0.374,0.31,-0.064,18,18.0,[5],{23},[13],{4},[2],{2}
003,rndgraph05-40_1-1-1,False,False,True,False,0.585,0.82,0.235,23,23.0,[30],{30},[38],{38},[9],{9}
004,rndgraph05-40_1-1-1,False,False,True,False,0.349,0.77,0.42100000000000004,23,23.0,[4],{29},[21],{12},[12],{21}
005,rndgraph05-40_1-1-1,False,False,True,True,0.494,0.26,-0.23399999999999999,16,16.0,[36],{19},[19],{7},[24],{36}
006,rndgraph05-40_1-1-1,False,False,True,False,0.4,0.51,0.10999999999999999,19,19.0,[5],{5},[34],{34},[36],{36}
007,rndgraph05-40_1-1-1,False,False,True,True,0.818,0.29,-0.528,21,21.0,[15],{15},[34],{1},[10],{10}
008,rndgraph05-40_1-1-1,False,False,True,False,0.478,0.54,0.062000000000000055,30,30.0,[23],{23},[24],{24},[32],{32}
009,rndgraph05-40_1-1-1,False,False,True,False,0.438,0.88,0.442,22,22.0,[19],{19},[23],{23},[8],{8}
010,rndgraph05-40_1-1-1,False,False,True,False,0.447,0.77,0.323,24,24.0,[22],{22},[34],{34},[17],{17}
011,rndgraph05-40_1-1-1,False,False,True,False,0.672,0.72,0.04799999999999993,27,27.0,[23],{23},[17],{17},[9],{9}
012,rndgraph05-40_1-1-1,False,False,True,True,0.622,0.29,-0.332,22,22.0,[3],{3},[2],{2},[38],{38}
013,rndgraph05-40_1-1-1,False,False,True,False,0.488,0.66,0.17200000000000004,29,29.0,[26],{4},[27],{27},[2],{2}
014,rndgraph05-40_1-1-1,False,False,True,False,0.833,1.04,0.20700000000000007,16,16.0,[36],{36},[21],{21},[29],{29}
015,rndgraph05-40_1-1-1,False,False,True,True,0.752,0.52,-0.23199999999999998,20,20.0,[23],{23},[4],{4},[33],{33}
016,rndgraph05-40_1-1-1,False,False,True,True,0.475,0.37,-0.10499999999999998,24,24.0,[40],{2},[2],{40},[4],{4}
017,rndgraph05-40_1-1-1,False,False,True,False,0.386,0.72,0.33399999999999996,24,24.0,[26],{26},[35],{35},[7],{7}
018,rndgraph05-40_1-1-1,False,False,True,True,0.557,0.25,-0.30700000000000005,26,26.0,[29],{29},[5],{5},[1],{1}
019,rndgraph05-40_1-1-1,False,False,True,True,0.476,0.35,-0.126,21,21.0,[27],{27},[10],{10},[5],{5}
020,rndgraph05-40_1-1-1,False,False,True,False,0.693,0.86,0.16700000000000004,23,23.0,[26],{27},[9],{30},[27],{26}
