,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph05-60_1-1-1_001,False,no,yes,False,True,1.163,1.533,-0.37,9,9,{2},[4],{3},[13],[19],[16]
002,rndgraph05-60_1-1-1_002,False,no,yes,False,True,0.372,0.772,-0.4,11,11,{30},[30],{1},[46],[51],[36]
003,rndgraph05-60_1-1-1_003,False,no,NO,True,True,0.924,1.118,-0.194,9,8,{43},[43],{41},[41],[25],[25]
004,rndgraph05-60_1-1-1_004,False,no,yes,True,True,0.659,1.743,-1.084,10,10,{24},[24],{1},[1],[33],[33]
005,rndgraph05-60_1-1-1_005,False,no,yes,True,True,2.775,4.322,-1.547,10,10,{15},[15],{57},[57],[11],[11]
006,rndgraph05-60_1-1-1_006,False,no,yes,True,True,0.404,0.793,-0.389,8,8,{34},[34],{1},[4],[50],[50]
007,rndgraph05-60_1-1-1_007,False,no,NO,True,True,1.141,1.73,-0.589,16,11,{23},[23],{6},[6],[21],[21]
008,rndgraph05-60_1-1-1_008,False,no,yes,True,True,0.981,1.922,-0.941,10,10,{56},[41],{37},[37],[30],[30]
009,rndgraph05-60_1-1-1_009,False,no,yes,True,True,0.857,2.334,-1.477,8,8,{41},[41],{54},[54],[60],[60]
010,rndgraph05-60_1-1-1_010,False,no,yes,True,False,1.701,0.745,0.956,8,8,{12},[29],{1},[37],[55],[55]
011,rndgraph05-60_1-1-1_011,False,no,yes,True,True,1.602,1.937,-0.335,9,9,{14},[23],{44},[44],[43],[43]
012,rndgraph05-60_1-1-1_012,False,no,yes,False,True,0.95,2.308,-1.358,9,9,{1},[50],{38},[11],[11],[38]
013,rndgraph05-60_1-1-1_013,False,no,yes,True,True,0.371,0.666,-0.295,10,10,{28},[28],{1},[19],[50],[50]
014,rndgraph05-60_1-1-1_014,False,no,yes,True,True,0.438,1.297,-0.859,7,7,{51},[51],{1},[22],[34],[34]
015,rndgraph05-60_1-1-1_015,False,no,yes,True,True,1.111,2.292,-1.181,8,8,{30},[30],{8},[8],[43],[43]
016,rndgraph05-60_1-1-1_016,False,no,yes,True,True,1.346,2.528,-1.182,7,7,{54},[48],{1},[18],[35],[35]
017,rndgraph05-60_1-1-1_017,False,no,yes,False,True,0.777,1.086,-0.309,8,8,{9},[33],{1},[13],[48],[56]
018,rndgraph05-60_1-1-1_018,False,no,yes,True,False,0.799,0.785,0.014,11,11,{12},[12],{1},[54],[44],[44]
019,rndgraph05-60_1-1-1_019,False,no,yes,True,True,1.184,1.724,-0.54,12,12,{47},[59],{43},[43],[56],[56]
020,rndgraph05-60_1-1-1_020,False,no,yes,True,True,0.558,1.987,-1.429,9,9,{20},[20],{39},[39],[1],[1]
