,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-80_1-1-1,True,no,False,True,5.976,1.91,-4.066,6,6.0,{29},[48],{21},[16],{16},[21]
002,rndgraph05-80_1-1-1,True,no,False,True,5.227,1.14,-4.087000000000001,8,8.0,{25},[9],{1},[78],{70},[58]
003,rndgraph05-80_1-1-1,False,no,False,True,17.93,0.67,-17.259999999999998,6,6.999999999999999,{18},[18],{32},[32],{31},[31]
004,rndgraph05-80_1-1-1,True,no,False,True,14.6,4.47,-10.129999999999999,6,6.0,{13},[10],{37},[29],{30},[42]
005,rndgraph05-80_1-1-1,True,no,False,True,2.361,0.81,-1.5510000000000002,7,7.0,{56},[57],{1},[43],{57},[56]
006,rndgraph05-80_1-1-1,True,no,False,True,5.461,1.87,-3.591,5,5.0,{48},[36],{19},[68],{68},[19]
007,rndgraph05-80_1-1-1,True,no,False,True,2.145,0.78,-1.365,8,8.0,{56},[64],{2},[5],{1},[33]
008,rndgraph05-80_1-1-1,True,no,False,True,2.118,0.85,-1.2679999999999998,6,6.0,{24},[24],{80},[20],{41},[41]
009,rndgraph05-80_1-1-1,True,no,False,True,12.761,4.56,-8.201,6,6.0,{20},[20],{40},[79],{79},[40]
010,rndgraph05-80_1-1-1,True,no,False,True,6.292,2.13,-4.162,8,8.0,{11},[11],{42},[42],{54},[54]
011,rndgraph05-80_1-1-1,True,no,False,True,2.373,0.61,-1.7630000000000003,8,8.0,{48},[48],{2},[5],{54},[36]
012,rndgraph05-80_1-1-1,True,no,False,True,3.493,0.82,-2.673,8,8.0,{5},[3],{1},[17],{22},[21]
013,rndgraph05-80_1-1-1,True,no,False,True,7.881,2.04,-5.841,7,7.0,{37},[37],{32},[32],{53},[53]
014,rndgraph05-80_1-1-1,True,no,False,True,3.073,0.71,-2.363,5,5.0,{53},[16],{1},[69],{43},[7]
015,rndgraph05-80_1-1-1,True,no,False,True,8.797,0.61,-8.187000000000001,7,7.0,{48},[48],{1},[9],{3},[3]
016,rndgraph05-80_1-1-1,True,no,False,True,3.1,1.56,-1.54,6,6.0,{51},[51],{33},[33],{41},[41]
017,rndgraph05-80_1-1-1,True,no,False,True,8.411,2.67,-5.741,4,4.0,{23},[24],{12},[73],{73},[12]
018,rndgraph05-80_1-1-1,True,no,False,True,4.798,1.09,-3.708,4,4.0,{38},[38],{14},[14],{2},[2]
019,rndgraph05-80_1-1-1,False,no,False,True,6.11,0.59,-5.5200000000000005,6,5.999999999999974,{11},[65],{23},[3],{14},[11]
020,rndgraph05-80_1-1-1,True,no,False,True,4.506,0.69,-3.8160000000000003,7,7.0,{60},[60],{1},[22],{24},[24]
