,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-80_1-1-1,True,no,False,True,5.976,2.05,-3.926,6,6.0,{29},[48],{21},[16],{16},[21]
002,rndgraph05-80_1-1-1,True,no,False,True,5.227,1.17,-4.057,8,8.0,{25},[9],{1},[78],{70},[58]
003,rndgraph05-80_1-1-1,False,no,False,True,17.93,0.67,-17.259999999999998,6,6.999999999999999,{18},[18],{32},[32],{31},[31]
004,rndgraph05-80_1-1-1,True,no,False,True,14.6,4.76,-9.84,6,6.0,{13},[10],{37},[29],{30},[42]
005,rndgraph05-80_1-1-1,True,no,False,True,2.361,0.91,-1.451,7,7.0,{56},[57],{1},[43],{57},[56]
006,rndgraph05-80_1-1-1,True,no,False,True,5.461,2.06,-3.4010000000000002,5,5.0,{48},[36],{19},[68],{68},[19]
007,rndgraph05-80_1-1-1,True,no,False,True,2.145,0.8,-1.345,8,8.0,{56},[64],{2},[5],{1},[33]
008,rndgraph05-80_1-1-1,True,no,False,True,2.118,0.87,-1.2479999999999998,6,6.0,{24},[24],{80},[20],{41},[41]
009,rndgraph05-80_1-1-1,True,no,False,True,12.761,4.64,-8.120999999999999,6,6.0,{20},[20],{40},[79],{79},[40]
010,rndgraph05-80_1-1-1,True,no,False,True,6.292,2.15,-4.1419999999999995,8,8.0,{11},[11],{42},[42],{54},[54]
011,rndgraph05-80_1-1-1,True,no,False,True,2.373,0.61,-1.7630000000000003,8,8.0,{48},[48],{2},[5],{54},[36]
012,rndgraph05-80_1-1-1,True,no,False,True,3.493,0.82,-2.673,8,8.0,{5},[3],{1},[17],{22},[21]
013,rndgraph05-80_1-1-1,True,no,False,True,7.881,2.1,-5.781000000000001,7,7.0,{37},[37],{32},[32],{53},[53]
014,rndgraph05-80_1-1-1,True,no,False,True,3.073,0.71,-2.363,5,5.0,{53},[16],{1},[69],{43},[7]
015,rndgraph05-80_1-1-1,True,no,False,True,8.797,0.6,-8.197000000000001,7,7.0,{48},[48],{1},[9],{3},[3]
016,rndgraph05-80_1-1-1,True,no,False,True,3.1,1.56,-1.54,6,6.0,{51},[51],{33},[33],{41},[41]
017,rndgraph05-80_1-1-1,True,no,False,True,8.411,2.63,-5.781,4,4.0,{23},[24],{12},[73],{73},[12]
018,rndgraph05-80_1-1-1,True,no,False,True,4.798,1.12,-3.678,4,4.0,{38},[38],{14},[14],{2},[2]
019,rndgraph05-80_1-1-1,False,no,False,True,6.11,0.57,-5.54,6,5.999999999999974,{11},[65],{23},[3],{14},[11]
020,rndgraph05-80_1-1-1,True,no,False,True,4.506,0.72,-3.7860000000000005,7,7.0,{60},[60],{1},[22],{24},[24]
