,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-60_1-3-3,False,False,True,True,66.683,19.01,-47.673,15.0,15.0,"[24, 37, 57]","{24, 57, 37}","[2, 23, 58]","{1, 55, 49}",[20],{20}
002,rndgraph05-60_1-3-3,False,False,False,False,351.528,447.31,95.78199999999998,12.0,11.999999999999998,"[40, 51, 58]","{40, 18, 51}","[1, 17, 52]","{32, 58, 52}",[30],{1}
003,rndgraph05-60_1-3-3,False,False,True,True,722.306,41.72,-680.586,14.0,14.0,"[1, 12, 22]","{33, 12, 22}","[23, 49, 60]","{2, 26, 42}",[44],{49}
004,rndgraph05-60_1-3-3,False,False,True,True,69.701,6.32,-63.38099999999999,14.0,14.0,"[10, 24, 55]","{43, 3, 53}","[3, 50, 53]","{33, 45, 22}",[2],{2}
005,rndgraph05-60_1-3-3,False,False,True,True,433.701,117.24,-316.461,12.0,12.0,"[9, 22, 41]","{50, 19, 53}","[18, 44, 56]","{34, 37, 7}",[8],{56}
006,rndgraph05-60_1-3-3,False,False,True,True,343.684,27.92,-315.764,13.0,13.0,"[7, 41, 54]","{8, 41, 44}","[29, 32, 44]","{24, 3, 29}",[60],{60}
007,rndgraph05-60_1-3-3,False,False,True,True,146.622,33.88,-112.74200000000002,11.0,11.0,"[16, 37, 58]","{16, 58, 37}","[6, 18, 30]","{8, 46, 55}",[13],{13}
008,rndgraph05-60_1-3-3,,False,,,,,,,,,,,,,
009,rndgraph05-60_1-3-3,False,False,True,True,100.98,17.25,-83.73,12.0,12.0,"[8, 24, 38]","{8, 53, 13}","[9, 37, 60]","{9, 58, 60}",[40],{40}
010,rndgraph05-60_1-3-3,False,False,True,True,217.584,32.7,-184.88400000000001,13.0,13.0,"[38, 46, 59]","{59, 52, 55}","[28, 45, 49]","{49, 34, 28}",[42],{42}
011,rndgraph05-60_1-3-3,False,False,True,True,497.11,392.4,-104.71000000000004,13.0,13.0,"[35, 36, 37]","{56, 36, 7}","[31, 51, 60]","{35, 37, 31}",[46],{46}
012,rndgraph05-60_1-3-3,,False,,,,,,,,,,,,,
013,rndgraph05-60_1-3-3,False,False,True,True,1929.151,1692.13,-237.02099999999996,11.0,11.0,"[13, 16, 19]","{54, 36, 38}","[38, 40, 50]","{24, 26, 20}",[54],{16}
014,rndgraph05-60_1-3-3,False,False,True,True,133.265,17.64,-115.62499999999999,12.0,12.0,"[15, 33, 38]","{33, 42, 54}","[31, 37, 55]","{56, 1, 22}",[58],{37}
015,rndgraph05-60_1-3-3,False,False,False,True,80.868,4.78,-76.088,12.0,12.999999999999998,"[2, 54, 57]","{60, 13, 6}","[1, 19, 26]","{17, 19, 53}",[22],{26}
016,rndgraph05-60_1-3-3,False,False,True,True,230.885,139.67,-91.215,15.0,15.0,"[12, 21, 39]","{8, 42, 48}","[24, 33, 34]","{16, 59, 20}",[51],{55}
017,rndgraph05-60_1-3-3,False,False,True,True,430.416,213.62,-216.796,10.0,10.0,"[7, 9, 35]","{26, 42, 52}","[25, 27, 52]","{27, 21, 55}",[48],{48}
018,rndgraph05-60_1-3-3,False,False,True,True,27.87,6.29,-21.580000000000002,13.0,13.0,"[4, 28, 60]","{17, 19, 23}","[16, 37, 48]","{41, 37, 31}",[3],{3}
019,rndgraph05-60_1-3-3,False,False,True,True,223.685,150.11,-73.57499999999999,13.0,13.0,"[17, 25, 40]","{51, 35, 5}","[21, 35, 57]","{1, 2, 18}",[51],{17}
020,rndgraph05-60_1-3-3,False,False,True,False,252.034,618.52,366.486,12.0,12.0,"[20, 24, 29]","{24, 33, 20}","[18, 23, 50]","{43, 18, 3}",[30],{30}
