,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-20_2-2-2,False,False,True,True,3.561,1.11,-2.4509999999999996,17,17.0,"[10, 17]","{8, 4}","[4, 6]","{16, 12}","[11, 12]","{10, 11}"
002,rndgraph05-20_2-2-2,False,False,True,True,3.947,1.08,-2.867,18,18.0,[],{10},"[2, 7]","{1, 2}","[11, 14]","{11, 5}"
003,rndgraph05-20_2-2-2,False,False,True,True,3.492,1.27,-2.222,17,17.0,"[6, 12]","{1, 14}","[11, 14]","{6, 7}","[1, 13]","{18, 13}"
004,rndgraph05-20_2-2-2,False,False,True,True,2.501,1.13,-1.371,18,18.0,[],"{3, 5}","[2, 11]","{1, 2}","[9, 12]","{9, 12}"
005,rndgraph05-20_2-2-2,False,False,True,True,3.725,1.53,-2.1950000000000003,17,17.0,"[2, 8]","{2, 3}","[6, 19]","{17, 19}","[4, 17]","{4, 6}"
006,rndgraph05-20_2-2-2,False,False,True,True,3.519,2.39,-1.129,17,17.0,"[2, 17]","{10, 5}","[5, 7]","{2, 15}","[3, 10]","{3, 7}"
007,rndgraph05-20_2-2-2,False,False,True,True,3.311,0.87,-2.441,18,18.0,[],{14},"[3, 7]","{2, 3}","[1, 4]","{1, 4}"
008,rndgraph05-20_2-2-2,False,False,True,True,3.532,1.04,-2.492,17,17.0,"[5, 9]","{9, 5}","[4, 7]","{4, 7}","[1, 17]","{1, 17}"
009,rndgraph05-20_2-2-2,False,False,True,True,3.783,0.81,-2.973,18,18.0,[],set(),"[6, 13]","{1, 3}","[2, 8]","{8, 2}"
010,rndgraph05-20_2-2-2,False,False,True,True,3.415,0.82,-2.595,18,18.0,[],{7},"[2, 12]","{2, 3}","[1, 15]","{1, 15}"
011,rndgraph05-20_2-2-2,False,False,True,True,4.051,0.94,-3.111,17,17.0,"[3, 8]","{10, 7}","[16, 17]","{9, 18}","[15, 18]","{17, 15}"
012,rndgraph05-20_2-2-2,False,False,True,True,3.484,1.07,-2.4139999999999997,18,18.0,[],{16},"[2, 12]","{2, 3}","[1, 18]","{1, 18}"
013,rndgraph05-20_2-2-2,False,False,True,True,4.236,3.05,-1.186,16,16.0,"[5, 11]","{4, 6}","[1, 8]","{10, 13}","[10, 13]","{12, 20}"
014,rndgraph05-20_2-2-2,False,False,True,True,3.731,0.92,-2.811,18,18.0,[],{17},"[2, 12]","{1, 2}","[6, 8]","{8, 6}"
015,rndgraph05-20_2-2-2,False,False,True,True,3.195,1.01,-2.1849999999999996,18,18.0,[],"{16, 9}","[11, 12]","{1, 3}","[9, 19]","{2, 19}"
016,rndgraph05-20_2-2-2,False,False,True,True,3.905,1.25,-2.655,17,17.0,"[1, 2]","{1, 2}","[13, 18]","{18, 11}","[5, 16]","{5, 6}"
017,rndgraph05-20_2-2-2,False,False,True,True,3.445,0.82,-2.625,18,18.0,[],"{19, 11}","[2, 3]","{3, 4}","[1, 19]","{1, 2}"
018,rndgraph05-20_2-2-2,False,False,True,True,3.41,0.97,-2.4400000000000004,18,18.0,[],set(),"[1, 2]","{1, 2}","[3, 6]","{3, 6}"
019,rndgraph05-20_2-2-2,False,False,True,True,3.513,0.84,-2.673,18,18.0,[],{19},"[2, 10]","{1, 2}","[15, 20]","{20, 15}"
020,rndgraph05-20_2-2-2,False,False,True,True,3.268,0.84,-2.428,18,18.0,[],set(),"[1, 2]","{1, 2}","[6, 10]","{10, 5}"
