,graph name,og fail,v2 time,v2 obj,v2 X,v2 Y,sols match,v2 faster,og time,time diff,og obj,og X,og Y,og Z,v2 Z
001,rndgraph05-80_1-1-1,False,1.91,6.0,{29},{21},True,True,5.976,-4.066,6,[48],[16],[21],{16}
002,rndgraph05-80_1-1-1,False,1.15,8.0,{25},{1},True,True,5.227,-4.077,8,[9],[78],[58],{70}
003,rndgraph05-80_1-1-1,False,0.67,6.999999999999999,{18},{32},False,True,17.93,-17.259999999999998,6,[18],[32],[31],{31}
004,rndgraph05-80_1-1-1,False,5.39,6.0,{13},{37},True,True,14.6,-9.21,6,[10],[29],[42],{30}
005,rndgraph05-80_1-1-1,False,0.93,7.0,{56},{1},True,True,2.361,-1.431,7,[57],[43],[56],{57}
006,rndgraph05-80_1-1-1,False,2.01,5.0,{48},{19},True,True,5.461,-3.4510000000000005,5,[36],[68],[19],{68}
007,rndgraph05-80_1-1-1,False,0.8,8.0,{56},{2},True,True,2.145,-1.345,8,[64],[5],[33],{1}
008,rndgraph05-80_1-1-1,False,1.0,6.0,{24},{80},True,True,2.118,-1.1179999999999999,6,[24],[20],[41],{41}
009,rndgraph05-80_1-1-1,False,4.95,6.0,{20},{40},True,True,12.761,-7.810999999999999,6,[20],[79],[40],{79}
010,rndgraph05-80_1-1-1,False,2.53,8.0,{11},{42},True,True,6.292,-3.762,8,[11],[42],[54],{54}
011,rndgraph05-80_1-1-1,False,0.82,8.0,{48},{2},True,True,2.373,-1.5530000000000004,8,[48],[5],[36],{54}
012,rndgraph05-80_1-1-1,False,0.91,8.0,{5},{1},True,True,3.493,-2.5829999999999997,8,[3],[17],[21],{22}
013,rndgraph05-80_1-1-1,False,2.39,7.0,{37},{32},True,True,7.881,-5.491,7,[37],[32],[53],{53}
014,rndgraph05-80_1-1-1,False,0.72,5.0,{53},{1},True,True,3.073,-2.3529999999999998,5,[16],[69],[7],{43}
015,rndgraph05-80_1-1-1,False,0.64,7.0,{48},{1},True,True,8.797,-8.157,7,[48],[9],[3],{3}
016,rndgraph05-80_1-1-1,False,1.64,6.0,{51},{33},True,True,3.1,-1.4600000000000002,6,[51],[33],[41],{41}
017,rndgraph05-80_1-1-1,False,2.81,4.0,{23},{12},True,True,8.411,-5.600999999999999,4,[24],[73],[12],{73}
018,rndgraph05-80_1-1-1,False,1.26,4.0,{38},{14},True,True,4.798,-3.5380000000000003,4,[38],[14],[2],{2}
019,rndgraph05-80_1-1-1,False,0.62,5.999999999999974,{11},{23},False,True,6.11,-5.49,6,[65],[3],[11],{14}
020,rndgraph05-80_1-1-1,False,0.8,7.0,{60},{1},True,True,4.506,-3.7060000000000004,7,[60],[22],[24],{24}
