,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-80_1-1-1,False,False,True,True,5.976,1.92,-4.056,6,6.0,[48],{29},[16],{21},[21],{16}
002,rndgraph05-80_1-1-1,False,False,True,True,5.227,1.14,-4.087000000000001,8,8.0,[9],{25},[78],{1},[58],{70}
003,rndgraph05-80_1-1-1,False,False,False,True,17.93,0.65,-17.28,6,6.999999999999999,[18],{18},[32],{32},[31],{31}
004,rndgraph05-80_1-1-1,False,False,True,True,14.6,4.35,-10.25,6,6.0,[10],{13},[29],{37},[42],{30}
005,rndgraph05-80_1-1-1,False,False,True,True,2.361,0.83,-1.5310000000000001,7,7.0,[57],{56},[43],{1},[56],{57}
006,rndgraph05-80_1-1-1,False,False,True,True,5.461,1.84,-3.6210000000000004,5,5.0,[36],{48},[68],{19},[19],{68}
007,rndgraph05-80_1-1-1,False,False,True,True,2.145,0.76,-1.385,8,8.0,[64],{56},[5],{2},[33],{1}
008,rndgraph05-80_1-1-1,False,False,True,True,2.118,0.84,-1.278,6,6.0,[24],{24},[20],{80},[41],{41}
009,rndgraph05-80_1-1-1,False,False,True,True,12.761,4.42,-8.341,6,6.0,[20],{20},[79],{40},[40],{79}
010,rndgraph05-80_1-1-1,False,False,True,True,6.292,2.09,-4.202,8,8.0,[11],{11},[42],{42},[54],{54}
011,rndgraph05-80_1-1-1,False,False,True,True,2.373,0.59,-1.7830000000000004,8,8.0,[48],{48},[5],{2},[36],{54}
012,rndgraph05-80_1-1-1,False,False,True,True,3.493,0.8,-2.6929999999999996,8,8.0,[3],{5},[17],{1},[21],{22}
013,rndgraph05-80_1-1-1,False,False,True,True,7.881,1.99,-5.891,7,7.0,[37],{37},[32],{32},[53],{53}
014,rndgraph05-80_1-1-1,False,False,True,True,3.073,0.68,-2.393,5,5.0,[16],{53},[69],{1},[7],{43}
015,rndgraph05-80_1-1-1,False,False,True,True,8.797,0.57,-8.227,7,7.0,[48],{48},[9],{1},[3],{3}
016,rndgraph05-80_1-1-1,False,False,True,True,3.1,1.48,-1.62,6,6.0,[51],{51},[33],{33},[41],{41}
017,rndgraph05-80_1-1-1,False,False,True,True,8.411,2.54,-5.8709999999999996,4,4.0,[24],{23},[73],{12},[12],{73}
018,rndgraph05-80_1-1-1,False,False,True,True,4.798,1.05,-3.748,4,4.0,[38],{38},[14],{14},[2],{2}
019,rndgraph05-80_1-1-1,False,False,False,True,6.11,0.56,-5.550000000000001,6,5.999999999999974,[65],{11},[3],{23},[11],{14}
020,rndgraph05-80_1-1-1,False,False,True,True,4.506,0.72,-3.7860000000000005,7,7.0,[60],{60},[22],{1},[24],{24}
