,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-40_1-3-3,False,False,True,True,1926.82,217.48,-1709.34,22,22.0,"[9, 19, 38]","{34, 35, 36}","[27, 30, 34]","{8, 27, 30}",[37],{37}
002,rndgraph05-40_1-3-3,False,False,True,True,643.32,137.57,-505.75000000000006,21,21.0,"[8, 25, 30]","{39, 29, 15}","[10, 16, 29]","{8, 1, 35}",[1],{25}
003,rndgraph05-40_1-3-3,False,False,True,True,2410.428,256.85,-2153.578,24,24.0,"[1, 26, 27]","{1, 28, 37}","[20, 29, 36]","{10, 19, 34}",[15],{15}
004,rndgraph05-40_1-3-3,False,False,True,True,587.78,100.04,-487.73999999999995,21,21.0,"[16, 28, 33]","{16, 33, 28}","[14, 24, 32]","{32, 1, 22}",[11],{11}
005,rndgraph05-40_1-3-3,False,False,True,True,501.027,75.97,-425.057,21,21.0,"[5, 12, 33]","{33, 12, 5}","[6, 8, 16]","{8, 40, 39}",[18],{18}
006,rndgraph05-40_1-3-3,False,False,True,True,872.141,132.99,-739.151,22,22.0,"[4, 19, 24]","{2, 4, 12}","[1, 12, 16]","{16, 24, 5}",[10],{10}
007,rndgraph05-40_1-3-3,False,False,True,True,2970.978,200.64,-2770.338,21,21.0,"[5, 6, 25]","{25, 5, 6}","[18, 26, 28]","{18, 26, 28}",[15],{15}
008,rndgraph05-40_1-3-3,False,False,True,True,282.773,76.55,-206.223,21,21.0,"[16, 23, 36]","{16, 36, 23}","[18, 20, 32]","{18, 20, 13}",[30],{30}
009,rndgraph05-40_1-3-3,False,False,True,True,1057.944,107.05,-950.894,21,21.0,"[7, 26, 30]","{24, 21, 30}","[3, 31, 36]","{3, 36, 31}",[4],{4}
010,rndgraph05-40_1-3-3,False,False,True,True,390.639,144.35,-246.28900000000002,21,21.0,"[30, 37, 40]","{24, 1, 32}","[1, 8, 24]","{40, 11, 22}",[32],{10}
011,rndgraph05-40_1-3-3,False,False,True,True,1617.837,226.26,-1391.577,23,23.0,"[8, 17, 35]","{8, 17, 32}","[6, 18, 19]","{18, 19, 23}",[22],{22}
012,rndgraph05-40_1-3-3,False,False,True,True,849.414,153.97,-695.444,21,21.0,"[6, 12, 37]","{12, 13, 6}","[1, 9, 24]","{1, 9, 17}",[11],{11}
013,rndgraph05-40_1-3-3,False,False,True,True,605.605,56.64,-548.965,20,20.0,"[3, 36, 39]","{24, 34, 36}","[4, 15, 37]","{17, 5, 15}",[11],{11}
014,rndgraph05-40_1-3-3,False,False,True,True,295.034,128.69,-166.344,20,20.0,"[10, 18, 40]","{10, 5, 38}","[12, 14, 22]","{24, 12, 29}",[21],{14}
015,rndgraph05-40_1-3-3,False,False,True,True,346.8,122.22,-224.58,18,18.0,"[1, 24, 35]","{16, 19, 13}","[13, 14, 17]","{1, 14, 17}",[6],{39}
016,rndgraph05-40_1-3-3,False,False,True,True,536.956,51.8,-485.156,19,19.0,"[11, 19, 21]","{8, 1, 40}","[6, 20, 36]","{12, 28, 7}",[13],{36}
017,rndgraph05-40_1-3-3,False,False,True,True,784.152,206.77,-577.3820000000001,21,21.0,"[9, 16, 31]","{16, 20, 30}","[30, 35, 38]","{35, 11, 38}",[18],{18}
018,rndgraph05-40_1-3-3,False,False,True,True,727.625,150.48,-577.145,21,21.0,"[1, 8, 30]","{9, 11, 23}","[12, 21, 36]","{33, 36, 21}",[6],{6}
019,rndgraph05-40_1-3-3,False,False,True,True,739.231,97.53,-641.701,21,21.0,"[29, 33, 36]","{27, 28, 36}","[14, 27, 31]","{24, 14, 31}",[12],{12}
020,rndgraph05-40_1-3-3,False,False,True,True,1472.283,269.79,-1202.493,22,22.0,"[17, 33, 38]","{10, 26, 31}","[24, 31, 39]","{17, 18, 23}",[23],{39}
