,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph12-40_1-1-1,True,no,False,False,0.411,0.46,0.049000000000000044,3,3.0,{12},[4],{1},[24],{21},[21]
002,rndgraph12-40_1-1-1,True,no,False,True,8.56,4.49,-4.07,3,3.0,{16},[16],{19},[19],{21},[21]
003,rndgraph12-40_1-1-1,True,no,False,True,0.506,0.48,-0.026000000000000023,3,3.0,{8},[34],{1},[32],{27},[36]
004,rndgraph12-40_1-1-1,True,no,False,True,2.985,1.2,-1.785,3,3.0,{1},[24],{31},[16],{16},[31]
005,rndgraph12-40_1-1-1,True,no,False,True,0.958,0.58,-0.378,3,3.0,{6},[13],{1},[11],{3},[3]
006,rndgraph12-40_1-1-1,True,no,False,True,1.371,0.67,-0.701,3,3.0,{5},[5],{31},[31],{2},[2]
007,rndgraph12-40_1-1-1,True,no,False,True,1.156,0.36,-0.7959999999999999,5,5.0,{16},[16],{2},[2],{39},[39]
008,rndgraph12-40_1-1-1,True,no,False,False,1.289,2.69,1.401,4,4.0,{35},[35],{11},[11],{34},[34]
009,rndgraph12-40_1-1-1,True,no,False,True,0.894,0.61,-0.28400000000000003,3,3.0,{3},[38],{1},[18],{11},[30]
010,rndgraph12-40_1-1-1,True,no,False,True,1.4,1.1,-0.2999999999999998,4,4.0,{14},[14],{11},[11],{36},[36]
011,rndgraph12-40_1-1-1,True,no,False,False,0.719,0.99,0.271,3,3.0,{30},[30],{19},[19],{39},[39]
012,rndgraph12-40_1-1-1,True,no,False,True,1.292,0.84,-0.45200000000000007,4,4.0,{38},[38],{36},[36],{16},[16]
013,rndgraph12-40_1-1-1,True,no,False,False,3.457,3.67,0.21300000000000008,3,3.0,{15},[11],{31},[28],{11},[36]
014,rndgraph12-40_1-1-1,True,no,False,True,1.364,0.59,-0.7740000000000001,5,5.0,{14},[5],{27},[2],{2},[27]
015,rndgraph12-40_1-1-1,True,no,False,True,1.421,0.87,-0.551,3,3.0,{30},[19],{37},[5],{5},[37]
016,rndgraph12-40_1-1-1,True,no,False,True,1.003,0.79,-0.21299999999999986,4,4.0,{2},[32],{1},[7],{32},[4]
017,rndgraph12-40_1-1-1,True,no,False,False,0.45,0.51,0.06,3,3.0,{22},[24],{1},[8],{24},[15]
018,rndgraph12-40_1-1-1,True,no,False,False,0.432,0.55,0.11800000000000005,3,3.0,{6},[20],{1},[6],{29},[25]
019,rndgraph12-40_1-1-1,True,no,False,True,0.755,0.49,-0.265,5,5.0,{20},[1],{1},[26],{30},[30]
020,rndgraph12-40_1-1-1,True,no,False,True,11.216,7.3,-3.9159999999999995,2,2.0,{18},[7],{22},[28],{14},[13]
