,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph07-40_2-2-2,False,False,True,True,8.988,3.23,-5.757999999999999,15,15.0,"[26, 32]","{26, 22}","[18, 31]","{8, 12}","[12, 16]","{16, 31}"
002,rndgraph07-40_2-2-2,False,False,True,True,76.862,12.16,-64.702,13,13.0,"[14, 39]","{19, 37}","[20, 21]","{24, 21}","[25, 33]","{25, 33}"
003,rndgraph07-40_2-2-2,False,False,True,True,25.024,7.56,-17.464000000000002,14,14.0,"[5, 37]","{37, 5}","[18, 20]","{18, 20}","[26, 36]","{26, 36}"
004,rndgraph07-40_2-2-2,False,False,True,True,27.914,6.21,-21.704,16,16.0,"[7, 10]","{34, 37}","[12, 23]","{28, 6}","[1, 18]","{1, 18}"
005,rndgraph07-40_2-2-2,False,False,True,True,18.468,11.84,-6.628,14,14.0,"[11, 22]","{11, 22}","[2, 4]","{2, 21}","[1, 19]","{1, 19}"
006,rndgraph07-40_2-2-2,False,False,True,True,11.894,11.83,-0.06400000000000006,18,18.0,"[26, 35]","{24, 35}","[10, 24]","{32, 14}","[25, 30]","{25, 30}"
007,rndgraph07-40_2-2-2,False,False,False,False,16.373,18.35,1.9770000000000003,12,12.000000000000007,"[11, 35]","{1, 10}","[1, 6]","{17, 39}","[3, 23]","{3, 23}"
008,rndgraph07-40_2-2-2,False,False,True,False,6.139,7.95,1.811,15,15.0,"[7, 13]","{13, 7}","[29, 35]","{35, 15}","[5, 23]","{5, 23}"
009,rndgraph07-40_2-2-2,False,False,True,True,86.963,17.48,-69.48299999999999,13,13.0,"[19, 22]","{10, 26}","[10, 39]","{8, 24}","[6, 12]","{12, 6}"
010,rndgraph07-40_2-2-2,False,False,True,True,6.685,4.23,-2.454999999999999,17,17.0,"[1, 21]","{24, 21}","[15, 27]","{25, 27}","[2, 9]","{9, 2}"
011,rndgraph07-40_2-2-2,False,False,True,False,2.348,5.38,3.032,16,16.0,"[10, 26]","{28, 21}","[12, 28]","{33, 35}","[9, 37]","{9, 37}"
012,rndgraph07-40_2-2-2,False,False,True,True,99.852,22.55,-77.302,13,13.0,"[10, 23]","{29, 31}","[26, 36]","{33, 35}","[1, 14]","{34, 14}"
013,rndgraph07-40_2-2-2,False,False,True,False,5.16,6.25,1.0899999999999999,17,17.0,"[1, 20]","{1, 20}","[16, 33]","{16, 33}","[36, 40]","{40, 36}"
014,rndgraph07-40_2-2-2,False,False,True,True,61.353,12.02,-49.333,13,13.0,"[34, 40]","{20, 5}","[15, 20]","{26, 37}","[9, 14]","{40, 15}"
015,rndgraph07-40_2-2-2,False,False,True,True,19.802,9.0,-10.802,13,13.0,"[2, 6]","{26, 6}","[5, 32]","{19, 11}","[11, 38]","{28, 38}"
016,rndgraph07-40_2-2-2,False,False,True,False,6.159,11.6,5.441,14,14.0,"[5, 8]","{8, 11}","[10, 16]","{16, 6}","[2, 25]","{25, 2}"
017,rndgraph07-40_2-2-2,False,False,True,False,4.443,8.35,3.907,16,16.0,"[5, 11]","{40, 14}","[13, 28]","{1, 2}","[12, 32]","{35, 12}"
018,rndgraph07-40_2-2-2,False,False,True,True,6.347,2.52,-3.8270000000000004,15,15.0,"[14, 38]","{38, 14}","[30, 37]","{6, 30}","[2, 8]","{8, 2}"
019,rndgraph07-40_2-2-2,False,False,True,True,7.24,3.32,-3.9200000000000004,17,17.0,"[20, 32]","{32, 20}","[2, 39]","{2, 15}","[17, 29]","{17, 29}"
020,rndgraph07-40_2-2-2,False,False,True,True,58.21,3.93,-54.28,13,13.0,"[26, 32]","{32, 26}","[3, 9]","{1, 11}","[12, 38]","{12, 38}"
