,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph08-40_2-2-2_001,False,no,NO,True,False,14.819,3.988,10.831,14,13,"{20, 39}","[9, 20]","{28, 22}","[22, 39]","[5, 35]","[5, 35]"
002,rndgraph08-40_2-2-2_002,False,no,yes,False,True,4.747,6.269,-1.522,12,12,"{8, 17}","[7, 21]","{1, 3}","[2, 24]","[2, 30]","[14, 30]"
003,rndgraph08-40_2-2-2_003,False,no,NO,True,False,45.366,20.758,24.608,11,10,"{5, 14}","[36, 38]","{40, 1}","[5, 17]","[22, 26]","[22, 26]"
004,rndgraph08-40_2-2-2_004,False,no,NO,True,True,2.086,3.929,-1.843,14,12,"{40, 20}","[14, 18]","{13, 38}","[20, 33]","[7, 28]","[7, 28]"
005,rndgraph08-40_2-2-2_005,False,no,NO,True,True,35.088,56.376,-21.288,10,9,"{12, 31}","[12, 28]","{2, 3}","[17, 31]","[1, 36]","[1, 36]"
006,rndgraph08-40_2-2-2_006,False,no,NO,True,False,163.577,145.434,18.143,12,11,"{20, 39}","[30, 36]","{18, 11}","[11, 19]","[4, 12]","[4, 12]"
007,rndgraph08-40_2-2-2_007,False,no,NO,True,False,6.044,3.184,2.86,11,10,"{12, 20}","[12, 19]","{26, 19}","[26, 29]","[6, 11]","[6, 11]"
008,rndgraph08-40_2-2-2_008,False,no,NO,False,True,20.529,27.196,-6.667,10,9,"{24, 2}","[3, 12]","{32, 19}","[29, 38]","[30, 40]","[2, 30]"
009,rndgraph08-40_2-2-2_009,False,no,yes,False,False,27.328,21.185,6.143,11,11,"{35, 28}","[6, 13]","{34, 5}","[16, 28]","[13, 23]","[5, 23]"
010,rndgraph08-40_2-2-2_010,False,no,yes,False,False,2866.528,421.507,2445.021,9,9,"{11, 13}","[33, 38]","{17, 3}","[14, 37]","[20, 33]","[11, 20]"
011,rndgraph08-40_2-2-2_011,False,no,NO,False,True,13.124,13.738,-0.614,10,9,"{28, 23}","[19, 26]","{18, 4}","[28, 36]","[19, 33]","[3, 4]"
012,rndgraph08-40_2-2-2_012,False,no,NO,False,False,35.831,14.515,21.316,10,9,"{22, 7}","[22, 40]","{17, 31}","[7, 18]","[9, 10]","[10, 31]"
013,rndgraph08-40_2-2-2_013,False,no,NO,True,False,578.367,59.825,518.542,12,10,"{25, 12}","[11, 26]","{1, 31}","[22, 34]","[9, 37]","[9, 37]"
014,rndgraph08-40_2-2-2_014,False,no,NO,True,False,24.661,17.705,6.956,12,10,"{8, 18}","[2, 8]","{25, 29}","[18, 25]","[12, 21]","[12, 21]"
015,rndgraph08-40_2-2-2_015,False,no,yes,True,False,14.879,4.973,9.906,12,12,"{39, 23}","[33, 40]","{13, 30}","[6, 34]","[8, 35]","[8, 35]"
016,rndgraph08-40_2-2-2_016,False,no,NO,True,True,34.955,46.325,-11.37,11,10,"{17, 11}","[1, 11]","{4, 15}","[4, 18]","[20, 34]","[20, 34]"
017,rndgraph08-40_2-2-2_017,False,no,NO,False,False,56.013,7.351,48.662,11,9,"{18, 31}","[10, 23]","{34, 15}","[6, 16]","[6, 8]","[8, 31]"
018,rndgraph08-40_2-2-2_018,False,no,yes,True,False,13.728,6.063,7.665,11,11,"{29, 5}","[5, 29]","{18, 35}","[34, 35]","[19, 27]","[19, 27]"
019,rndgraph08-40_2-2-2_019,False,no,NO,False,False,238.163,121.735,116.428,10,9,"{22, 39}","[15, 23]","{25, 19}","[27, 29]","[15, 32]","[19, 32]"
020,rndgraph08-40_2-2-2_020,False,no,yes,True,False,18.278,17.91,0.368,11,11,"{17, 26}","[19, 31]","{8, 39}","[8, 29]","[5, 10]","[5, 10]"
