,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph09-40_1-1-1,True,no,False,True,2.013,0.94,-1.073,5,5.0,{1},[21],{8},[19],{21},[1]
002,rndgraph09-40_1-1-1,True,no,False,True,0.762,0.62,-0.14200000000000002,6,6.0,{39},[39],{20},[20],{29},[29]
003,rndgraph09-40_1-1-1,True,no,False,True,1.144,0.94,-0.20399999999999996,5,5.0,{30},[22],{39},[8],{40},[40]
004,rndgraph09-40_1-1-1,True,no,False,True,0.455,0.27,-0.185,6,6.0,{31},[16],{1},[23],{25},[25]
005,rndgraph09-40_1-1-1,True,no,False,True,0.354,0.28,-0.07399999999999995,4,4.0,{6},[6],{1},[5],{21},[21]
006,rndgraph09-40_1-1-1,True,no,False,True,0.401,0.19,-0.21100000000000002,5,5.0,{39},[39],{1},[7],{31},[6]
007,rndgraph09-40_1-1-1,True,no,False,False,0.416,0.47,0.05399999999999999,5,5.0,{3},[3],{40},[33],{16},[16]
008,rndgraph09-40_1-1-1,True,no,False,True,0.803,0.29,-0.5130000000000001,6,6.0,{37},[27],{1},[33],{3},[3]
009,rndgraph09-40_1-1-1,True,no,False,True,0.432,0.41,-0.02200000000000002,7,7.0,{3},[3],{40},[21],{13},[13]
010,rndgraph09-40_1-1-1,True,no,False,True,0.429,0.26,-0.16899999999999998,5,5.0,{25},[25],{1},[20],{3},[3]
011,rndgraph09-40_1-1-1,True,no,False,True,0.883,0.16,-0.723,5,5.0,{4},[39],{1},[1],{30},[36]
012,rndgraph09-40_1-1-1,True,no,False,True,0.433,0.29,-0.14300000000000002,6,6.0,{34},[7],{2},[2],{17},[17]
013,rndgraph09-40_1-1-1,True,no,False,True,0.357,0.3,-0.056999999999999995,7,7.0,{16},[16],{1},[34],{25},[25]
014,rndgraph09-40_1-1-1,True,no,False,True,0.779,0.23,-0.549,6,6.0,{31},[40],{1},[23],{33},[6]
015,rndgraph09-40_1-1-1,True,no,False,True,0.552,0.24,-0.31200000000000006,4,4.0,{38},[29],{1},[9],{29},[3]
016,rndgraph09-40_1-1-1,True,no,False,True,0.386,0.21,-0.17600000000000002,6,6.0,{39},[14],{1},[33],{14},[39]
017,rndgraph09-40_1-1-1,True,no,False,True,1.435,0.78,-0.655,5,5.0,{26},[26],{18},[18],{15},[15]
018,rndgraph09-40_1-1-1,True,no,False,True,1.304,0.65,-0.654,5,5.0,{19},[19],{5},[5],{35},[35]
019,rndgraph09-40_1-1-1,True,no,False,True,1.193,0.47,-0.7230000000000001,5,5.0,{15},[15],{10},[10],{40},[40]
020,rndgraph09-40_1-1-1,True,no,False,True,0.443,0.28,-0.16299999999999998,4,4.0,{27},[22],{2},[33],{1},[14]
