,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph08-40_3-1-3,True,no,False,False,4.517,7.15,2.633,25,25.0,"{24, 2, 15}","[2, 15, 24]",{33},[33],"{9, 13, 22}","[9, 13, 22]"
002,rndgraph08-40_3-1-3,True,no,False,False,1.819,3.26,1.4409999999999998,33,33.0,"{16, 32, 21}","[16, 21, 32]",{3},[3],"{38, 1, 30}","[1, 30, 38]"
003,rndgraph08-40_3-1-3,True,no,False,False,3.678,11.77,8.091999999999999,21,21.0,"{27, 3, 28}","[3, 17, 27]",{9},[9],"{17, 4, 38}","[4, 28, 38]"
004,rndgraph08-40_3-1-3,True,no,False,False,14.954,35.2,20.246000000000002,20,20.0,"{2, 27, 34}","[2, 27, 34]",{40},[40],"{29, 4, 28}","[4, 28, 29]"
005,rndgraph08-40_3-1-3,True,no,False,True,25.363,13.66,-11.703,25,25.0,"{37, 38, 7}","[7, 33, 36]",{8},[20],"{33, 18, 36}","[18, 37, 38]"
006,rndgraph08-40_3-1-3,True,no,False,False,9.586,13.11,3.523999999999999,30,30.0,"{40, 25, 13}","[13, 25, 40]",{6},[6],"{1, 26, 14}","[1, 14, 26]"
007,rndgraph08-40_3-1-3,False,no,False,False,5.339,21.99,16.650999999999996,21,20.999999999999996,"{16, 10, 5}","[5, 10, 16]",{1},[17],"{34, 19, 38}","[19, 34, 38]"
008,rndgraph08-40_3-1-3,True,no,False,True,3.68,3.15,-0.5300000000000002,26,26.0,"{10, 34, 14}","[10, 14, 34]",{17},[17],"{25, 3, 33}","[3, 25, 33]"
009,rndgraph08-40_3-1-3,True,no,False,False,2.792,13.74,10.948,26,26.0,"{33, 12, 28}","[6, 18, 28]",{17},[21],"{21, 38, 39}","[12, 33, 38]"
010,rndgraph08-40_3-1-3,True,no,False,False,9.747,20.29,10.543,21,21.0,"{17, 26, 5}","[18, 21, 26]",{2},[14],"{18, 21, 22}","[5, 17, 22]"
011,rndgraph08-40_3-1-3,True,no,False,False,1.353,1.44,0.08699999999999997,33,33.0,"{40, 2, 6}","[2, 6, 40]",{39},[39],"{8, 3, 20}","[3, 8, 20]"
012,rndgraph08-40_3-1-3,True,no,False,True,2.728,2.66,-0.06800000000000006,24,24.0,"{17, 29, 7}","[7, 17, 29]",{23},[23],"{2, 18, 34}","[2, 18, 34]"
013,rndgraph08-40_3-1-3,True,no,False,False,3.198,4.66,1.4620000000000002,30,30.0,"{29, 27, 13}","[13, 27, 29]",{38},[38],"{33, 3, 7}","[3, 7, 33]"
014,rndgraph08-40_3-1-3,True,no,False,False,2.005,2.53,0.5249999999999999,34,34.0,"{3, 20, 28}","[4, 22, 27]",{22},[3],"{24, 2, 30}","[9, 13, 24]"
015,rndgraph08-40_3-1-3,True,no,False,False,1.409,7.09,5.681,26,26.0,"{9, 38, 7}","[7, 9, 38]",{27},[27],"{11, 29, 6}","[6, 11, 29]"
016,rndgraph08-40_3-1-3,True,no,False,False,1.064,1.21,0.1459999999999999,29,29.0,"{40, 26, 28}","[26, 28, 40]",{11},[11],"{24, 3, 4}","[3, 4, 24]"
017,rndgraph08-40_3-1-3,True,no,False,False,1.002,7.65,6.648000000000001,25,25.0,"{1, 22, 39}","[10, 24, 39]",{32},[12],"{25, 27, 23}","[23, 25, 27]"
018,rndgraph08-40_3-1-3,True,no,False,False,1.029,3.47,2.4410000000000003,28,28.0,"{11, 40, 3}","[3, 11, 40]",{2},[2],"{24, 28, 30}","[24, 28, 30]"
019,rndgraph08-40_3-1-3,True,no,False,False,9.745,34.41,24.665,21,21.0,"{33, 10, 3}","[9, 14, 31]",{32},[37],"{37, 22, 39}","[10, 16, 39]"
020,rndgraph08-40_3-1-3,True,no,False,False,54.29,215.25,160.96,20,20.0,"{32, 9, 4}","[9, 15, 32]",{24},[16],"{16, 35, 21}","[21, 24, 35]"
