,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph15-40_3-1-3,True,no,False,False,4.456,1530.61,1526.154,9,9.0,"{32, 9, 5}","[18, 22, 29]",{1},[7],"{16, 14, 15}","[14, 15, 16]"
002,rndgraph15-40_3-1-3,True,no,False,False,1.395,3.84,2.445,9,9.0,"{17, 15, 7}","[11, 17, 22]",{1},[3],"{9, 3, 13}","[9, 13, 18]"
003,rndgraph15-40_3-1-3,True,no,False,False,26.063,93.43,67.367,10,10.0,"{20, 29, 23}","[4, 19, 35]",{40},[38],"{17, 6, 39}","[6, 17, 39]"
004,rndgraph15-40_3-1-3,True,no,False,False,2.115,35.08,32.964999999999996,10,10.0,"{19, 39, 7}","[1, 10, 15]",{1},[27],"{10, 18, 12}","[7, 18, 19]"
005,rndgraph15-40_3-1-3,True,no,False,False,41.734,75.87,34.136,9,9.0,"{9, 14, 30}","[8, 9, 14]",{31},[31],"{10, 4, 13}","[4, 10, 13]"
006,rndgraph15-40_3-1-3,True,no,False,False,2.076,35.66,33.583999999999996,10,10.0,"{31, 29, 7}","[8, 21, 40]",{1},[9],"{2, 11, 20}","[2, 11, 20]"
007,rndgraph15-40_3-1-3,True,no,False,False,8.463,21.6,13.137000000000002,9,9.0,"{33, 34, 38}","[8, 14, 24]",{1},[23],"{8, 32, 14}","[32, 33, 34]"
008,rndgraph15-40_3-1-3,True,no,False,False,12.814,13680.29,13667.476,10,10.0,"{34, 5, 22}","[5, 22, 34]",{1},[1],"{24, 33, 32}","[24, 32, 33]"
009,rndgraph15-40_3-1-3,True,no,False,True,51.557,11.77,-39.787000000000006,9,9.0,"{32, 17, 28}","[15, 32, 40]",{1},[1],"{19, 3, 4}","[4, 8, 21]"
010,rndgraph15-40_3-1-3,True,no,False,False,49.067,63.9,14.832999999999998,9,9.0,"{16, 25, 26}","[1, 7, 8]",{40},[22],"{11, 14, 30}","[2, 5, 16]"
011,rndgraph15-40_3-1-3,True,no,False,False,17.265,28.19,10.925,9,9.0,"{2, 35, 28}","[4, 20, 32]",{1},[11],"{40, 33, 7}","[3, 23, 35]"
012,rndgraph15-40_3-1-3,True,no,False,False,49.59,3027.84,2978.25,8,8.0,"{32, 3, 7}","[3, 15, 32]",{1},[1],"{24, 40, 13}","[7, 13, 24]"
013,rndgraph15-40_3-1-3,True,no,False,False,106.373,9490.68,9384.307,8,8.0,"{1, 3, 5}","[1, 4, 32]",{38},[16],"{16, 28, 23}","[23, 29, 38]"
014,rndgraph15-40_3-1-3,False,no,False,False,2.938,5.04,2.102,10,9.999999999999996,"{32, 33, 36}","[3, 33, 36]",{1},[9],"{27, 3, 14}","[14, 27, 32]"
015,rndgraph15-40_3-1-3,True,no,False,False,5.803,8.94,3.1369999999999996,11,11.0,"{3, 29, 22}","[4, 20, 23]",{1},[18],"{10, 21, 6}","[6, 10, 21]"
016,rndgraph15-40_3-1-3,True,no,False,False,2.179,11.87,9.690999999999999,10,10.0,"{8, 28, 36}","[17, 18, 21]",{1},[38],"{24, 21, 39}","[3, 28, 39]"
017,rndgraph15-40_3-1-3,True,no,False,False,1.673,5.73,4.057,10,10.0,"{16, 24, 39}","[8, 24, 39]",{1},[5],"{17, 38, 23}","[17, 23, 38]"
018,rndgraph15-40_3-1-3,True,no,False,True,84.458,13.81,-70.648,10,10.0,"{8, 17, 28}","[12, 32, 40]",{32},[17],"{9, 2, 34}","[2, 9, 34]"
019,rndgraph15-40_3-1-3,True,no,False,False,62.547,285.61,223.06300000000002,8,8.0,"{8, 24, 31}","[3, 6, 14]",{1},[32],"{4, 20, 7}","[28, 34, 38]"
020,rndgraph15-40_3-1-3,True,no,False,False,9.287,153.57,144.283,9,9.0,"{30, 22, 23}","[16, 24, 34]",{1},[33],"{18, 5, 14}","[2, 14, 26]"
