,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph13-40_1-1-1_001,False,no,yes,True,True,0.425,0.862,-0.437,3,3,{7},[3],{1},[40],[28],[28]
002,rndgraph13-40_1-1-1_002,False,no,yes,True,True,0.968,1.716,-0.748,3,3,{8},[8],{23},[23],[27],[27]
003,rndgraph13-40_1-1-1_003,False,no,yes,True,True,0.539,0.874,-0.335,3,3,{11},[2],{40},[14],[25],[25]
004,rndgraph13-40_1-1-1_004,False,no,yes,False,True,1.628,2.33,-0.702,3,3,{9},[19],{26},[9],[19],[25]
005,rndgraph13-40_1-1-1_005,False,no,yes,False,True,0.481,0.879,-0.398,5,5,{20},[39],{1},[14],[40],[25]
006,rndgraph13-40_1-1-1_006,False,no,yes,False,False,0.572,0.569,0.003,4,4,{11},[15],{1},[17],[15],[35]
007,rndgraph13-40_1-1-1_007,False,no,yes,True,True,0.629,1.763,-1.134,3,3,{7},[7],{14},[14],[12],[12]
008,rndgraph13-40_1-1-1_008,False,no,yes,True,True,4.385,7.188,-2.803,2,2,{5},[5],{36},[36],[28],[28]
009,rndgraph13-40_1-1-1_009,False,no,yes,False,False,1.527,1.327,0.2,4,4,{12},[26],{1},[11],[26],[18]
010,rndgraph13-40_1-1-1_010,False,no,yes,True,True,0.412,0.417,-0.005,3,3,{40},[40],{1},[17],[24],[24]
011,rndgraph13-40_1-1-1_011,False,no,yes,True,False,0.507,0.386,0.121,3,3,{2},[1],{1},[25],[11],[11]
012,rndgraph13-40_1-1-1_012,False,no,yes,False,True,1.347,3.36,-2.013,4,4,{8},[11],{1},[25],[24],[9]
013,rndgraph13-40_1-1-1_013,False,no,yes,False,True,2.12,4.975,-2.855,3,3,{2},[2],{31},[7],[7],[31]
014,rndgraph13-40_1-1-1_014,False,no,yes,True,True,0.463,0.952,-0.489,4,4,{3},[9],{1},[4],[30],[30]
015,rndgraph13-40_1-1-1_015,False,no,yes,True,True,0.915,1.545,-0.63,3,3,{7},[7],{27},[27],[21],[21]
016,rndgraph13-40_1-1-1_016,False,no,yes,False,True,0.936,1.971,-1.035,2,2,{9},[8],{39},[22],[22],[39]
017,rndgraph13-40_1-1-1_017,False,no,yes,True,False,0.506,0.49,0.016,3,3,{12},[23],{1},[4],[7],[7]
018,rndgraph13-40_1-1-1_018,False,no,yes,False,True,0.536,0.866,-0.33,3,3,{25},[4],{1},[24],[37],[25]
019,rndgraph13-40_1-1-1_019,False,no,yes,True,True,0.468,1.051,-0.583,3,3,{5},[7],{1},[33],[24],[24]
020,rndgraph13-40_1-1-1_020,False,no,yes,False,True,4.86,8.102,-3.242,2,2,{8},[2],{6},[13],[3],[40]
