,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph13-40_1-1-1_001,False,no,yes,True,True,0.527,0.862,-0.335,3,3,{7},[3],{1},[40],[28],[28]
002,rndgraph13-40_1-1-1_002,False,no,yes,True,True,1.133,1.716,-0.583,3,3,{8},[8],{23},[23],[27],[27]
003,rndgraph13-40_1-1-1_003,False,no,yes,True,True,0.639,0.874,-0.235,3,3,{11},[2],{40},[14],[25],[25]
004,rndgraph13-40_1-1-1_004,False,no,yes,False,True,1.616,2.33,-0.714,3,3,{9},[19],{26},[9],[19],[25]
005,rndgraph13-40_1-1-1_005,False,no,yes,False,True,0.518,0.879,-0.361,5,5,{20},[39],{1},[14],[40],[25]
006,rndgraph13-40_1-1-1_006,False,no,yes,False,False,0.579,0.569,0.01,4,4,{11},[15],{1},[17],[15],[35]
007,rndgraph13-40_1-1-1_007,False,no,yes,True,True,0.63,1.763,-1.133,3,3,{7},[7],{14},[14],[12],[12]
008,rndgraph13-40_1-1-1_008,False,no,yes,True,True,4.219,7.188,-2.969,2,2,{5},[5],{36},[36],[28],[28]
009,rndgraph13-40_1-1-1_009,False,no,yes,False,False,1.566,1.327,0.239,4,4,{12},[26],{1},[11],[26],[18]
010,rndgraph13-40_1-1-1_010,False,no,yes,True,False,0.427,0.417,0.01,3,3,{40},[40],{1},[17],[24],[24]
011,rndgraph13-40_1-1-1_011,False,no,yes,True,False,0.517,0.386,0.131,3,3,{2},[1],{1},[25],[11],[11]
012,rndgraph13-40_1-1-1_012,False,no,yes,False,True,1.383,3.36,-1.977,4,4,{8},[11],{1},[25],[24],[9]
013,rndgraph13-40_1-1-1_013,False,no,yes,False,True,2.069,4.975,-2.906,3,3,{2},[2],{31},[7],[7],[31]
014,rndgraph13-40_1-1-1_014,False,no,yes,True,True,0.444,0.952,-0.508,4,4,{3},[9],{1},[4],[30],[30]
015,rndgraph13-40_1-1-1_015,False,no,yes,True,True,0.814,1.545,-0.731,3,3,{7},[7],{27},[27],[21],[21]
016,rndgraph13-40_1-1-1_016,False,no,yes,False,True,0.834,1.971,-1.137,2,2,{9},[8],{39},[22],[22],[39]
017,rndgraph13-40_1-1-1_017,False,no,yes,True,True,0.488,0.49,-0.002,3,3,{12},[23],{1},[4],[7],[7]
018,rndgraph13-40_1-1-1_018,False,no,yes,False,True,0.524,0.866,-0.342,3,3,{25},[4],{1},[24],[37],[25]
019,rndgraph13-40_1-1-1_019,False,no,yes,True,True,0.435,1.051,-0.616,3,3,{5},[7],{1},[33],[24],[24]
020,rndgraph13-40_1-1-1_020,False,no,yes,False,True,3.719,8.102,-4.383,2,2,{8},[2],{6},[13],[3],[40]
