,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph10-40_2-2-2,False,False,True,True,52.933,7.59,-45.343,7,7.0,"[6, 15]","{6, 15}","[17, 33]","{8, 20}","[16, 22]","{16, 22}"
002,rndgraph10-40_2-2-2,False,False,True,True,223.563,10.04,-213.523,8,8.0,"[32, 34]","{16, 18}","[5, 10]","{2, 31}","[1, 8]","{40, 1}"
003,rndgraph10-40_2-2-2,False,False,True,False,5.713,11.16,5.447,7,7.0,"[20, 40]","{27, 19}","[10, 26]","{8, 1}","[25, 35]","{25, 35}"
004,rndgraph10-40_2-2-2,False,False,True,True,60.694,9.9,-50.794000000000004,7,7.0,"[1, 6]","{33, 28}","[10, 20]","{16, 6}","[5, 33]","{1, 20}"
005,rndgraph10-40_2-2-2,False,False,True,True,19.884,6.75,-13.134,8,8.0,"[1, 25]","{27, 20}","[26, 33]","{24, 31}","[7, 30]","{30, 7}"
006,rndgraph10-40_2-2-2,False,False,True,True,37.146,15.8,-21.346,7,7.0,"[19, 35]","{12, 7}","[28, 29]","{17, 29}","[7, 18]","{18, 28}"
007,rndgraph10-40_2-2-2,False,False,True,True,56.301,12.62,-43.681000000000004,7,7.0,"[28, 34]","{28, 15}","[3, 7]","{24, 39}","[15, 39]","{3, 36}"
008,rndgraph10-40_2-2-2,False,False,True,False,13.681,14.29,0.609,9,9.0,"[25, 33]","{32, 36}","[30, 32]","{1, 29}","[3, 16]","{16, 3}"
009,rndgraph10-40_2-2-2,False,False,True,True,73.684,7.91,-65.774,7,7.0,"[37, 40]","{40, 37}","[19, 33]","{33, 19}","[10, 27]","{10, 29}"
010,rndgraph10-40_2-2-2,False,False,True,False,5.659,5.93,0.2709999999999999,8,8.0,"[9, 36]","{24, 4}","[1, 17]","{1, 17}","[24, 31]","{13, 31}"
011,rndgraph10-40_2-2-2,False,False,True,True,3.281,3.17,-0.11100000000000021,8,8.0,"[31, 40]","{26, 23}","[3, 28]","{40, 17}","[12, 32]","{32, 12}"
012,rndgraph10-40_2-2-2,False,False,True,True,1205.944,5.68,-1200.264,6,6.0,"[27, 28]","{36, 38}","[25, 36]","{6, 30}","[2, 23]","{25, 23}"
013,rndgraph10-40_2-2-2,False,False,True,False,13.134,18.86,5.725999999999999,8,8.0,"[6, 34]","{12, 23}","[8, 12]","{25, 22}","[23, 28]","{32, 28}"
014,rndgraph10-40_2-2-2,False,False,True,True,18.831,10.34,-8.491,7,7.0,"[13, 26]","{28, 13}","[33, 38]","{33, 20}","[12, 28]","{12, 38}"
015,rndgraph10-40_2-2-2,False,False,True,True,21.04,9.31,-11.729999999999999,7,7.0,"[6, 40]","{25, 26}","[20, 26]","{28, 6}","[7, 21]","{21, 7}"
016,rndgraph10-40_2-2-2,False,False,True,True,45.43,14.46,-30.97,7,7.0,"[8, 21]","{16, 34}","[22, 31]","{10, 14}","[4, 20]","{20, 39}"
017,rndgraph10-40_2-2-2,False,False,True,True,278.31,6.88,-271.43,7,7.0,"[37, 39]","{39, 15}","[8, 33]","{33, 18}","[13, 25]","{1, 20}"
018,rndgraph10-40_2-2-2,False,False,True,True,17.941,6.29,-11.651,7,7.0,"[26, 31]","{27, 31}","[28, 39]","{16, 39}","[15, 21]","{21, 15}"
019,rndgraph10-40_2-2-2,False,False,True,True,94.068,11.13,-82.938,7,7.0,"[25, 27]","{24, 39}","[3, 28]","{17, 26}","[1, 26]","{29, 14}"
020,rndgraph10-40_2-2-2,False,False,True,True,151.271,11.43,-139.84099999999998,7,7.0,"[24, 31]","{27, 31}","[27, 40]","{25, 38}","[26, 35]","{26, 35}"
