,graph name,og fail,v2 time,v2 obj,v2 X,v2 Y,sols match,v2 faster,og time,time diff,og obj,og X,og Y,og Z,v2 Z
001,rndgraph05-100_1-1-1,False,2.46,5.0,{12},{1},True,False,2.38,0.08000000000000007,5,[12],[99],[94],{63}
002,rndgraph05-100_1-1-1,False,1.3,6.0,{38},{1},True,True,1.664,-0.3639999999999999,6,[5],[33],[25],{25}
003,rndgraph05-100_1-1-1,False,1.31,4.0000000000000036,{64},{1},False,True,2.971,-1.661,4,[63],[10],[64],{63}
004,rndgraph05-100_1-1-1,False,1.27,4.0,{23},{1},True,True,2.015,-0.7450000000000001,4,[54],[92],[23],{96}
005,rndgraph05-100_1-1-1,False,1.0,5.0,{79},{1},True,True,2.041,-1.041,5,[71],[56],[86],{86}
006,rndgraph05-100_1-1-1,False,2.61,3.0,{15},{1},True,False,2.252,0.3580000000000001,3,[69],[64],[87],{63}
007,rndgraph05-100_1-1-1,False,1.49,4.0,{25},{1},True,True,4.156,-2.6659999999999995,4,[78],[48],[7],{7}
008,rndgraph05-100_1-1-1,False,1.39,5.0,{3},{1},True,True,2.351,-0.9610000000000001,5,[3],[68],[51],{51}
009,rndgraph05-100_1-1-1,False,2.06,4.0,{44},{1},True,True,2.446,-0.3860000000000001,4,[100],[14],[52],{7}
010,rndgraph05-100_1-1-1,False,1.0,5.0,{25},{1},True,True,2.084,-1.084,5,[68],[82],[25],{68}
011,rndgraph05-100_1-1-1,False,1.47,4.0,{95},{1},True,True,2.612,-1.1420000000000001,4,[97],[56],[17],{97}
012,rndgraph05-100_1-1-1,False,1.27,5.0,{93},{1},True,True,4.807,-3.5370000000000004,5,[65],[58],[73],{73}
013,rndgraph05-100_1-1-1,False,0.97,4.0,{17},{1},True,True,2.971,-2.0010000000000003,4,[88],[65],[17],{50}
014,rndgraph05-100_1-1-1,False,1.15,5.0,{69},{1},True,True,2.367,-1.217,5,[21],[38],[41],{41}
015,rndgraph05-100_1-1-1,False,2.02,5.0,{79},{1},True,True,7.883,-5.8629999999999995,5,[42],[52],[98],{98}
016,rndgraph05-100_1-1-1,False,1.71,6.0,{86},{1},True,True,2.652,-0.9420000000000002,6,[67],[68],[82],{82}
017,rndgraph05-100_1-1-1,False,0.87,5.0,{21},{2},True,True,9.016,-8.146,5,[70],[24],[97],{1}
018,rndgraph05-100_1-1-1,False,4.83,4.0,{2},{74},True,True,10.083,-5.253,4,[2],[74],[69],{69}
019,rndgraph05-100_1-1-1,False,1.04,4.0,{10},{1},True,True,1.922,-0.8819999999999999,4,[10],[85],[57],{57}
020,rndgraph05-100_1-1-1,False,0.89,4.0,{68},{1},True,True,2.73,-1.8399999999999999,4,[94],[80],[68],{94}
