,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph11-40_1-1-1,False,False,True,True,1.048,0.65,-0.398,5,5.0,[26],{26},[11],{11},[15],{15}
002,rndgraph11-40_1-1-1,False,False,True,True,2.097,0.22,-1.877,4,4.0,[10],{10},[37],{1},[29],{29}
003,rndgraph11-40_1-1-1,False,False,True,True,0.907,0.2,-0.7070000000000001,3,3.0,[6],{13},[34],{2},[1],{1}
004,rndgraph11-40_1-1-1,False,False,True,True,0.474,0.3,-0.174,4,4.0,[10],{10},[39],{40},[4],{28}
005,rndgraph11-40_1-1-1,False,False,True,True,0.471,0.23,-0.24099999999999996,4,4.0,[22],{9},[38],{1},[19],{22}
006,rndgraph11-40_1-1-1,False,False,True,True,0.811,0.36,-0.45100000000000007,4,4.0,[9],{9},[1],{1},[21],{21}
007,rndgraph11-40_1-1-1,False,False,True,True,0.417,0.21,-0.207,4,4.0,[18],{15},[12],{1},[33],{3}
008,rndgraph11-40_1-1-1,False,False,True,True,2.211,1.35,-0.8609999999999998,4,4.0,[18],{18},[34],{34},[9],{9}
009,rndgraph11-40_1-1-1,False,False,True,True,1.382,0.64,-0.7419999999999999,4,4.0,[4],{4},[5],{5},[17],{17}
010,rndgraph11-40_1-1-1,False,False,True,True,1.746,1.15,-0.5960000000000001,4,4.0,[4],{11},[16],{22},[22],{16}
011,rndgraph11-40_1-1-1,False,False,True,True,3.353,1.51,-1.8430000000000002,3,3.0,[4],{24},[39],{18},[18],{39}
012,rndgraph11-40_1-1-1,False,False,True,True,3.444,1.69,-1.754,4,4.0,[30],{3},[28],{30},[18],{37}
013,rndgraph11-40_1-1-1,False,False,True,True,0.484,0.17,-0.31399999999999995,5,5.0,[23],{35},[22],{1},[13],{13}
014,rndgraph11-40_1-1-1,False,False,True,True,0.756,0.22,-0.536,4,4.0,[25],{28},[9],{1},[40],{25}
015,rndgraph11-40_1-1-1,False,False,True,True,0.596,0.53,-0.06599999999999995,4,4.0,[1],{16},[40],{1},[17],{17}
016,rndgraph11-40_1-1-1,False,False,True,True,1.305,0.24,-1.065,4,4.0,[23],{23},[6],{1},[4],{33}
017,rndgraph11-40_1-1-1,False,False,True,True,1.723,0.76,-0.9630000000000001,3,3.0,[1],{1},[18],{18},[28],{28}
018,rndgraph11-40_1-1-1,False,False,True,True,0.898,0.31,-0.5880000000000001,5,5.0,[29],{29},[19],{40},[23],{23}
019,rndgraph11-40_1-1-1,False,False,True,True,1.014,0.34,-0.6739999999999999,3,3.0,[5],{6},[10],{1},[22],{22}
020,rndgraph11-40_1-1-1,False,False,True,True,1.445,0.46,-0.9850000000000001,5,5.0,[39],{39},[13],{13},[10],{10}
