,graph name,og fail,v2 time,v2 obj,v2 X,v2 Y,sols match,v2 faster,og time,time diff,og obj,og X,og Y,og Z,v2 Z
001,rndgraph11-40_1-1-1,False,0.78,5.0,{26},{11},True,True,1.048,-0.268,5,[26],[11],[15],{15}
002,rndgraph11-40_1-1-1,False,0.22,4.0,{10},{1},True,True,2.097,-1.877,4,[10],[37],[29],{29}
003,rndgraph11-40_1-1-1,False,0.19,3.0,{13},{2},True,True,0.907,-0.7170000000000001,3,[6],[34],[1],{1}
004,rndgraph11-40_1-1-1,False,0.31,4.0,{10},{40},True,True,0.474,-0.16399999999999998,4,[10],[39],[4],{28}
005,rndgraph11-40_1-1-1,False,0.19,4.0,{9},{1},True,True,0.471,-0.28099999999999997,4,[22],[38],[19],{22}
006,rndgraph11-40_1-1-1,False,0.38,4.0,{9},{1},True,True,0.811,-0.43100000000000005,4,[9],[1],[21],{21}
007,rndgraph11-40_1-1-1,False,0.2,4.0,{15},{1},True,True,0.417,-0.21699999999999997,4,[18],[12],[33],{3}
008,rndgraph11-40_1-1-1,False,1.41,4.0,{18},{34},True,True,2.211,-0.8009999999999999,4,[18],[34],[9],{9}
009,rndgraph11-40_1-1-1,False,0.68,4.0,{4},{5},True,True,1.382,-0.7019999999999998,4,[4],[5],[17],{17}
010,rndgraph11-40_1-1-1,False,1.35,4.0,{11},{22},True,True,1.746,-0.3959999999999999,4,[4],[16],[22],{16}
011,rndgraph11-40_1-1-1,False,1.68,3.0,{24},{18},True,True,3.353,-1.6730000000000003,3,[4],[39],[18],{39}
012,rndgraph11-40_1-1-1,False,1.85,4.0,{3},{30},True,True,3.444,-1.5939999999999999,4,[30],[28],[18],{37}
013,rndgraph11-40_1-1-1,False,0.19,5.0,{35},{1},True,True,0.484,-0.294,5,[23],[22],[13],{13}
014,rndgraph11-40_1-1-1,False,0.25,4.0,{28},{1},True,True,0.756,-0.506,4,[25],[9],[40],{25}
015,rndgraph11-40_1-1-1,False,0.55,4.0,{16},{1},True,True,0.596,-0.04599999999999993,4,[1],[40],[17],{17}
016,rndgraph11-40_1-1-1,False,0.26,4.0,{23},{1},True,True,1.305,-1.045,4,[23],[6],[4],{33}
017,rndgraph11-40_1-1-1,False,0.8,3.0,{1},{18},True,True,1.723,-0.923,3,[1],[18],[28],{28}
018,rndgraph11-40_1-1-1,False,0.33,5.0,{29},{40},True,True,0.898,-0.5680000000000001,5,[29],[19],[23],{23}
019,rndgraph11-40_1-1-1,False,0.4,3.0,{6},{1},True,True,1.014,-0.614,3,[5],[10],[22],{22}
020,rndgraph11-40_1-1-1,False,0.47,5.0,{39},{13},True,True,1.445,-0.9750000000000001,5,[39],[13],[10],{10}
