,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph10-40_1-1-1,True,no,False,True,1.305,0.38,-0.9249999999999999,5,5.0,{22},[22],{38},[38],{2},[2]
002,rndgraph10-40_1-1-1,True,no,False,True,1.283,0.24,-1.043,4,4.0,{5},[35],{1},[29],{19},[5]
003,rndgraph10-40_1-1-1,True,no,False,True,1.163,0.5,-0.663,5,5.0,{36},[3],{22},[37],{37},[22]
004,rndgraph10-40_1-1-1,True,no,False,True,0.554,0.29,-0.26400000000000007,5,5.0,{6},[6],{1},[14],{5},[19]
005,rndgraph10-40_1-1-1,True,no,False,True,0.635,0.16,-0.475,5,5.0,{3},[3],{1},[29],{2},[2]
006,rndgraph10-40_1-1-1,True,no,False,True,1.095,0.64,-0.45499999999999996,5,5.0,{3},[25],{1},[24],{25},[16]
007,rndgraph10-40_1-1-1,True,no,False,True,1.472,0.61,-0.862,6,6.0,{24},[7],{18},[35],{35},[18]
008,rndgraph10-40_1-1-1,True,no,False,False,0.461,0.69,0.22899999999999993,4,4.0,{18},[3],{1},[15],{3},[18]
009,rndgraph10-40_1-1-1,True,no,False,True,0.774,0.17,-0.604,5,5.0,{5},[5],{2},[25],{1},[1]
010,rndgraph10-40_1-1-1,True,no,False,True,1.36,0.55,-0.81,5,5.0,{13},[1],{10},[17],{12},[40]
011,rndgraph10-40_1-1-1,True,no,False,True,1.771,0.2,-1.571,4,4.0,{20},[21],{1},[5],{7},[7]
012,rndgraph10-40_1-1-1,True,no,False,False,5.055,5.34,0.28500000000000014,4,4.0,{5},[2],{20},[24],{11},[22]
013,rndgraph10-40_1-1-1,True,no,False,True,0.417,0.24,-0.177,4,4.0,{14},[14],{1},[10],{33},[30]
014,rndgraph10-40_1-1-1,True,no,False,True,0.449,0.33,-0.119,5,5.0,{38},[23],{40},[24],{25},[36]
015,rndgraph10-40_1-1-1,True,no,False,True,1.275,0.85,-0.42499999999999993,5,5.0,{1},[38],{18},[23],{23},[18]
016,rndgraph10-40_1-1-1,True,no,False,True,2.918,1.89,-1.0280000000000002,4,4.0,{24},[24],{18},[18],{26},[26]
017,rndgraph10-40_1-1-1,True,no,False,True,2.994,1.06,-1.9340000000000002,4,4.0,{1},[1],{28},[36],{36},[28]
018,rndgraph10-40_1-1-1,True,no,False,True,3.173,2.33,-0.843,4,4.0,{16},[19],{19},[16],{4},[28]
019,rndgraph10-40_1-1-1,True,no,False,True,0.848,0.52,-0.32799999999999996,4,4.0,{6},[5],{7},[33],{33},[7]
020,rndgraph10-40_1-1-1,True,no,False,True,1.986,0.6,-1.3860000000000001,5,5.0,{27},[10],{1},[27],{40},[40]
