,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-60_2-2-2,False,False,True,True,6903.258,8.45,-6894.808,14.0,14.0,"[13, 35]","{40, 35}","[20, 39]","{1, 14}","[49, 53]","{49, 53}"
002,rndgraph05-60_2-2-2,False,False,True,True,80.349,15.98,-64.369,14.0,14.0,"[7, 21]","{59, 38}","[59, 60]","{30, 47}","[32, 38]","{39, 7}"
003,rndgraph05-60_2-2-2,False,False,False,True,1700.274,35.62,-1664.654,11.0,9.0,"[26, 47]","{26, 47}","[31, 39]","{25, 23}","[1, 30]","{30, 31}"
004,rndgraph05-60_2-2-2,False,False,False,True,137.335,14.47,-122.86500000000001,13.0,12.000000000000005,"[9, 30]","{37, 30}","[31, 37]","{40, 41}","[38, 50]","{48, 38}"
005,rndgraph05-60_2-2-2,False,False,False,True,78.937,15.77,-63.167,13.0,12.0,"[11, 47]","{60, 29}","[14, 19]","{12, 28}","[29, 43]","{43, 19}"
006,rndgraph05-60_2-2-2,False,False,True,True,266.57,17.19,-249.38,13.0,13.0,"[8, 11]","{8, 11}","[10, 35]","{34, 51}","[43, 51]","{10, 43}"
007,rndgraph05-60_2-2-2,False,False,True,True,54.248,21.38,-32.867999999999995,16.0,16.0,"[17, 43]","{43, 30}","[30, 40]","{17, 57}","[22, 32]","{32, 22}"
008,rndgraph05-60_2-2-2,False,False,True,True,59.182,14.74,-44.442,13.0,13.0,"[36, 52]","{24, 3}","[43, 59]","{12, 23}","[16, 40]","{16, 40}"
009,rndgraph05-60_2-2-2,False,False,False,True,240.85,19.92,-220.93,13.0,12.0,"[9, 29]","{9, 5}","[26, 27]","{36, 29}","[12, 36]","{26, 12}"
010,rndgraph05-60_2-2-2,False,False,False,True,313.014,29.3,-283.714,14.0,13.0,"[11, 28]","{27, 19}","[41, 45]","{33, 60}","[23, 33]","{45, 23}"
011,rndgraph05-60_2-2-2,False,False,True,True,2644.7,15.3,-2629.3999999999996,14.0,14.0,"[21, 43]","{59, 3}","[50, 52]","{50, 46}","[17, 51]","{51, 52}"
012,rndgraph05-60_2-2-2,False,False,False,True,171.32,27.2,-144.12,16.0,15.0,"[6, 30]","{6, 47}","[54, 59]","{27, 11}","[31, 47]","{46, 31}"
013,rndgraph05-60_2-2-2,False,False,True,True,130.123,7.54,-122.58299999999998,16.0,16.0,"[3, 14]","{12, 44}","[35, 48]","{8, 14}","[31, 34]","{34, 31}"
014,rndgraph05-60_2-2-2,False,False,True,True,26.741,11.63,-15.110999999999999,17.0,17.0,"[5, 53]","{35, 53}","[10, 22]","{5, 22}","[4, 42]","{42, 4}"
015,rndgraph05-60_2-2-2,False,False,True,True,3096.883,15.78,-3081.1029999999996,12.0,12.0,"[39, 57]","{46, 39}","[7, 14]","{10, 58}","[26, 27]","{56, 4}"
016,rndgraph05-60_2-2-2,,False,,,,,,,,,,,,,
017,rndgraph05-60_2-2-2,False,False,True,True,200.643,14.49,-186.153,16.0,16.0,"[7, 28]","{28, 7}","[43, 55]","{43, 55}","[5, 15]","{5, 15}"
018,rndgraph05-60_2-2-2,False,False,True,True,473.61,16.69,-456.92,12.0,12.0,"[42, 50]","{9, 22}","[14, 44]","{26, 38}","[6, 26]","{42, 6}"
019,rndgraph05-60_2-2-2,False,False,True,True,6920.116,18.0,-6902.116,14.0,14.0,"[31, 48]","{43, 37}","[22, 37]","{56, 39}","[18, 20]","{36, 21}"
020,rndgraph05-60_2-2-2,False,False,True,True,2609.795,19.5,-2590.295,14.0,14.0,"[7, 8]","{34, 7}","[17, 39]","{33, 10}","[23, 51]","{51, 23}"
