,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph12-40_1-1-1_001,False,no,yes,True,False,0.482,0.411,0.071,3,3,{12},[4],{1},[24],[21],[21]
002,rndgraph12-40_1-1-1_002,False,no,yes,False,True,3.787,8.56,-4.773,3,3,{2},[16],{1},[19],[31],[21]
003,rndgraph12-40_1-1-1_003,False,no,yes,False,True,0.485,0.506,-0.021,3,3,{8},[34],{1},[32],[27],[36]
004,rndgraph12-40_1-1-1_004,False,no,yes,False,True,1.05,2.985,-1.935,3,3,{4},[24],{9},[16],[1],[31]
005,rndgraph12-40_1-1-1_005,False,no,yes,False,True,0.457,0.958,-0.501,3,3,{3},[13],{1},[11],[28],[3]
006,rndgraph12-40_1-1-1_006,False,no,yes,True,True,0.252,1.371,-1.119,3,3,{5},[5],{31},[31],[2],[2]
007,rndgraph12-40_1-1-1_007,False,no,NO,True,True,0.54,1.156,-0.616,5,4,{16},[16],{2},[2],[39],[39]
008,rndgraph12-40_1-1-1_008,False,no,yes,False,True,1.219,1.289,-0.07,4,4,{40},[35],{1},[11],[4],[34]
009,rndgraph12-40_1-1-1_009,False,no,yes,False,True,0.579,0.894,-0.315,3,3,{11},[38],{1},[18],[17],[30]
010,rndgraph12-40_1-1-1_010,False,no,yes,True,True,0.669,1.4,-0.731,4,4,{14},[14],{11},[11],[36],[36]
011,rndgraph12-40_1-1-1_011,False,no,yes,False,False,0.855,0.719,0.136,3,3,{15},[30],{39},[19],[19],[39]
012,rndgraph12-40_1-1-1_012,False,no,NO,True,True,0.711,1.292,-0.581,4,3,{38},[38],{36},[36],[16],[16]
013,rndgraph12-40_1-1-1_013,False,no,yes,True,True,1.451,3.457,-2.006,3,3,{11},[11],{28},[28],[36],[36]
014,rndgraph12-40_1-1-1_014,False,no,yes,False,True,0.449,1.364,-0.915,5,5,{14},[5],{27},[2],[2],[27]
015,rndgraph12-40_1-1-1_015,False,no,NO,False,True,0.676,1.421,-0.745,3,2,{30},[19],{37},[5],[5],[37]
016,rndgraph12-40_1-1-1_016,False,no,yes,False,True,0.474,1.003,-0.529,4,4,{2},[32],{1},[7],[32],[4]
017,rndgraph12-40_1-1-1_017,False,no,yes,False,True,0.419,0.45,-0.031,3,3,{22},[24],{1},[8],[24],[15]
018,rndgraph12-40_1-1-1_018,False,no,yes,False,True,0.405,0.432,-0.027,3,3,{6},[20],{1},[6],[29],[25]
019,rndgraph12-40_1-1-1_019,False,no,yes,True,True,0.381,0.755,-0.374,5,5,{20},[1],{1},[26],[30],[30]
020,rndgraph12-40_1-1-1_020,False,no,yes,False,True,5.104,11.216,-6.112,2,2,{5},[7],{13},[28],[28],[13]
