,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph12-40_1-1-1_001,False,no,yes,True,False,1.019,0.411,0.608,3,3,{12},[4],{1},[24],[21],[21]
002,rndgraph12-40_1-1-1_002,False,no,yes,True,False,9.594,8.56,1.034,3,3,{16},[16],{19},[19],[21],[21]
003,rndgraph12-40_1-1-1_003,False,no,yes,False,False,0.767,0.506,0.261,3,3,{8},[34],{1},[32],[27],[36]
004,rndgraph12-40_1-1-1_004,False,no,yes,True,True,0.869,2.985,-2.116,3,3,{24},[24],{16},[16],[31],[31]
005,rndgraph12-40_1-1-1_005,False,no,yes,False,True,0.807,0.958,-0.151,3,3,{3},[13],{1},[11],[28],[3]
006,rndgraph12-40_1-1-1_006,False,no,yes,False,True,0.88,1.371,-0.491,3,3,{31},[5],{2},[31],[1],[2]
007,rndgraph12-40_1-1-1_007,False,no,NO,True,True,0.803,1.156,-0.353,5,4,{16},[16],{2},[2],[39],[39]
008,rndgraph12-40_1-1-1_008,False,no,yes,False,False,1.818,1.289,0.529,4,4,{5},[35],{1},[11],[40],[34]
009,rndgraph12-40_1-1-1_009,False,no,yes,False,True,0.635,0.894,-0.259,3,3,{4},[38],{1},[18],[9],[30]
010,rndgraph12-40_1-1-1_010,False,no,yes,True,True,1.123,1.4,-0.277,4,4,{14},[14],{11},[11],[36],[36]
011,rndgraph12-40_1-1-1_011,False,no,yes,False,False,1.393,0.719,0.674,3,3,{15},[30],{39},[19],[19],[39]
012,rndgraph12-40_1-1-1_012,False,no,NO,True,True,1.19,1.292,-0.102,4,3,{38},[38],{36},[36],[16],[16]
013,rndgraph12-40_1-1-1_013,False,no,yes,False,True,1.986,3.457,-1.471,3,3,{15},[11],{31},[28],[11],[36]
014,rndgraph12-40_1-1-1_014,False,no,yes,False,True,0.64,1.364,-0.724,5,5,{14},[5],{27},[2],[2],[27]
015,rndgraph12-40_1-1-1_015,False,no,NO,False,True,0.986,1.421,-0.435,3,2,{30},[19],{37},[5],[5],[37]
016,rndgraph12-40_1-1-1_016,False,no,yes,False,True,0.707,1.003,-0.296,4,4,{2},[32],{1},[7],[32],[4]
017,rndgraph12-40_1-1-1_017,False,no,yes,False,False,0.604,0.45,0.154,3,3,{15},[24],{1},[8],[8],[15]
018,rndgraph12-40_1-1-1_018,False,no,yes,False,False,0.517,0.432,0.085,3,3,{6},[20],{1},[6],[29],[25]
019,rndgraph12-40_1-1-1_019,False,no,yes,True,True,0.562,0.755,-0.193,5,5,{20},[1],{1},[26],[30],[30]
020,rndgraph12-40_1-1-1_020,False,no,yes,False,True,11.116,11.216,-0.1,2,2,{5},[7],{14},[28],[22],[13]
