,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-40_3-1-3,True,no,False,True,1.907,0.67,-1.237,39,39.0,{34},[34],{1},[1],"{24, 3, 39}","[3, 24, 31]"
002,rndgraph05-40_3-1-3,True,no,False,False,1.758,2.4,0.6419999999999999,39,39.0,{25},[25],{1},[1],"{9, 21, 30}","[9, 21, 30]"
003,rndgraph05-40_3-1-3,True,no,False,True,2.014,0.84,-1.174,39,39.0,"{34, 14}","[14, 34]",{3},[3],"{8, 1, 2}","[1, 2, 8]"
004,rndgraph05-40_3-1-3,True,no,False,True,2.099,1.75,-0.3490000000000002,39,39.0,set(),[],{1},[1],"{16, 4, 39}","[4, 16, 39]"
005,rndgraph05-40_3-1-3,True,no,False,False,2.101,2.44,0.33899999999999997,38,38.0,"{32, 30, 39}","[11, 13, 34]",{19},[36],"{17, 20, 36}","[17, 19, 24]"
006,rndgraph05-40_3-1-3,True,no,False,True,1.649,1.29,-0.359,39,39.0,{11},[11],{1},[1],"{25, 30, 31}","[9, 25, 30]"
007,rndgraph05-40_3-1-3,True,no,False,True,2.173,0.69,-1.483,39,39.0,{3},[22],{1},[2],"{24, 35, 30}","[1, 30, 35]"
008,rndgraph05-40_3-1-3,True,no,False,True,1.849,1.0,-0.849,39,39.0,"{8, 32}","[8, 32]",{1},[1],"{17, 31, 7}","[7, 17, 31]"
009,rndgraph05-40_3-1-3,True,no,False,True,1.76,1.15,-0.6100000000000001,38,38.0,"{40, 10, 19}","[6, 10, 19]",{24},[24],"{32, 26, 30}","[5, 18, 26]"
010,rndgraph05-40_3-1-3,True,no,False,True,1.911,0.63,-1.2810000000000001,39,39.0,{27},"[8, 19]",{1},[2],"{18, 3, 15}","[1, 15, 18]"
011,rndgraph05-40_3-1-3,True,no,False,True,1.886,0.53,-1.3559999999999999,39,39.0,{38},[38],{1},[1],"{3, 4, 14}","[4, 9, 14]"
012,rndgraph05-40_3-1-3,True,no,False,True,2.16,0.53,-1.6300000000000001,39,39.0,"{16, 34}",[],{1},[3],"{2, 4, 7}","[1, 2, 7]"
013,rndgraph05-40_3-1-3,True,no,False,True,1.969,0.89,-1.0790000000000002,39,39.0,{11},"[6, 27]",{1},[2],"{2, 18, 36}","[1, 18, 36]"
014,rndgraph05-40_3-1-3,True,no,False,True,2.02,0.94,-1.08,39,39.0,"{17, 12}","[3, 20, 26]",{2},[1],"{1, 34, 33}","[10, 33, 34]"
015,rndgraph05-40_3-1-3,True,no,False,True,1.639,0.69,-0.9490000000000001,39,39.0,"{12, 28, 6}","[6, 12, 28]",{1},[1],"{8, 26, 34}","[8, 26, 34]"
016,rndgraph05-40_3-1-3,True,no,False,True,1.759,0.69,-1.069,39,39.0,"{20, 37}","[20, 37]",{1},[1],"{32, 34, 11}","[2, 32, 34]"
017,rndgraph05-40_3-1-3,True,no,False,True,1.775,0.67,-1.105,39,39.0,"{32, 5, 31}","[5, 31, 32]",{1},[1],"{34, 3, 38}","[3, 34, 38]"
018,rndgraph05-40_3-1-3,True,no,False,True,1.81,0.91,-0.9,39,39.0,{8},[8],{1},[1],"{24, 3, 30}","[3, 24, 40]"
019,rndgraph05-40_3-1-3,True,no,False,True,1.785,0.67,-1.1149999999999998,39,39.0,set(),[],{1},[1],"{10, 26, 21}","[7, 10, 21]"
020,rndgraph05-40_3-1-3,True,no,False,True,1.87,0.5,-1.37,39,39.0,"{40, 17}",[6],{2},[1],"{1, 11, 15}","[7, 11, 13]"
