,graph name,og fail,v2 time,v2 obj,v2 X,v2 Y,sols match,v2 faster,og time,time diff,og obj,og X,og Y,og Z,v2 Z
001,rndgraph12-40_1-1-1,False,0.54,3.0,{12},{1},True,False,0.411,0.12900000000000006,3,[4],[24],[21],{21}
002,rndgraph12-40_1-1-1,False,5.2,3.0,{16},{19},True,True,8.56,-3.3600000000000003,3,[16],[19],[21],{21}
003,rndgraph12-40_1-1-1,False,0.46,3.0,{8},{1},True,True,0.506,-0.045999999999999985,3,[34],[32],[36],{27}
004,rndgraph12-40_1-1-1,False,1.07,3.0,{1},{31},True,True,2.985,-1.9149999999999998,3,[24],[16],[31],{16}
005,rndgraph12-40_1-1-1,False,0.39,3.0,{6},{1},True,True,0.958,-0.568,3,[13],[11],[3],{3}
006,rndgraph12-40_1-1-1,False,0.73,3.0,{5},{31},True,True,1.371,-0.641,3,[5],[31],[2],{2}
007,rndgraph12-40_1-1-1,False,0.37,5.0,{16},{2},True,True,1.156,-0.7859999999999999,5,[16],[2],[39],{39}
008,rndgraph12-40_1-1-1,False,2.1,4.0,{35},{11},True,False,1.289,0.8110000000000002,4,[35],[11],[34],{34}
009,rndgraph12-40_1-1-1,False,0.46,3.0,{3},{1},True,True,0.894,-0.434,3,[38],[18],[30],{11}
010,rndgraph12-40_1-1-1,False,0.68,4.0,{14},{11},True,True,1.4,-0.7199999999999999,4,[14],[11],[36],{36}
011,rndgraph12-40_1-1-1,False,0.73,3.0,{30},{19},True,False,0.719,0.01100000000000001,3,[30],[19],[39],{39}
012,rndgraph12-40_1-1-1,False,0.59,4.0,{38},{36},True,True,1.292,-0.7020000000000001,4,[38],[36],[16],{16}
013,rndgraph12-40_1-1-1,False,2.61,3.0,{15},{31},True,True,3.457,-0.847,3,[11],[28],[36],{11}
014,rndgraph12-40_1-1-1,False,0.43,5.0,{14},{27},True,True,1.364,-0.9340000000000002,5,[5],[2],[27],{2}
015,rndgraph12-40_1-1-1,False,0.69,3.0,{30},{37},True,True,1.421,-0.7310000000000001,3,[19],[5],[37],{5}
016,rndgraph12-40_1-1-1,False,0.72,4.0,{2},{1},True,True,1.003,-0.2829999999999999,4,[32],[7],[4],{32}
017,rndgraph12-40_1-1-1,False,0.34,3.0,{22},{1},True,True,0.45,-0.10999999999999999,3,[24],[8],[15],{24}
018,rndgraph12-40_1-1-1,False,0.42,3.0,{6},{1},True,True,0.432,-0.01200000000000001,3,[20],[6],[25],{29}
019,rndgraph12-40_1-1-1,False,0.31,5.0,{20},{1},True,True,0.755,-0.445,5,[1],[26],[30],{30}
020,rndgraph12-40_1-1-1,False,6.65,2.0,{18},{22},True,True,11.216,-4.565999999999999,2,[7],[28],[13],{14}
