,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph09-40_1-1-1_001,False,no,yes,False,True,0.656,2.013,-1.357,5,5,{1},[21],{8},[19],[21],[1]
002,rndgraph09-40_1-1-1_002,False,no,yes,True,True,0.535,0.762,-0.227,6,6,{39},[39],{20},[20],[29],[29]
003,rndgraph09-40_1-1-1_003,False,no,yes,False,True,0.793,1.144,-0.351,5,5,{5},[22],{14},[8],[22],[40]
004,rndgraph09-40_1-1-1_004,False,no,yes,True,True,0.311,0.455,-0.144,6,6,{31},[16],{1},[23],[25],[25]
005,rndgraph09-40_1-1-1_005,False,no,yes,True,False,0.653,0.354,0.299,4,4,{6},[6],{1},[5],[21],[21]
006,rndgraph09-40_1-1-1_006,False,no,yes,False,True,0.196,0.401,-0.205,5,5,{39},[39],{1},[7],[31],[6]
007,rndgraph09-40_1-1-1_007,False,no,yes,True,True,0.255,0.416,-0.161,5,5,{3},[3],{40},[33],[16],[16]
008,rndgraph09-40_1-1-1_008,False,no,yes,True,True,0.365,0.803,-0.438,6,6,{37},[27],{1},[33],[3],[3]
009,rndgraph09-40_1-1-1_009,False,no,yes,True,False,0.487,0.432,0.055,7,7,{3},[3],{40},[21],[13],[13]
010,rndgraph09-40_1-1-1_010,False,no,yes,True,True,0.391,0.429,-0.038,5,5,{25},[25],{1},[20],[3],[3]
011,rndgraph09-40_1-1-1_011,False,no,NO,False,False,1.062,0.883,0.179,4,5,{36},[39],{39},[1],[25],[36]
012,rndgraph09-40_1-1-1_012,False,no,yes,True,False,0.492,0.433,0.059,6,6,{34},[7],{2},[2],[17],[17]
013,rndgraph09-40_1-1-1_013,False,no,yes,True,True,0.211,0.357,-0.146,7,7,{16},[16],{1},[34],[25],[25]
014,rndgraph09-40_1-1-1_014,False,no,yes,True,True,0.224,0.779,-0.555,6,6,{10},[40],{1},[23],[6],[6]
015,rndgraph09-40_1-1-1_015,False,no,yes,False,True,0.22,0.552,-0.332,4,4,{3},[29],{1},[9],[38],[3]
016,rndgraph09-40_1-1-1_016,False,no,yes,True,True,0.205,0.386,-0.181,6,6,{14},[14],{1},[33],[39],[39]
017,rndgraph09-40_1-1-1_017,False,no,yes,True,True,0.632,1.435,-0.803,5,5,{26},[26],{18},[18],[15],[15]
018,rndgraph09-40_1-1-1_018,False,no,NO,True,True,0.644,1.304,-0.66,5,4,{19},[19],{5},[5],[35],[35]
019,rndgraph09-40_1-1-1_019,False,no,yes,False,True,0.559,1.193,-0.634,5,5,{4},[15],{40},[10],[10],[40]
020,rndgraph09-40_1-1-1_020,False,no,yes,False,True,0.268,0.443,-0.175,4,4,{27},[22],{2},[33],[1],[14]
