,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph05-40_2-2-2_001,False,no,yes,False,True,10.462,26.915,-16.453,27,27,"{32, 12}","[18, 32]","{28, 7}","[28, 33]","[20, 35]","[15, 20]"
002,rndgraph05-40_2-2-2_002,False,no,NO,True,True,11.286,25.097,-13.811,30,28,"{18, 3}","[3, 18]","{25, 10}","[10, 25]","[20, 36]","[20, 36]"
003,rndgraph05-40_2-2-2_003,False,no,yes,True,True,5.512,25.116,-19.604,26,26,"{12, 5}","[5, 12]","{2, 21}","[14, 21]","[6, 33]","[6, 33]"
004,rndgraph05-40_2-2-2_004,False,no,yes,True,True,7.848,27.863,-20.015,28,28,"{29, 39}","[29, 39]","{8, 32}","[8, 32]","[13, 20]","[13, 20]"
005,rndgraph05-40_2-2-2_005,False,no,NO,True,True,10.851,30.889,-20.038,28,27,"{36, 13}","[13, 36]","{33, 37}","[33, 37]","[2, 16]","[2, 16]"
006,rndgraph05-40_2-2-2_006,False,no,NO,True,True,6.111,23.805,-17.694,27,26,"{36, 39}","[18, 39]","{18, 5}","[19, 20]","[7, 27]","[7, 27]"
007,rndgraph05-40_2-2-2_007,False,no,NO,True,True,5.36,9.227,-3.867,23,21,"{12, 22}","[18, 19]","{10, 38}","[10, 38]","[35, 37]","[35, 37]"
008,rndgraph05-40_2-2-2_008,False,no,NO,True,True,10.602,26.568,-15.966,27,26,"{6, 7}","[7, 9]","{32, 1}","[2, 32]","[14, 26]","[14, 26]"
009,rndgraph05-40_2-2-2_009,False,no,yes,True,True,5.024,24.825,-19.801,26,26,"{8, 1}","[1, 8]","{16, 26}","[13, 26]","[32, 38]","[32, 38]"
010,rndgraph05-40_2-2-2_010,False,no,NO,True,True,6.082,24.468,-18.386,26,24,"{8, 18}","[8, 18]","{1, 2}","[2, 10]","[25, 39]","[25, 39]"
011,rndgraph05-40_2-2-2_011,False,no,yes,False,True,8.63,15.232,-6.602,25,25,"{35, 36}","[4, 26]","{9, 26}","[25, 35]","[13, 18]","[18, 37]"
012,rndgraph05-40_2-2-2_012,False,no,NO,True,True,7.613,43.998,-36.385,29,27,"{19, 4}","[4, 19]","{16, 6}","[6, 16]","[28, 31]","[28, 31]"
013,rndgraph05-40_2-2-2_013,False,no,NO,True,True,8.687,22.429,-13.742,26,22,"{40, 20}","[14, 20]","{1, 15}","[15, 18]","[8, 37]","[8, 37]"
014,rndgraph05-40_2-2-2_014,False,no,NO,False,True,13.493,18.457,-4.964,26,25,"{19, 29}","[11, 17]","{1, 35}","[9, 34]","[17, 39]","[33, 35]"
015,rndgraph05-40_2-2-2_015,False,no,NO,True,True,8.726,15.804,-7.078,26,23,"{9, 39}","[7, 35]","{35, 38}","[9, 18]","[14, 37]","[14, 37]"
016,rndgraph05-40_2-2-2_016,False,no,NO,True,True,5.239,25.043,-19.804,28,23,"{40, 5}","[29, 40]","{1, 15}","[1, 37]","[6, 9]","[6, 9]"
017,rndgraph05-40_2-2-2_017,False,no,NO,True,True,8.274,16.065,-7.791,26,24,"{2, 28}","[2, 17]","{11, 15}","[5, 22]","[1, 33]","[1, 33]"
018,rndgraph05-40_2-2-2_018,False,no,NO,False,True,6.028,21.847,-15.819,24,22,"{18, 3}","[9, 22]","{37, 22}","[5, 18]","[11, 20]","[11, 37]"
019,rndgraph05-40_2-2-2_019,False,no,yes,True,True,8.927,17.963,-9.036,28,28,"{28, 5}","[5, 28]","{35, 3}","[3, 35]","[9, 16]","[9, 16]"
020,rndgraph05-40_2-2-2_020,False,no,NO,True,True,8.49,41.453,-32.963,29,28,"{16, 5}","[5, 8]","{26, 35}","[26, 35]","[4, 30]","[4, 30]"
