,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph05-40_2-2-2_001,False,no,yes,False,True,10.643,26.915,-16.272,27.0,27,"{32, 12}","[18, 32]","{28, 7}","[28, 33]","[20, 35]","[15, 20]"
002,rndgraph05-40_2-2-2_002,False,no,NO,True,True,12.17,25.097,-12.927,30.0,28,"{18, 3}","[3, 18]","{25, 10}","[10, 25]","[20, 36]","[20, 36]"
003,rndgraph05-40_2-2-2_003,False,no,yes,True,True,5.731,25.116,-19.385,26.0,26,"{12, 5}","[5, 12]","{2, 21}","[14, 21]","[6, 33]","[6, 33]"
004,rndgraph05-40_2-2-2_004,False,no,yes,True,True,7.38,27.863,-20.483,28.0,28,"{29, 39}","[29, 39]","{8, 32}","[8, 32]","[13, 20]","[13, 20]"
005,rndgraph05-40_2-2-2_005,False,no,NO,True,True,10.347,30.889,-20.542,28.000000000000025,27,"{36, 13}","[13, 36]","{33, 37}","[33, 37]","[2, 16]","[2, 16]"
006,rndgraph05-40_2-2-2_006,False,no,NO,True,True,5.942,23.805,-17.863,27.000000000000185,26,"{36, 39}","[18, 39]","{18, 5}","[19, 20]","[7, 27]","[7, 27]"
007,rndgraph05-40_2-2-2_007,False,no,NO,True,True,5.6,9.227,-3.627,23.0,21,"{12, 22}","[18, 19]","{10, 38}","[10, 38]","[35, 37]","[35, 37]"
008,rndgraph05-40_2-2-2_008,False,no,NO,True,True,10.76,26.568,-15.808,27.0,26,"{6, 7}","[7, 9]","{32, 1}","[2, 32]","[14, 26]","[14, 26]"
009,rndgraph05-40_2-2-2_009,False,no,NO,True,True,5.2,24.825,-19.625,26.00000000000012,26,"{8, 1}","[1, 8]","{16, 26}","[13, 26]","[32, 38]","[32, 38]"
010,rndgraph05-40_2-2-2_010,False,no,NO,True,True,6.243,24.468,-18.225,26.000000000000156,24,"{8, 18}","[8, 18]","{1, 2}","[2, 10]","[25, 39]","[25, 39]"
011,rndgraph05-40_2-2-2_011,False,no,yes,False,True,8.85,15.232,-6.382,25.0,25,"{35, 36}","[4, 26]","{9, 26}","[25, 35]","[13, 18]","[18, 37]"
012,rndgraph05-40_2-2-2_012,False,no,NO,True,True,7.533,43.998,-36.465,29.0,27,"{19, 4}","[4, 19]","{16, 6}","[6, 16]","[28, 31]","[28, 31]"
013,rndgraph05-40_2-2-2_013,False,no,NO,True,True,8.774,22.429,-13.655,26.0,22,"{40, 20}","[14, 20]","{1, 15}","[15, 18]","[8, 37]","[8, 37]"
014,rndgraph05-40_2-2-2_014,False,no,NO,False,True,16.34,18.457,-2.117,26.00000000000004,25,"{19, 29}","[11, 17]","{1, 35}","[9, 34]","[17, 39]","[33, 35]"
015,rndgraph05-40_2-2-2_015,False,no,NO,True,True,9.077,15.804,-6.727,26.0,23,"{9, 39}","[7, 35]","{35, 38}","[9, 18]","[14, 37]","[14, 37]"
016,rndgraph05-40_2-2-2_016,False,no,NO,True,True,5.586,25.043,-19.457,28.0,23,"{40, 5}","[29, 40]","{1, 15}","[1, 37]","[6, 9]","[6, 9]"
017,rndgraph05-40_2-2-2_017,False,no,NO,True,True,9.296,16.065,-6.769,26.0,24,"{2, 28}","[2, 17]","{11, 15}","[5, 22]","[1, 33]","[1, 33]"
018,rndgraph05-40_2-2-2_018,False,no,NO,False,True,7.486,21.847,-14.361,24.0,22,"{18, 3}","[9, 22]","{37, 22}","[5, 18]","[11, 20]","[11, 37]"
019,rndgraph05-40_2-2-2_019,False,no,yes,True,True,10.928,17.963,-7.035,28.0,28,"{28, 5}","[5, 28]","{35, 3}","[3, 35]","[9, 16]","[9, 16]"
020,rndgraph05-40_2-2-2_020,False,no,NO,True,True,9.819,41.453,-31.634,29.000000000000085,28,"{16, 5}","[5, 8]","{26, 35}","[26, 35]","[4, 30]","[4, 30]"
