,graph name,og fail,v2 time,v2 obj,v2 X,v2 Y,sols match,v2 faster,og time,time diff,og obj,og X,og Y,og Z,v2 Z
001,rndgraph05-20_1-1-1,False,0.2,17.0,{6},{8},True,True,0.267,-0.067,17,[6],[8],[4],{10}
002,rndgraph05-20_1-1-1,False,0.37,17.0,{8},{14},True,False,0.28,0.08999999999999997,17,[8],[14],[19],{19}
003,rndgraph05-20_1-1-1,False,0.27,18.0,{4},{5},True,False,0.268,0.0020000000000000018,18,[4],[5],[11],{13}
004,rndgraph05-20_1-1-1,False,0.07,18.0,{14},{2},True,True,0.311,-0.241,18,[14],[2],[1],{1}
005,rndgraph05-20_1-1-1,False,0.18,18.0,{4},{15},True,True,0.311,-0.131,18,[2],[16],[7],{7}
006,rndgraph05-20_1-1-1,False,0.16,19.0,{20},{1},True,True,0.352,-0.19199999999999998,19,[20],[1],[10],{10}
007,rndgraph05-20_1-1-1,False,0.11,19.0,{2},{1},True,True,0.339,-0.22900000000000004,19,[2],[1],[18],{18}
008,rndgraph05-20_1-1-1,False,0.13,18.0,{7},{9},True,True,0.321,-0.191,18,[14],[11],[16],{4}
009,rndgraph05-20_1-1-1,False,0.19,18.0,{13},{8},True,True,0.304,-0.11399999999999999,18,[13],[8],[12],{12}
010,rndgraph05-20_1-1-1,False,0.12,18.0,{2},{1},True,True,0.314,-0.194,18,[17],[16],[9],{9}
011,rndgraph05-20_1-1-1,False,0.12,18.0,{12},{3},True,True,0.295,-0.175,18,[3],[12],[15],{6}
012,rndgraph05-20_1-1-1,False,0.16,18.0,{11},{17},True,True,0.29,-0.12999999999999998,18,[2],[18],[17],{20}
013,rndgraph05-20_1-1-1,False,0.16,18.0,{3},{8},True,True,0.327,-0.167,18,[2],[17],[6],{6}
014,rndgraph05-20_1-1-1,False,0.11,18.0,{3},{4},True,True,0.295,-0.185,18,[3],[4],[2],{19}
015,rndgraph05-20_1-1-1,False,0.19,18.0,{5},{1},True,True,0.269,-0.07900000000000001,18,[5],[1],[14],{14}
016,rndgraph05-20_1-1-1,False,0.17,18.0,{18},{5},True,True,0.377,-0.207,18,[5],[2],[6],{6}
017,rndgraph05-20_1-1-1,False,0.07,18.0,{4},{2},True,True,0.305,-0.235,18,[3],[18],[2],{1}
018,rndgraph05-20_1-1-1,False,0.09,18.0,{6},{2},True,True,0.339,-0.24900000000000003,18,[6],[2],[19],{20}
019,rndgraph05-20_1-1-1,False,0.11,18.0,{3},{4},True,True,0.402,-0.29200000000000004,18,[3],[4],[2],{2}
020,rndgraph05-20_1-1-1,False,0.17,18.0,{15},{20},True,True,0.24,-0.06999999999999998,18,[18],[8],[14],{14}
