,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-20_3-3-1,False,False,True,True,21.244,9.23,-12.014,16,16.0,[2],{14},"[1, 14, 17]","{17, 18, 19}","[10, 12, 13]","{10, 12, 13}"
002,rndgraph05-20_3-3-1,False,False,True,True,19.292,8.82,-10.472000000000001,15,15.0,[2],{4},"[1, 13, 16]","{10, 2, 3}","[5, 10, 20]","{13, 20, 5}"
003,rndgraph05-20_3-3-1,False,False,True,True,21.489,9.18,-12.309000000000001,16,16.0,[6],{18},"[1, 11, 13]","{3, 4, 13}","[3, 8, 10]","{8, 10, 11}"
004,rndgraph05-20_3-3-1,False,False,True,True,22.578,7.93,-14.648,16,16.0,[1],{8},"[8, 12, 15]","{16, 2, 6}","[2, 4, 11]","{11, 4, 15}"
005,rndgraph05-20_3-3-1,False,False,True,True,23.423,8.23,-15.192999999999998,15,15.0,[3],{14},"[8, 9, 11]","{1, 5, 9}","[4, 15, 18]","{8, 11, 4}"
006,rndgraph05-20_3-3-1,False,False,True,True,21.034,7.8,-13.233999999999998,15,15.0,[4],{7},"[2, 12, 16]","{2, 4, 6}","[6, 14, 18]","{10, 18, 14}"
007,rndgraph05-20_3-3-1,False,False,True,True,22.295,7.95,-14.345000000000002,16,16.0,[2],{17},"[1, 10, 14]","{10, 11, 14}","[7, 12, 18]","{18, 12, 7}"
008,rndgraph05-20_3-3-1,False,False,True,True,21.393,8.84,-12.553,16,16.0,[12],{12},"[1, 11, 13]","{16, 17, 13}","[2, 10, 19]","{19, 2, 10}"
009,rndgraph05-20_3-3-1,False,False,True,True,23.722,8.58,-15.142000000000001,15,15.0,[3],{1},"[8, 12, 13]","{16, 3, 15}","[1, 4, 7]","{12, 4, 5}"
010,rndgraph05-20_3-3-1,False,False,True,True,21.553,8.89,-12.663,16,16.0,[3],{15},"[1, 7, 14]","{1, 14, 7}","[4, 10, 12]","{10, 4, 12}"
011,rndgraph05-20_3-3-1,False,False,True,True,23.692,6.84,-16.852,17,17.0,[10],{15},"[1, 2, 20]","{1, 2, 3}","[4, 14, 16]","{16, 4, 14}"
012,rndgraph05-20_3-3-1,False,False,True,True,24.512,6.9,-17.612000000000002,15,15.0,[1],{7},"[3, 7, 14]","{18, 3, 12}","[4, 8, 12]","{1, 11, 4}"
013,rndgraph05-20_3-3-1,False,False,True,True,23.098,9.16,-13.937999999999999,15,15.0,[4],{13},"[2, 11, 17]","{9, 2, 4}","[8, 9, 19]","{8, 19, 11}"
014,rndgraph05-20_3-3-1,False,False,True,True,24.532,7.2,-17.332,15,15.0,[13],{12},"[7, 11, 18]","{18, 14, 7}","[5, 9, 14]","{8, 9, 20}"
015,rndgraph05-20_3-3-1,False,False,True,True,20.595,9.09,-11.504999999999999,16,16.0,[13],{17},"[1, 9, 17]","{10, 13, 7}","[8, 11, 15]","{8, 9, 15}"
016,rndgraph05-20_3-3-1,False,False,True,True,25.06,6.57,-18.49,17,17.0,[8],{12},"[1, 2, 20]","{1, 2, 4}","[3, 6, 7]","{3, 6, 7}"
017,rndgraph05-20_3-3-1,False,False,True,True,21.855,8.7,-13.155000000000001,16,16.0,[1],{15},"[3, 10, 11]","{1, 2, 20}","[7, 8, 20]","{8, 18, 7}"
018,rndgraph05-20_3-3-1,False,False,True,True,18.212,10.44,-7.772,15,15.0,[1],{4},"[14, 15, 17]","{1, 3, 7}","[3, 11, 20]","{20, 13, 15}"
019,rndgraph05-20_3-3-1,False,False,True,True,25.896,7.9,-17.996000000000002,15,15.0,[10],{8},"[3, 13, 14]","{2, 6, 14}","[2, 6, 7]","{9, 4, 7}"
020,rndgraph05-20_3-3-1,False,False,True,True,22.94,8.88,-14.06,16,16.0,[2],{8},"[1, 7, 8]","{1, 2, 19}","[11, 13, 17]","{17, 13, 6}"
