,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph06-40_2-2-2,False,False,True,True,9.635,6.19,-3.4449999999999994,20,20.0,"[15, 31]","{23, 7}","[27, 40]","{35, 12}","[7, 17]","{40, 17}"
002,rndgraph06-40_2-2-2,False,False,True,False,4.652,12.55,7.898000000000001,18,18.0,"[31, 34]","{34, 31}","[1, 36]","{8, 1}","[14, 19]","{19, 14}"
003,rndgraph06-40_2-2-2,False,False,True,True,8.212,3.92,-4.292,21,21.0,"[2, 12]","{12, 23}","[15, 40]","{40, 15}","[4, 11]","{11, 4}"
004,rndgraph06-40_2-2-2,False,False,True,True,8.95,5.57,-3.379999999999999,19,19.0,"[5, 31]","{5, 31}","[2, 12]","{1, 2}","[23, 37]","{37, 23}"
005,rndgraph06-40_2-2-2,False,False,True,True,4.113,2.11,-2.0030000000000006,21,21.0,"[14, 21]","{21, 14}","[3, 24]","{24, 3}","[27, 29]","{27, 29}"
006,rndgraph06-40_2-2-2,False,False,True,False,4.746,9.04,4.293999999999999,19,19.0,"[20, 33]","{8, 20}","[11, 17]","{33, 5}","[25, 37]","{25, 37}"
007,rndgraph06-40_2-2-2,False,False,True,True,13.86,7.87,-5.989999999999999,18,18.0,"[10, 35]","{12, 37}","[5, 28]","{26, 34}","[26, 34]","{10, 35}"
008,rndgraph06-40_2-2-2,False,False,True,True,16.209,7.14,-9.068999999999999,21,21.0,"[1, 16]","{16, 1}","[8, 29]","{29, 7}","[11, 13]","{11, 13}"
009,rndgraph06-40_2-2-2,False,False,True,True,5.362,4.62,-0.742,22,22.0,"[4, 34]","{34, 39}","[17, 39]","{25, 38}","[15, 19]","{19, 15}"
010,rndgraph06-40_2-2-2,False,False,True,False,12.869,15.85,2.981,19,19.0,"[12, 23]","{2, 39}","[26, 37]","{32, 12}","[30, 32]","{37, 30}"
011,rndgraph06-40_2-2-2,False,False,True,True,11.102,4.39,-6.712000000000001,21,21.0,"[27, 31]","{29, 23}","[9, 13]","{27, 4}","[1, 4]","{1, 9}"
012,rndgraph06-40_2-2-2,False,False,True,True,11.327,9.3,-2.0269999999999992,17,17.0,"[6, 31]","{1, 31}","[15, 16]","{2, 3}","[1, 12]","{12, 6}"
013,rndgraph06-40_2-2-2,False,False,True,True,8.886,3.47,-5.415999999999999,23,23.0,"[21, 32]","{32, 21}","[11, 35]","{11, 39}","[20, 24]","{24, 20}"
014,rndgraph06-40_2-2-2,False,False,True,True,10.8,10.49,-0.3100000000000005,18,18.0,"[4, 33]","{33, 4}","[13, 23]","{13, 23}","[38, 39]","{38, 39}"
015,rndgraph06-40_2-2-2,False,False,True,True,5.154,3.31,-1.8439999999999999,21,21.0,"[30, 31]","{30, 31}","[14, 19]","{19, 14}","[21, 26]","{26, 21}"
016,rndgraph06-40_2-2-2,False,False,True,True,19.582,8.28,-11.302000000000001,17,17.0,"[9, 14]","{9, 14}","[19, 23]","{19, 23}","[25, 26]","{25, 26}"
017,rndgraph06-40_2-2-2,False,False,True,True,14.367,5.0,-9.367,26,26.0,"[8, 9]","{3, 5}","[11, 30]","{9, 28}","[12, 34]","{34, 12}"
018,rndgraph06-40_2-2-2,False,False,True,True,12.735,3.36,-9.375,24,24.0,"[7, 18]","{18, 7}","[35, 38]","{35, 38}","[24, 30]","{24, 30}"
019,rndgraph06-40_2-2-2,False,False,True,True,17.887,8.27,-9.617,20,20.0,"[27, 35]","{27, 5}","[5, 11]","{17, 35}","[36, 40]","{40, 36}"
020,rndgraph06-40_2-2-2,False,False,True,False,12.191,14.72,2.529,19,19.0,"[4, 24]","{24, 28}","[35, 37]","{20, 37}","[28, 33]","{33, 4}"
