,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph06-40_2-2-2,False,False,True,True,9.635,6.16,-3.4749999999999996,20,20.0,"[15, 31]","{23, 7}","[27, 40]","{35, 12}","[7, 17]","{40, 17}"
002,rndgraph06-40_2-2-2,False,False,True,False,4.652,15.68,11.027999999999999,18,18.0,"[31, 34]","{34, 31}","[1, 36]","{8, 1}","[14, 19]","{19, 14}"
003,rndgraph06-40_2-2-2,False,False,True,True,8.212,4.15,-4.061999999999999,21,21.0,"[2, 12]","{12, 23}","[15, 40]","{40, 15}","[4, 11]","{11, 4}"
004,rndgraph06-40_2-2-2,False,False,True,True,8.95,6.02,-2.9299999999999997,19,19.0,"[5, 31]","{5, 31}","[2, 12]","{1, 2}","[23, 37]","{37, 23}"
005,rndgraph06-40_2-2-2,False,False,True,True,4.113,2.1,-2.0130000000000003,21,21.0,"[14, 21]","{21, 14}","[3, 24]","{24, 3}","[27, 29]","{27, 29}"
006,rndgraph06-40_2-2-2,False,False,True,False,4.746,8.92,4.1739999999999995,19,19.0,"[20, 33]","{8, 20}","[11, 17]","{33, 5}","[25, 37]","{25, 37}"
007,rndgraph06-40_2-2-2,False,False,True,True,13.86,7.75,-6.109999999999999,18,18.0,"[10, 35]","{12, 37}","[5, 28]","{26, 34}","[26, 34]","{10, 35}"
008,rndgraph06-40_2-2-2,False,False,True,True,16.209,7.14,-9.068999999999999,21,21.0,"[1, 16]","{16, 1}","[8, 29]","{29, 7}","[11, 13]","{11, 13}"
009,rndgraph06-40_2-2-2,False,False,True,True,5.362,4.67,-0.6920000000000002,22,22.0,"[4, 34]","{34, 39}","[17, 39]","{25, 38}","[15, 19]","{19, 15}"
010,rndgraph06-40_2-2-2,False,False,True,False,12.869,16.4,3.530999999999999,19,19.0,"[12, 23]","{2, 39}","[26, 37]","{32, 12}","[30, 32]","{37, 30}"
011,rndgraph06-40_2-2-2,False,False,True,True,11.102,4.34,-6.7620000000000005,21,21.0,"[27, 31]","{29, 23}","[9, 13]","{27, 4}","[1, 4]","{1, 9}"
012,rndgraph06-40_2-2-2,False,False,True,True,11.327,9.07,-2.2569999999999997,17,17.0,"[6, 31]","{1, 31}","[15, 16]","{2, 3}","[1, 12]","{12, 6}"
013,rndgraph06-40_2-2-2,False,False,True,True,8.886,3.48,-5.405999999999999,23,23.0,"[21, 32]","{32, 21}","[11, 35]","{11, 39}","[20, 24]","{24, 20}"
014,rndgraph06-40_2-2-2,False,False,True,False,10.8,11.19,0.3899999999999988,18,18.0,"[4, 33]","{33, 4}","[13, 23]","{13, 23}","[38, 39]","{38, 39}"
015,rndgraph06-40_2-2-2,False,False,True,True,5.154,3.35,-1.8039999999999998,21,21.0,"[30, 31]","{30, 31}","[14, 19]","{19, 14}","[21, 26]","{26, 21}"
016,rndgraph06-40_2-2-2,False,False,True,True,19.582,10.23,-9.352,17,17.0,"[9, 14]","{9, 14}","[19, 23]","{19, 23}","[25, 26]","{25, 26}"
017,rndgraph06-40_2-2-2,False,False,True,True,14.367,4.88,-9.487000000000002,26,26.0,"[8, 9]","{3, 5}","[11, 30]","{9, 28}","[12, 34]","{34, 12}"
018,rndgraph06-40_2-2-2,False,False,True,True,12.735,3.31,-9.424999999999999,24,24.0,"[7, 18]","{18, 7}","[35, 38]","{35, 38}","[24, 30]","{24, 30}"
019,rndgraph06-40_2-2-2,False,False,True,True,17.887,8.41,-9.477,20,20.0,"[27, 35]","{27, 5}","[5, 11]","{17, 35}","[36, 40]","{40, 36}"
020,rndgraph06-40_2-2-2,False,False,True,False,12.191,14.23,2.0389999999999997,19,19.0,"[4, 24]","{24, 28}","[35, 37]","{20, 37}","[28, 33]","{33, 4}"
