,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph06-40_1-1-1_001,False,no,yes,False,False,0.457,0.409,0.048,12,12,{13},[15],{1},[37],[15],[6]
002,rndgraph06-40_1-1-1_002,False,no,NO,False,True,0.414,0.533,-0.119,22,10,{19},[23],{11},[25],[25],[11]
003,rndgraph06-40_1-1-1_003,False,no,yes,True,True,1.085,1.592,-0.507,11,11,{5},[24],{16},[16],[7],[7]
004,rndgraph06-40_1-1-1_004,False,no,yes,True,True,0.23,0.803,-0.573,13,13,{35},[12],{40},[8],[26],[26]
005,rndgraph06-40_1-1-1_005,False,no,NO,True,True,0.754,0.885,-0.131,13,12,{4},[4],{35},[35],[7],[7]
006,rndgraph06-40_1-1-1_006,False,no,yes,True,True,0.938,1.317,-0.379,14,14,{35},[35],{37},[37],[21],[21]
007,rndgraph06-40_1-1-1_007,False,no,yes,False,True,0.75,1.18,-0.43,14,14,{30},[34],{18},[5],[5],[18]
008,rndgraph06-40_1-1-1_008,False,no,NO,True,False,0.649,0.278,0.371,14,11,{12},[12],{25},[25],[15],[15]
009,rndgraph06-40_1-1-1_009,False,no,yes,False,True,0.469,0.65,-0.181,18,18,{17},[31],{38},[12],[12],[38]
010,rndgraph06-40_1-1-1_010,False,no,NO,True,False,0.53,0.415,0.115,17,11,{21},[21],{5},[5],[32],[32]
011,rndgraph06-40_1-1-1_011,False,no,yes,True,True,0.382,1.113,-0.731,13,13,{39},[39],{18},[18],[27],[27]
012,rndgraph06-40_1-1-1_012,False,no,yes,True,True,0.324,0.845,-0.521,12,12,{38},[5],{40},[38],[8],[8]
013,rndgraph06-40_1-1-1_013,False,no,NO,True,True,0.415,0.921,-0.506,12,10,{6},[6],{16},[16],[40],[40]
014,rndgraph06-40_1-1-1_014,False,no,NO,True,True,0.786,1.188,-0.402,12,11,{27},[27],{35},[35],[14],[14]
015,rndgraph06-40_1-1-1_015,False,no,NO,True,False,0.537,0.34,0.197,17,13,{15},[15],{33},[33],[11],[11]
016,rndgraph06-40_1-1-1_016,False,no,NO,True,True,0.789,1.912,-1.123,13,12,{38},[38],{7},[7],[40],[40]
017,rndgraph06-40_1-1-1_017,False,no,NO,True,True,0.48,0.994,-0.514,15,14,{40},[40],{34},[34],[39],[39]
018,rndgraph06-40_1-1-1_018,False,no,NO,True,False,0.627,0.328,0.299,18,10,{24},[24],{4},[4],[40],[40]
019,rndgraph06-40_1-1-1_019,False,no,NO,True,True,0.434,0.602,-0.168,16,15,{29},[29],{11},[11],[33],[33]
020,rndgraph06-40_1-1-1_020,False,no,yes,True,True,0.917,1.307,-0.39,11,11,{4},[4],{7},[7],[11],[11]
