,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph13-40_1-1-1,True,no,False,True,0.862,0.33,-0.532,3,3.0,{7},[3],{1},[40],{28},[28]
002,rndgraph13-40_1-1-1,True,no,False,True,1.716,1.03,-0.6859999999999999,3,3.0,{8},[8],{23},[23],{27},[27]
003,rndgraph13-40_1-1-1,True,no,False,True,0.874,0.6,-0.274,3,3.0,{11},[2],{40},[14],{25},[25]
004,rndgraph13-40_1-1-1,True,no,False,False,2.33,3.57,1.2399999999999998,3,3.0,{9},[19],{26},[9],{19},[25]
005,rndgraph13-40_1-1-1,True,no,False,True,0.879,0.42,-0.459,5,5.0,{40},[39],{1},[14],{2},[25]
006,rndgraph13-40_1-1-1,True,no,False,True,0.569,0.48,-0.08899999999999997,4,4.0,{11},[15],{1},[17],{15},[35]
007,rndgraph13-40_1-1-1,True,no,False,True,1.763,0.56,-1.2029999999999998,3,3.0,{7},[7],{14},[14],{12},[12]
008,rndgraph13-40_1-1-1,True,no,False,False,7.188,14.03,6.842,2,2.0,{19},[5],{7},[36],{17},[28]
009,rndgraph13-40_1-1-1,True,no,False,True,1.327,1.32,-0.006999999999999895,4,4.0,{26},[26],{11},[11],{18},[18]
010,rndgraph13-40_1-1-1,True,no,False,True,0.417,0.31,-0.10699999999999998,3,3.0,{6},[40],{1},[17],{40},[24]
011,rndgraph13-40_1-1-1,True,no,False,False,0.386,0.42,0.033999999999999975,3,3.0,{2},[1],{1},[25],{11},[11]
012,rndgraph13-40_1-1-1,True,no,False,True,3.36,2.33,-1.0299999999999998,4,4.0,{6},[11],{9},[25],{25},[9]
013,rndgraph13-40_1-1-1,True,no,False,True,4.975,3.9,-1.0749999999999997,3,3.0,{11},[2],{37},[7],{5},[31]
014,rndgraph13-40_1-1-1,True,no,False,True,0.952,0.35,-0.602,4,4.0,{3},[9],{1},[4],{30},[30]
015,rndgraph13-40_1-1-1,True,no,False,True,1.545,0.66,-0.8849999999999999,3,3.0,{11},[7],{21},[27],{27},[21]
016,rndgraph13-40_1-1-1,False,no,False,True,1.971,0.28,-1.691,2,2.999999999999999,{8},[8],{22},[22],{39},[39]
017,rndgraph13-40_1-1-1,True,no,False,True,0.49,0.24,-0.25,4,4.0,{12},[23],{1},[4],{7},[7]
018,rndgraph13-40_1-1-1,True,no,False,True,0.866,0.49,-0.376,3,3.0,{11},[4],{1},[24],{25},[25]
019,rndgraph13-40_1-1-1,True,no,False,True,1.051,0.48,-0.571,3,3.0,{5},[7],{1},[33],{24},[24]
020,rndgraph13-40_1-1-1,True,no,False,True,8.102,4.87,-3.232,2,2.0,{16},[2],{3},[13],{6},[40]
