,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph10-40_3-1-3,True,no,False,False,11.699,33.25,21.551000000000002,15,15.0,"{9, 26, 11}","[8, 20, 26]",{8},[11],"{25, 36, 15}","[15, 25, 36]"
002,rndgraph10-40_3-1-3,True,no,False,False,1.62,5.09,3.4699999999999998,22,22.0,"{33, 20, 21}","[20, 21, 33]",{3},[3],"{2, 28, 36}","[2, 28, 36]"
003,rndgraph10-40_3-1-3,True,no,False,False,35.7,48.24,12.54,14,14.0,"{36, 13, 30}","[13, 30, 36]",{32},[15],"{35, 29, 23}","[23, 29, 35]"
004,rndgraph10-40_3-1-3,True,no,False,False,38.431,94.18,55.74900000000001,14,14.0,"{16, 19, 29}","[20, 29, 32]",{32},[16],"{17, 10, 13}","[10, 13, 17]"
005,rndgraph10-40_3-1-3,True,no,False,False,1.167,9.08,7.913,15,15.0,"{26, 19, 22}","[19, 22, 26]",{9},[9],"{27, 3, 4}","[3, 4, 27]"
006,rndgraph10-40_3-1-3,True,no,False,False,4.14,6.65,2.5100000000000007,16,16.0,"{33, 4, 38}","[4, 15, 20]",{5},[16],"{9, 29, 13}","[9, 13, 29]"
007,rndgraph10-40_3-1-3,True,no,False,False,6.583,7.85,1.2669999999999995,18,18.0,"{17, 35, 39}","[15, 17, 35]",{24},[24],"{12, 36, 15}","[12, 36, 39]"
008,rndgraph10-40_3-1-3,True,no,False,True,26.695,11.04,-15.655000000000001,15,15.0,"{5, 14, 22}","[5, 14, 22]",{23},[23],"{8, 2, 32}","[2, 8, 32]"
009,rndgraph10-40_3-1-3,True,no,False,True,17.19,10.17,-7.020000000000001,13,13.0,"{1, 18, 17}","[1, 17, 18]",{4},[4],"{16, 40, 13}","[13, 16, 40]"
010,rndgraph10-40_3-1-3,True,no,False,True,17.877,10.23,-7.6469999999999985,15,15.0,"{38, 21, 30}","[15, 17, 33]",{7},[32],"{32, 1, 15}","[1, 7, 31]"
011,rndgraph10-40_3-1-3,True,no,False,False,5.27,6.38,1.1100000000000003,14,14.0,"{19, 14, 15}","[15, 17, 39]",{4},[30],"{3, 29, 30}","[3, 4, 29]"
012,rndgraph10-40_3-1-3,True,no,False,False,8.27,71.06,62.790000000000006,13,13.0,"{38, 37, 6}","[1, 3, 24]",{1},[2],"{40, 17, 2}","[17, 37, 40]"
013,rndgraph10-40_3-1-3,True,no,False,False,5.305,20.01,14.705000000000002,14,14.0,"{24, 12, 14}","[1, 9, 32]",{1},[12],"{36, 37, 38}","[24, 37, 38]"
014,rndgraph10-40_3-1-3,True,no,False,False,1.123,7.75,6.627,13,13.0,"{20, 21, 15}","[6, 20, 26]",{9},[16],"{26, 12, 28}","[12, 17, 37]"
015,rndgraph10-40_3-1-3,True,no,False,False,4.758,12.21,7.452000000000001,15,15.0,"{33, 11, 28}","[11, 28, 33]",{12},[12],"{32, 40, 39}","[32, 39, 40]"
016,rndgraph10-40_3-1-3,True,no,False,False,17.688,892.14,874.452,12,12.0,"{16, 38, 14}","[12, 16, 29]",{6},[26],"{8, 9, 23}","[8, 9, 23]"
017,rndgraph10-40_3-1-3,True,no,False,True,4.073,3.52,-0.5530000000000004,15,15.0,"{40, 21, 30}","[21, 30, 40]",{8},[15],"{1, 10, 6}","[1, 6, 10]"
018,rndgraph10-40_3-1-3,True,no,False,False,5.999,139.21,133.211,12,12.0,"{1, 34, 20}","[9, 30, 36]",{9},[19],"{19, 36, 14}","[13, 14, 20]"
019,rndgraph10-40_3-1-3,True,no,False,False,5.988,6.66,0.6719999999999997,14,14.0,"{16, 37, 22}","[1, 10, 32]",{9},[15],"{8, 24, 5}","[5, 11, 24]"
020,rndgraph10-40_3-1-3,True,no,False,False,6.738,9.85,3.111999999999999,13,13.0,"{9, 6, 15}","[3, 13, 14]",{4},[25],"{25, 36, 33}","[10, 21, 33]"
