,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph05-20_2-2-2_001,False,no,yes,False,True,1.395,3.561,-2.166,17,17,"{8, 4}","[10, 17]","{16, 12}","[4, 6]","[10, 11]","[11, 12]"
002,rndgraph05-20_2-2-2_002,False,no,yes,False,True,1.2,3.947,-2.747,18,18,{10},[],"{1, 2}","[2, 7]","[5, 11]","[11, 14]"
003,rndgraph05-20_2-2-2_003,False,no,yes,False,True,1.236,3.492,-2.256,17,17,"{1, 7}","[6, 12]","{17, 18}","[11, 14]","[13, 14]","[1, 13]"
004,rndgraph05-20_2-2-2_004,False,no,NO,True,True,1.27,2.501,-1.231,18,17,"{3, 5}",[],"{1, 2}","[2, 11]","[9, 12]","[9, 12]"
005,rndgraph05-20_2-2-2_005,False,no,yes,False,True,1.694,3.725,-2.031,17,17,"{2, 3}","[2, 8]","{17, 19}","[6, 19]","[4, 6]","[4, 17]"
006,rndgraph05-20_2-2-2_006,False,no,yes,False,True,2.966,3.519,-0.553,17,17,"{5, 6}","[2, 17]","{2, 15}","[5, 7]","[3, 17]","[3, 10]"
007,rndgraph05-20_2-2-2_007,False,no,yes,True,True,0.912,3.311,-2.399,18,18,{14},[],"{2, 3}","[3, 7]","[1, 4]","[1, 4]"
008,rndgraph05-20_2-2-2_008,False,no,yes,True,True,1.388,3.532,-2.144,17,17,"{9, 5}","[5, 9]","{4, 7}","[4, 7]","[1, 17]","[1, 17]"
009,rndgraph05-20_2-2-2_009,False,no,yes,True,True,1.216,3.783,-2.567,18,18,set(),[],"{1, 3}","[6, 13]","[2, 8]","[2, 8]"
010,rndgraph05-20_2-2-2_010,False,no,yes,True,True,1.152,3.415,-2.263,18,18,{7},[],"{2, 3}","[2, 12]","[1, 15]","[1, 15]"
011,rndgraph05-20_2-2-2_011,False,no,yes,False,True,2.163,4.051,-1.888,17,17,"{10, 7}","[3, 8]","{9, 18}","[16, 17]","[15, 17]","[15, 18]"
012,rndgraph05-20_2-2-2_012,False,no,NO,True,True,1.268,3.484,-2.216,17,18,{16},[],"{2, 3}","[2, 12]","[1, 18]","[1, 18]"
013,rndgraph05-20_2-2-2_013,False,no,yes,False,True,3.274,4.236,-0.962,16,16,"{5, 6}","[5, 11]","{8, 13}","[1, 8]","[1, 10]","[10, 13]"
014,rndgraph05-20_2-2-2_014,False,no,yes,False,True,1.119,3.731,-2.612,18,18,{17},[],"{1, 2}","[2, 12]","[8, 14]","[6, 8]"
015,rndgraph05-20_2-2-2_015,False,no,yes,False,True,1.305,3.195,-1.89,18,18,"{16, 9}",[],"{1, 3}","[11, 12]","[2, 19]","[9, 19]"
016,rndgraph05-20_2-2-2_016,False,no,yes,False,True,1.761,3.905,-2.144,17,17,"{1, 2}","[1, 2]","{18, 19}","[13, 18]","[6, 13]","[5, 16]"
017,rndgraph05-20_2-2-2_017,False,no,yes,False,True,1.018,3.445,-2.427,18,18,"{19, 11}",[],"{2, 4}","[2, 3]","[1, 3]","[1, 19]"
018,rndgraph05-20_2-2-2_018,False,no,yes,True,True,1.02,3.41,-2.39,18,18,set(),[],"{1, 2}","[1, 2]","[3, 6]","[3, 6]"
019,rndgraph05-20_2-2-2_019,False,no,yes,True,True,1.02,3.513,-2.493,18,18,{19},[],"{1, 2}","[2, 10]","[15, 20]","[15, 20]"
020,rndgraph05-20_2-2-2_020,False,no,yes,True,True,1.037,3.268,-2.231,18,18,set(),[],"{1, 2}","[1, 2]","[6, 10]","[6, 10]"
