,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph05-20_2-2-2_001,False,no,yes,False,True,1.57,3.561,-1.991,17.0,17,"{8, 4}","[10, 17]","{16, 12}","[4, 6]","[10, 11]","[11, 12]"
002,rndgraph05-20_2-2-2_002,False,no,yes,False,True,1.204,3.947,-2.743,18.0,18,{10},[],"{1, 2}","[2, 7]","[5, 11]","[11, 14]"
003,rndgraph05-20_2-2-2_003,False,no,yes,False,True,1.47,3.492,-2.022,17.0,17,"{1, 7}","[6, 12]","{17, 18}","[11, 14]","[13, 14]","[1, 13]"
004,rndgraph05-20_2-2-2_004,False,no,NO,True,True,1.029,2.501,-1.472,18.0,17,"{3, 5}",[],"{1, 2}","[2, 11]","[9, 12]","[9, 12]"
005,rndgraph05-20_2-2-2_005,False,no,yes,False,True,1.371,3.725,-2.354,17.0,17,"{2, 3}","[2, 8]","{17, 19}","[6, 19]","[4, 6]","[4, 17]"
006,rndgraph05-20_2-2-2_006,False,no,yes,False,True,2.964,3.519,-0.555,17.0,17,"{5, 6}","[2, 17]","{2, 15}","[5, 7]","[3, 17]","[3, 10]"
007,rndgraph05-20_2-2-2_007,False,no,yes,True,True,0.963,3.311,-2.348,18.0,18,{14},[],"{2, 3}","[3, 7]","[1, 4]","[1, 4]"
008,rndgraph05-20_2-2-2_008,False,no,yes,True,True,1.35,3.532,-2.182,17.0,17,"{9, 5}","[5, 9]","{4, 7}","[4, 7]","[1, 17]","[1, 17]"
009,rndgraph05-20_2-2-2_009,False,no,yes,True,True,0.95,3.783,-2.833,18.0,18,set(),[],"{1, 3}","[6, 13]","[2, 8]","[2, 8]"
010,rndgraph05-20_2-2-2_010,False,no,yes,True,True,0.953,3.415,-2.462,18.0,18,{7},[],"{2, 3}","[2, 12]","[1, 15]","[1, 15]"
011,rndgraph05-20_2-2-2_011,False,no,yes,False,True,1.229,4.051,-2.822,17.0,17,"{10, 7}","[3, 8]","{9, 18}","[16, 17]","[15, 17]","[15, 18]"
012,rndgraph05-20_2-2-2_012,False,no,NO,True,True,1.38,3.484,-2.104,17.999999999999996,18,{16},[],"{2, 3}","[2, 12]","[1, 18]","[1, 18]"
013,rndgraph05-20_2-2-2_013,False,no,yes,False,True,3.099,4.236,-1.137,16.0,16,"{5, 6}","[5, 11]","{8, 13}","[1, 8]","[1, 10]","[10, 13]"
014,rndgraph05-20_2-2-2_014,False,no,yes,False,True,0.988,3.731,-2.743,18.0,18,{17},[],"{1, 2}","[2, 12]","[8, 14]","[6, 8]"
015,rndgraph05-20_2-2-2_015,False,no,yes,False,True,0.976,3.195,-2.219,18.0,18,"{16, 9}",[],"{1, 3}","[11, 12]","[2, 19]","[9, 19]"
016,rndgraph05-20_2-2-2_016,False,no,yes,False,True,1.388,3.905,-2.517,17.0,17,"{1, 2}","[1, 2]","{18, 19}","[13, 18]","[6, 13]","[5, 16]"
017,rndgraph05-20_2-2-2_017,False,no,yes,False,True,0.79,3.445,-2.655,18.0,18,"{19, 11}",[],"{2, 4}","[2, 3]","[1, 3]","[1, 19]"
018,rndgraph05-20_2-2-2_018,False,no,yes,True,True,0.885,3.41,-2.525,18.0,18,set(),[],"{1, 2}","[1, 2]","[3, 6]","[3, 6]"
019,rndgraph05-20_2-2-2_019,False,no,yes,True,True,0.916,3.513,-2.597,18.0,18,{19},[],"{1, 2}","[2, 10]","[15, 20]","[15, 20]"
020,rndgraph05-20_2-2-2_020,False,no,yes,True,True,0.982,3.268,-2.286,18.0,18,set(),[],"{1, 2}","[1, 2]","[6, 10]","[6, 10]"
