,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph07-40_3-1-3,True,no,False,True,2.459,1.22,-1.239,37,37.0,"{18, 27, 28}","[4, 27, 28]",{9},[9],"{8, 10, 21}","[8, 10, 21]"
002,rndgraph07-40_3-1-3,True,no,False,True,1.696,1.54,-0.15599999999999992,36,36.0,"{19, 6, 31}","[6, 19, 31]",{10},[10],"{32, 26, 37}","[26, 32, 37]"
003,rndgraph07-40_3-1-3,True,no,False,True,2.192,0.54,-1.6520000000000001,38,38.0,"{32, 2, 15}","[4, 17, 25]",{39},[8],"{40, 3, 7}","[7, 11, 40]"
004,rndgraph07-40_3-1-3,True,no,False,True,1.795,1.12,-0.6749999999999998,36,36.0,"{21, 29, 5}","[5, 21, 29]",{3},[3],"{40, 26, 39}","[26, 39, 40]"
005,rndgraph07-40_3-1-3,True,no,False,True,2.198,1.68,-0.518,35,35.0,"{18, 29, 14}","[14, 18, 29]",{22},[22],"{10, 37, 38}","[1, 25, 38]"
006,rndgraph07-40_3-1-3,True,no,False,True,1.93,0.9,-1.0299999999999998,36,36.0,"{12, 13, 30}","[12, 13, 30]",{28},[28],"{10, 18, 4}","[4, 10, 18]"
007,rndgraph07-40_3-1-3,True,no,False,False,3.116,3.19,0.07399999999999984,35,35.0,"{17, 34, 22}","[17, 22, 34]",{23},[23],"{32, 9, 20}","[9, 20, 32]"
008,rndgraph07-40_3-1-3,True,no,False,True,2.021,1.34,-0.6809999999999998,37,37.0,"{37, 30, 39}","[30, 37, 39]",{10},[10],"{26, 13, 23}","[13, 16, 26]"
009,rndgraph07-40_3-1-3,True,no,False,False,2.672,3.01,0.33799999999999963,37,37.0,"{26, 27, 34}","[24, 37, 38]",{5},[15],"{11, 28, 37}","[13, 34, 40]"
010,rndgraph07-40_3-1-3,True,no,False,False,2.138,2.15,0.01200000000000001,37,37.0,"{9, 19, 30}","[5, 6, 35]",{8},[20],"{38, 37, 6}","[31, 36, 37]"
011,rndgraph07-40_3-1-3,True,no,False,True,2.014,1.42,-0.5939999999999999,37,37.0,"{27, 3, 22}","[3, 22, 27]",{18},[18],"{8, 26, 28}","[8, 26, 28]"
012,rndgraph07-40_3-1-3,True,no,False,True,3.003,2.26,-0.7430000000000003,36,36.0,"{29, 28, 21}","[10, 17, 22]",{31},[25],"{24, 33, 35}","[11, 24, 31]"
013,rndgraph07-40_3-1-3,True,no,False,True,2.858,2.14,-0.718,36,36.0,"{16, 1, 28}","[1, 16, 28]",{39},[39],"{11, 20, 37}","[11, 20, 37]"
014,rndgraph07-40_3-1-3,True,no,False,True,1.536,1.48,-0.05600000000000005,32,32.0,"{25, 34, 4}","[4, 25, 34]",{5},[5],"{33, 20, 21}","[20, 21, 33]"
015,rndgraph07-40_3-1-3,True,no,False,True,2.13,1.23,-0.8999999999999999,36,36.0,"{35, 3, 5}","[3, 5, 35]",{18},[18],"{38, 11, 14}","[11, 14, 38]"
016,rndgraph07-40_3-1-3,True,no,False,True,2.791,1.66,-1.131,37,37.0,"{40, 2, 11}","[2, 11, 40]",{18},[18],"{32, 17, 37}","[17, 32, 37]"
017,rndgraph07-40_3-1-3,True,no,False,True,2.61,1.11,-1.4999999999999998,38,38.0,"{36, 29, 30}","[29, 30, 36]",{13},[13],"{40, 9, 31}","[9, 31, 40]"
018,rndgraph07-40_3-1-3,True,no,False,True,3.042,0.91,-2.1319999999999997,37,37.0,"{35, 21, 38}","[27, 35, 38]",{17},[17],"{3, 4, 14}","[4, 14, 28]"
019,rndgraph07-40_3-1-3,True,no,False,True,1.539,0.83,-0.709,34,34.0,"{11, 38, 15}","[11, 15, 38]",{2},[2],"{1, 10, 7}","[1, 7, 10]"
020,rndgraph07-40_3-1-3,True,no,False,True,2.314,0.85,-1.464,38,38.0,"{8, 17, 39}","[5, 19, 39]",{11},[6],"{1, 6, 7}","[1, 3, 29]"
