,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph10-40_1-1-1_001,False,no,yes,True,True,0.385,1.305,-0.92,5,5,{22},[22],{38},[38],[2],[2]
002,rndgraph10-40_1-1-1_002,False,no,yes,True,True,0.263,1.283,-1.02,4,4,{19},[35],{1},[29],[5],[5]
003,rndgraph10-40_1-1-1_003,False,no,NO,False,True,0.66,1.163,-0.503,5,4,{36},[3],{22},[37],[37],[22]
004,rndgraph10-40_1-1-1_004,False,no,yes,False,True,0.241,0.554,-0.313,5,5,{6},[6],{1},[14],[5],[19]
005,rndgraph10-40_1-1-1_005,False,no,yes,True,True,0.22,0.635,-0.415,5,5,{3},[3],{1},[29],[2],[2]
006,rndgraph10-40_1-1-1_006,False,no,yes,False,True,0.472,1.095,-0.623,5,5,{8},[25],{1},[24],[18],[16]
007,rndgraph10-40_1-1-1_007,False,no,yes,True,True,0.723,1.472,-0.749,6,6,{7},[7],{35},[35],[18],[18]
008,rndgraph10-40_1-1-1_008,False,no,yes,False,True,0.257,0.461,-0.204,4,4,{18},[3],{1},[15],[3],[18]
009,rndgraph10-40_1-1-1_009,False,no,yes,True,True,0.231,0.774,-0.543,5,5,{5},[5],{2},[25],[1],[1]
010,rndgraph10-40_1-1-1_010,False,no,yes,False,True,0.718,1.36,-0.642,5,5,{13},[1],{10},[17],[12],[40]
011,rndgraph10-40_1-1-1_011,False,no,yes,True,True,0.223,1.771,-1.548,4,4,{20},[21],{1},[5],[7],[7]
012,rndgraph10-40_1-1-1_012,False,no,yes,False,True,2.205,5.055,-2.85,4,4,{22},[2],{28},[24],[36],[22]
013,rndgraph10-40_1-1-1_013,False,no,NO,False,True,0.25,0.417,-0.167,3,4,{14},[14],{1},[10],[33],[30]
014,rndgraph10-40_1-1-1_014,False,no,yes,False,True,0.28,0.449,-0.169,5,5,{36},[23],{40},[24],[23],[36]
015,rndgraph10-40_1-1-1_015,False,no,yes,False,True,0.845,1.275,-0.43,5,5,{1},[38],{18},[23],[23],[18]
016,rndgraph10-40_1-1-1_016,False,no,yes,False,True,1.343,2.918,-1.575,4,4,{26},[24],{13},[18],[7],[26]
017,rndgraph10-40_1-1-1_017,False,no,yes,False,True,0.928,2.994,-2.066,4,4,{1},[1],{28},[36],[36],[28]
018,rndgraph10-40_1-1-1_018,False,no,yes,False,True,1.311,3.173,-1.862,4,4,{19},[19],{28},[16],[16],[28]
019,rndgraph10-40_1-1-1_019,False,no,NO,True,True,0.623,0.848,-0.225,4,3,{5},[5],{33},[33],[7],[7]
020,rndgraph10-40_1-1-1_020,False,no,yes,True,True,0.256,1.986,-1.73,5,5,{27},[10],{1},[27],[40],[40]
