,graph name,og fail,v2 fail,sols match,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph10-40_1-1-1,False,False,True,True,1.305,0.3,-1.005,5,5.0,[22],{22},[38],{38},[2],{2}
002,rndgraph10-40_1-1-1,False,False,True,True,1.283,0.22,-1.063,4,4.0,[35],{5},[29],{1},[5],{19}
003,rndgraph10-40_1-1-1,False,False,True,True,1.163,0.48,-0.683,5,5.0,[3],{36},[37],{22},[22],{37}
004,rndgraph10-40_1-1-1,False,False,True,True,0.554,0.25,-0.30400000000000005,5,5.0,[6],{6},[14],{1},[19],{5}
005,rndgraph10-40_1-1-1,False,False,True,True,0.635,0.15,-0.485,5,5.0,[3],{3},[29],{1},[2],{2}
006,rndgraph10-40_1-1-1,False,False,True,True,1.095,0.61,-0.485,5,5.0,[25],{3},[24],{1},[16],{25}
007,rndgraph10-40_1-1-1,False,False,True,True,1.472,0.54,-0.9319999999999999,6,6.0,[7],{24},[35],{18},[18],{35}
008,rndgraph10-40_1-1-1,False,False,True,False,0.461,0.59,0.12899999999999995,4,4.0,[3],{18},[15],{1},[18],{3}
009,rndgraph10-40_1-1-1,False,False,True,True,0.774,0.14,-0.634,5,5.0,[5],{5},[25],{2},[1],{1}
010,rndgraph10-40_1-1-1,False,False,True,True,1.36,0.49,-0.8700000000000001,5,5.0,[1],{13},[17],{10},[40],{12}
011,rndgraph10-40_1-1-1,False,False,True,True,1.771,0.2,-1.571,4,4.0,[21],{20},[5],{1},[7],{7}
012,rndgraph10-40_1-1-1,False,False,True,True,5.055,4.39,-0.665,4,4.0,[2],{5},[24],{20},[22],{11}
013,rndgraph10-40_1-1-1,False,False,True,True,0.417,0.21,-0.207,4,4.0,[14],{14},[10],{1},[30],{33}
014,rndgraph10-40_1-1-1,False,False,True,True,0.449,0.22,-0.229,5,5.0,[23],{38},[24],{40},[36],{25}
015,rndgraph10-40_1-1-1,False,False,True,True,1.275,0.68,-0.5949999999999999,5,5.0,[38],{1},[23],{18},[18],{23}
016,rndgraph10-40_1-1-1,False,False,True,True,2.918,1.74,-1.1780000000000002,4,4.0,[24],{24},[18],{18},[26],{26}
017,rndgraph10-40_1-1-1,False,False,True,True,2.994,0.94,-2.0540000000000003,4,4.0,[1],{1},[36],{28},[28],{36}
018,rndgraph10-40_1-1-1,False,False,True,True,3.173,1.87,-1.303,4,4.0,[19],{16},[16],{19},[28],{4}
019,rndgraph10-40_1-1-1,False,False,True,True,0.848,0.51,-0.33799999999999997,4,4.0,[5],{6},[33],{7},[7],{33}
020,rndgraph10-40_1-1-1,False,False,True,True,1.986,0.53,-1.456,5,5.0,[10],{27},[27],{1},[40],{40}
