,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-20_1-1-1,True,no,False,True,0.267,0.26,-0.007000000000000006,17,17.0,{6},[6],{8},[8],{10},[4]
002,rndgraph05-20_1-1-1,True,no,False,False,0.28,0.33,0.04999999999999999,17,17.0,{8},[8],{14},[14],{19},[19]
003,rndgraph05-20_1-1-1,True,no,False,True,0.268,0.26,-0.008000000000000007,18,18.0,{4},[4],{5},[5],{13},[11]
004,rndgraph05-20_1-1-1,True,no,False,True,0.311,0.08,-0.23099999999999998,18,18.0,{14},[14],{2},[2],{1},[1]
005,rndgraph05-20_1-1-1,True,no,False,True,0.311,0.18,-0.131,18,18.0,{4},[2],{15},[16],{7},[7]
006,rndgraph05-20_1-1-1,True,no,False,True,0.352,0.14,-0.21199999999999997,19,19.0,{20},[20],{1},[1],{10},[10]
007,rndgraph05-20_1-1-1,True,no,False,True,0.339,0.1,-0.23900000000000002,19,19.0,{2},[2],{1},[1],{18},[18]
008,rndgraph05-20_1-1-1,True,no,False,True,0.321,0.13,-0.191,18,18.0,{7},[14],{9},[11],{4},[16]
009,rndgraph05-20_1-1-1,True,no,False,True,0.304,0.19,-0.11399999999999999,18,18.0,{13},[13],{8},[8],{12},[12]
010,rndgraph05-20_1-1-1,True,no,False,True,0.314,0.19,-0.124,18,18.0,{2},[17],{1},[16],{9},[9]
011,rndgraph05-20_1-1-1,True,no,False,True,0.295,0.13,-0.16499999999999998,18,18.0,{12},[3],{3},[12],{6},[15]
012,rndgraph05-20_1-1-1,True,no,False,True,0.29,0.15,-0.13999999999999999,18,18.0,{11},[2],{17},[18],{20},[17]
013,rndgraph05-20_1-1-1,True,no,False,True,0.327,0.13,-0.197,18,18.0,{3},[2],{8},[17],{6},[6]
014,rndgraph05-20_1-1-1,True,no,False,True,0.295,0.1,-0.19499999999999998,18,18.0,{3},[3],{4},[4],{19},[2]
015,rndgraph05-20_1-1-1,True,no,False,True,0.269,0.18,-0.08900000000000002,18,18.0,{5},[5],{1},[1],{14},[14]
016,rndgraph05-20_1-1-1,True,no,False,True,0.377,0.15,-0.227,18,18.0,{18},[5],{5},[2],{6},[6]
017,rndgraph05-20_1-1-1,True,no,False,True,0.305,0.08,-0.22499999999999998,18,18.0,{4},[3],{2},[18],{1},[2]
018,rndgraph05-20_1-1-1,True,no,False,True,0.339,0.1,-0.23900000000000002,18,18.0,{6},[6],{2},[2],{20},[19]
019,rndgraph05-20_1-1-1,True,no,False,True,0.402,0.09,-0.31200000000000006,18,18.0,{3},[3],{4},[4],{2},[2]
020,rndgraph05-20_1-1-1,True,no,False,True,0.24,0.14,-0.09999999999999998,18,18.0,{15},[18],{20},[8],{14},[14]
