,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph05-40_2-2-2_001,False,no,yes,False,True,11.64,26.915,-15.275,27,27,"{32, 12}","[18, 32]","{28, 7}","[28, 33]","[20, 35]","[15, 20]"
002,rndgraph05-40_2-2-2_002,False,no,NO,True,True,9.52,25.097,-15.577,30,28,"{18, 3}","[3, 18]","{24, 25}","[10, 25]","[20, 36]","[20, 36]"
003,rndgraph05-40_2-2-2_003,False,no,yes,True,True,6.165,25.116,-18.951,26,26,"{12, 5}","[5, 12]","{2, 21}","[14, 21]","[6, 33]","[6, 33]"
004,rndgraph05-40_2-2-2_004,False,no,yes,True,True,7.532,27.863,-20.331,28,28,"{29, 39}","[29, 39]","{8, 32}","[8, 32]","[13, 20]","[13, 20]"
005,rndgraph05-40_2-2-2_005,False,no,NO,True,True,11.095,30.889,-19.794,28,27,"{36, 13}","[13, 36]","{33, 37}","[33, 37]","[2, 16]","[2, 16]"
006,rndgraph05-40_2-2-2_006,False,no,NO,True,True,11.498,23.805,-12.307,27,26,"{36, 39}","[18, 39]","{18, 5}","[19, 20]","[7, 27]","[7, 27]"
007,rndgraph05-40_2-2-2_007,False,no,NO,True,True,8.652,9.227,-0.575,23,21,"{12, 22}","[18, 19]","{10, 38}","[10, 38]","[35, 37]","[35, 37]"
008,rndgraph05-40_2-2-2_008,False,no,yes,True,True,14.592,26.568,-11.976,26,26,"{6, 7}","[7, 9]","{32, 1}","[2, 32]","[14, 26]","[14, 26]"
009,rndgraph05-40_2-2-2_009,False,no,yes,True,True,5.216,24.825,-19.609,26,26,"{8, 1}","[1, 8]","{16, 26}","[13, 26]","[32, 38]","[32, 38]"
010,rndgraph05-40_2-2-2_010,False,no,NO,True,True,5.785,24.468,-18.683,26,24,"{8, 18}","[8, 18]","{1, 2}","[2, 10]","[25, 39]","[25, 39]"
011,rndgraph05-40_2-2-2_011,False,no,yes,True,True,8.084,15.232,-7.148,25,25,"{26, 4}","[4, 26]","{25, 35}","[25, 35]","[18, 37]","[18, 37]"
012,rndgraph05-40_2-2-2_012,False,no,NO,True,True,8.523,43.998,-35.475,29,27,"{19, 4}","[4, 19]","{16, 6}","[6, 16]","[28, 31]","[28, 31]"
013,rndgraph05-40_2-2-2_013,False,no,NO,True,True,10.379,22.429,-12.05,26,22,"{40, 20}","[14, 20]","{1, 15}","[15, 18]","[8, 37]","[8, 37]"
014,rndgraph05-40_2-2-2_014,False,no,NO,False,True,16.687,18.457,-1.77,26,25,"{36, 6}","[11, 17]","{17, 19}","[9, 34]","[11, 35]","[33, 35]"
015,rndgraph05-40_2-2-2_015,False,no,NO,True,True,7.361,15.804,-8.443,26,23,"{9, 39}","[7, 35]","{35, 38}","[9, 18]","[14, 37]","[14, 37]"
016,rndgraph05-40_2-2-2_016,False,no,NO,True,True,8.505,25.043,-16.538,28,23,"{1, 5}","[29, 40]","{40, 37}","[1, 37]","[6, 9]","[6, 9]"
017,rndgraph05-40_2-2-2_017,False,no,NO,True,True,5.231,16.065,-10.834,26,24,"{2, 28}","[2, 17]","{11, 15}","[5, 22]","[1, 33]","[1, 33]"
018,rndgraph05-40_2-2-2_018,False,no,NO,False,True,6.078,21.847,-15.769,24,22,"{18, 3}","[9, 22]","{37, 22}","[5, 18]","[11, 20]","[11, 37]"
019,rndgraph05-40_2-2-2_019,False,no,yes,True,True,8.554,17.963,-9.409,28,28,"{28, 5}","[5, 28]","{35, 3}","[3, 35]","[9, 16]","[9, 16]"
020,rndgraph05-40_2-2-2_020,False,no,NO,True,True,8.152,41.453,-33.301,29,28,"{16, 5}","[5, 8]","{26, 35}","[26, 35]","[4, 30]","[4, 30]"
