,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-100_1-1-1,True,no,False,True,2.38,2.1,-0.2799999999999998,5,5.0,{12},[12],{1},[99],{63},[94]
002,rndgraph05-100_1-1-1,True,no,False,True,1.664,1.14,-0.524,6,6.0,{38},[5],{1},[33],{25},[25]
003,rndgraph05-100_1-1-1,False,no,False,True,2.971,1.11,-1.861,4,4.0000000000000036,{64},[63],{1},[10],{63},[64]
004,rndgraph05-100_1-1-1,True,no,False,True,2.015,0.88,-1.1350000000000002,4,4.0,{23},[54],{1},[92],{96},[23]
005,rndgraph05-100_1-1-1,True,no,False,True,2.041,0.92,-1.121,5,5.0,{79},[71],{1},[56],{86},[86]
006,rndgraph05-100_1-1-1,True,no,False,False,2.252,2.55,0.29800000000000004,3,3.0,{15},[69],{1},[64],{63},[87]
007,rndgraph05-100_1-1-1,True,no,False,True,4.156,1.47,-2.686,4,4.0,{25},[78],{1},[48],{7},[7]
008,rndgraph05-100_1-1-1,True,no,False,True,2.351,1.35,-1.001,5,5.0,{3},[3],{1},[68],{51},[51]
009,rndgraph05-100_1-1-1,True,no,False,True,2.446,1.93,-0.5160000000000002,4,4.0,{44},[100],{1},[14],{7},[52]
010,rndgraph05-100_1-1-1,True,no,False,True,2.084,0.85,-1.234,5,5.0,{25},[68],{1},[82],{68},[25]
011,rndgraph05-100_1-1-1,True,no,False,True,2.612,1.36,-1.252,4,4.0,{95},[97],{1},[56],{97},[17]
012,rndgraph05-100_1-1-1,True,no,False,True,4.807,1.07,-3.737,5,5.0,{93},[65],{1},[58],{73},[73]
013,rndgraph05-100_1-1-1,True,no,False,True,2.971,0.87,-2.101,4,4.0,{17},[88],{1},[65],{50},[17]
014,rndgraph05-100_1-1-1,True,no,False,True,2.367,1.23,-1.137,5,5.0,{69},[21],{1},[38],{41},[41]
015,rndgraph05-100_1-1-1,True,no,False,True,7.883,2.11,-5.773,5,5.0,{79},[42],{1},[52],{98},[98]
016,rndgraph05-100_1-1-1,True,no,False,True,2.652,1.59,-1.062,6,6.0,{86},[67],{1},[68],{82},[82]
017,rndgraph05-100_1-1-1,True,no,False,True,9.016,0.85,-8.166,5,5.0,{21},[70],{2},[24],{1},[97]
018,rndgraph05-100_1-1-1,True,no,False,True,10.083,4.31,-5.773000000000001,4,4.0,{2},[2],{74},[74],{69},[69]
019,rndgraph05-100_1-1-1,True,no,False,True,1.922,0.99,-0.9319999999999999,4,4.0,{10},[10],{1},[85],{57},[57]
020,rndgraph05-100_1-1-1,True,no,False,True,2.73,0.88,-1.85,4,4.0,{68},[94],{1},[80],{94},[68]
