,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph05-100_1-1-1,True,no,False,True,2.38,2.31,-0.06999999999999984,5,5.0,{12},[12],{1},[99],{63},[94]
002,rndgraph05-100_1-1-1,True,no,False,True,1.664,1.32,-0.34399999999999986,6,6.0,{38},[5],{1},[33],{25},[25]
003,rndgraph05-100_1-1-1,False,no,False,True,2.971,1.24,-1.731,4,4.0000000000000036,{64},[63],{1},[10],{63},[64]
004,rndgraph05-100_1-1-1,True,no,False,True,2.015,1.01,-1.0050000000000001,4,4.0,{23},[54],{1},[92],{96},[23]
005,rndgraph05-100_1-1-1,True,no,False,True,2.041,1.08,-0.9609999999999999,5,5.0,{79},[71],{1},[56],{86},[86]
006,rndgraph05-100_1-1-1,True,no,False,False,2.252,2.73,0.4780000000000002,3,3.0,{15},[69],{1},[64],{63},[87]
007,rndgraph05-100_1-1-1,True,no,False,True,4.156,1.49,-2.6659999999999995,4,4.0,{25},[78],{1},[48],{7},[7]
008,rndgraph05-100_1-1-1,True,no,False,True,2.351,1.28,-1.071,5,5.0,{3},[3],{1},[68],{51},[51]
009,rndgraph05-100_1-1-1,True,no,False,True,2.446,1.83,-0.6160000000000001,4,4.0,{44},[100],{1},[14],{7},[52]
010,rndgraph05-100_1-1-1,True,no,False,True,2.084,0.87,-1.214,5,5.0,{25},[68],{1},[82],{68},[25]
011,rndgraph05-100_1-1-1,True,no,False,True,2.612,1.4,-1.2120000000000002,4,4.0,{95},[97],{1},[56],{97},[17]
012,rndgraph05-100_1-1-1,True,no,False,True,4.807,1.1,-3.7070000000000003,5,5.0,{93},[65],{1},[58],{73},[73]
013,rndgraph05-100_1-1-1,True,no,False,True,2.971,0.91,-2.061,4,4.0,{17},[88],{1},[65],{50},[17]
014,rndgraph05-100_1-1-1,True,no,False,True,2.367,1.1,-1.267,5,5.0,{69},[21],{1},[38],{41},[41]
015,rndgraph05-100_1-1-1,True,no,False,True,7.883,1.79,-6.093,5,5.0,{79},[42],{1},[52],{98},[98]
016,rndgraph05-100_1-1-1,True,no,False,True,2.652,1.6,-1.052,6,6.0,{86},[67],{1},[68],{82},[82]
017,rndgraph05-100_1-1-1,True,no,False,True,9.016,0.86,-8.156,5,5.0,{21},[70],{2},[24],{1},[97]
018,rndgraph05-100_1-1-1,True,no,False,True,10.083,4.51,-5.573,4,4.0,{2},[2],{74},[74],{69},[69]
019,rndgraph05-100_1-1-1,True,no,False,True,1.922,1.23,-0.692,4,4.0,{10},[10],{1},[85],{57},[57]
020,rndgraph05-100_1-1-1,True,no,False,True,2.73,1.07,-1.66,4,4.0,{68},[94],{1},[80],{94},[68]
