,graph_name,imp_failed,paper_fail,answers_match,Z_sols_match,improved_time,imp_time,paper_time,time_difference,imp_obj,paper_obj,imp_X_sol,paper_X_sol,imp_Y_sol,paper_Y_sol,imp_Z_sol,paper_Z_sol
001,rndgraph12-40_1-1-1_001,False,no,yes,True,False,0.483,0.411,0.072,3,3,{12},[4],{1},[24],[21],[21]
002,rndgraph12-40_1-1-1_002,False,no,yes,False,True,3.881,8.56,-4.679,3,3,{2},[16],{1},[19],[31],[21]
003,rndgraph12-40_1-1-1_003,False,no,yes,False,False,0.523,0.506,0.017,3,3,{8},[34],{1},[32],[27],[36]
004,rndgraph12-40_1-1-1_004,False,no,yes,False,True,1.039,2.985,-1.946,3,3,{4},[24],{9},[16],[1],[31]
005,rndgraph12-40_1-1-1_005,False,no,yes,False,True,0.434,0.958,-0.524,3,3,{3},[13],{1},[11],[28],[3]
006,rndgraph12-40_1-1-1_006,False,no,yes,True,True,0.24,1.371,-1.131,3,3,{5},[5],{31},[31],[2],[2]
007,rndgraph12-40_1-1-1_007,False,no,NO,True,True,0.505,1.156,-0.651,5,4,{16},[16],{2},[2],[39],[39]
008,rndgraph12-40_1-1-1_008,False,no,yes,False,True,1.208,1.289,-0.081,4,4,{40},[35],{1},[11],[4],[34]
009,rndgraph12-40_1-1-1_009,False,no,yes,False,True,0.57,0.894,-0.324,3,3,{11},[38],{1},[18],[17],[30]
010,rndgraph12-40_1-1-1_010,False,no,yes,True,True,0.637,1.4,-0.763,4,4,{14},[14],{11},[11],[36],[36]
011,rndgraph12-40_1-1-1_011,False,no,yes,False,False,0.785,0.719,0.066,3,3,{15},[30],{39},[19],[19],[39]
012,rndgraph12-40_1-1-1_012,False,no,NO,True,True,0.684,1.292,-0.608,4,3,{38},[38],{36},[36],[16],[16]
013,rndgraph12-40_1-1-1_013,False,no,yes,True,True,1.47,3.457,-1.987,3,3,{11},[11],{28},[28],[36],[36]
014,rndgraph12-40_1-1-1_014,False,no,yes,False,True,0.506,1.364,-0.858,5,5,{14},[5],{27},[2],[2],[27]
015,rndgraph12-40_1-1-1_015,False,no,NO,False,True,0.7,1.421,-0.721,3,2,{30},[19],{37},[5],[5],[37]
016,rndgraph12-40_1-1-1_016,False,no,yes,False,True,0.469,1.003,-0.534,4,4,{2},[32],{1},[7],[32],[4]
017,rndgraph12-40_1-1-1_017,False,no,yes,False,True,0.422,0.45,-0.028,3,3,{22},[24],{1},[8],[24],[15]
018,rndgraph12-40_1-1-1_018,False,no,yes,False,True,0.418,0.432,-0.014,3,3,{6},[20],{1},[6],[29],[25]
019,rndgraph12-40_1-1-1_019,False,no,yes,True,True,0.398,0.755,-0.357,5,5,{20},[1],{1},[26],[30],[30]
020,rndgraph12-40_1-1-1_020,False,no,yes,False,True,5.159,11.216,-6.057,2,2,{5},[7],{13},[28],[28],[13]
