,graph name,sols match,og fail,v2 fail,v2 faster,og time,v2 time,time diff,og obj,v2 obj,og X,v2 X,og Y,v2 Y,og Z,v2 Z
001,rndgraph07-40_1-1-1,True,no,False,True,1.27,0.61,-0.66,11,11.0,{40},[40],{13},[13],{15},[15]
002,rndgraph07-40_1-1-1,True,no,False,False,0.528,0.79,0.262,7,7.0,{22},[22],{1},[14],{38},[38]
003,rndgraph07-40_1-1-1,True,no,False,True,0.634,0.19,-0.444,9,9.0,{3},[3],{2},[1],{1},[2]
004,rndgraph07-40_1-1-1,True,no,False,True,0.534,0.39,-0.14400000000000002,10,10.0,{34},[1],{1},[15],{32},[32]
005,rndgraph07-40_1-1-1,True,no,False,True,0.78,0.18,-0.6000000000000001,8,8.0,{15},[15],{1},[29],{7},[7]
006,rndgraph07-40_1-1-1,True,no,False,False,0.78,0.91,0.13,9,9.0,{25},[21],{37},[38],{38},[37]
007,rndgraph07-40_1-1-1,True,no,False,True,1.09,0.55,-0.54,11,11.0,{8},[8],{28},[28],{24},[24]
008,rndgraph07-40_1-1-1,True,no,False,True,0.971,0.73,-0.241,10,10.0,{3},[40],{1},[7],{40},[3]
009,rndgraph07-40_1-1-1,True,no,False,True,1.179,0.55,-0.629,10,10.0,{34},[39],{29},[11],{11},[29]
010,rndgraph07-40_1-1-1,True,no,False,True,1.941,1.6,-0.34099999999999997,8,8.0,{29},[23],{28},[4],{12},[40]
011,rndgraph07-40_1-1-1,True,no,False,True,1.008,0.43,-0.5780000000000001,8,8.0,{7},[7],{35},[35],{2},[2]
012,rndgraph07-40_1-1-1,True,no,False,True,0.584,0.5,-0.08399999999999996,10,10.0,{37},[29],{10},[10],{33},[33]
013,rndgraph07-40_1-1-1,False,no,False,True,1.115,0.44,-0.675,8,8.999999999999986,{2},[2],{24},[24],{34},[34]
014,rndgraph07-40_1-1-1,True,no,False,True,0.754,0.4,-0.354,8,8.0,{12},[38],{10},[1],{1},[10]
015,rndgraph07-40_1-1-1,True,no,False,True,0.436,0.4,-0.035999999999999976,13,13.0,{19},[19],{14},[14],{9},[9]
016,rndgraph07-40_1-1-1,True,no,False,True,0.769,0.48,-0.28900000000000003,10,10.0,{39},[39],{29},[29],{30},[30]
017,rndgraph07-40_1-1-1,True,no,False,True,1.063,0.58,-0.483,9,9.0,{2},[2],{3},[3],{37},[37]
018,rndgraph07-40_1-1-1,True,no,False,True,1.123,1.06,-0.06299999999999994,7,7.0,{35},[25],{33},[13],{26},[21]
019,rndgraph07-40_1-1-1,True,no,False,True,0.493,0.36,-0.133,10,10.0,{17},[17],{1},[21],{28},[28]
020,rndgraph07-40_1-1-1,True,no,False,True,2.598,1.47,-1.128,8,8.0,{10},[24],{15},[1],{28},[5]
